0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
1088: Timestep is 1.82418
357: Timestep is 1.82418
1438: Timestep is 1.82418
1947: Timestep is 1.82418
1632: Timestep is 1.82418
856: Timestep is 1.82418
23: Timestep is 1.82418
603: Timestep is 1.82418
1091: Timestep is 1.82418
385: Timestep is 1.82418
1588: Timestep is 1.82418
544: Timestep is 1.82418
411: Timestep is 1.82418
1861: Timestep is 1.82418
545: Timestep is 1.82418
276: Timestep is 1.82418
1638: Timestep is 1.82418
1360: Timestep is 1.82418
1093: Timestep is 1.82418
67: Timestep is 1.82418
547: Timestep is 1.82418
1361: Timestep is 1.82418
1646: Timestep is 1.82418
1905: Timestep is 1.82418
1096: Timestep is 1.82418
0: Timestep is 1.82418
1649: Timestep is 1.82418
1906: Timestep is 1.82418
1104: Timestep is 1.82418
1651: Timestep is 1.82418
1106: Timestep is 1.82418
8: Timestep is 1.82418
1362: Timestep is 1.82418
548: Timestep is 1.82418
289: Timestep is 1.82418
1916: Timestep is 1.82418
10: Timestep is 1.82418
1656: Timestep is 1.82418
1365: Timestep is 1.82418
556: Timestep is 1.82418
1109: Timestep is 1.82418
298: Timestep is 1.82418
12: Timestep is 1.82418
1660: Timestep is 1.82418
1370: Timestep is 1.82418
1918: Timestep is 1.82418
15: Timestep is 1.82418
301: Timestep is 1.82418
1668: Timestep is 1.82418
1919: Timestep is 1.82418
557: Timestep is 1.82418
1113: Timestep is 1.82418
1375: Timestep is 1.82418
558: Timestep is 1.82418
1125: Timestep is 1.82418
16: Timestep is 1.82418
303: Timestep is 1.82418
1923: Timestep is 1.82418
1669: Timestep is 1.82418
1379: Timestep is 1.82418
927: Timestep is 1.82418
310: Timestep is 1.82418
560: Timestep is 1.82418
1131: Timestep is 1.82418
932: Timestep is 1.82418
21: Timestep is 1.82418
1672: Timestep is 1.82418
1924: Timestep is 1.82418
987: Timestep is 1.82418
1135: Timestep is 1.82418
1078: Timestep is 1.82418
22: Timestep is 1.82418
1674: Timestep is 1.82418
1927: Timestep is 1.82418
563: Timestep is 1.82418
1143: Timestep is 1.82418
816: Timestep is 1.82418
24: Timestep is 1.82418
1929: Timestep is 1.82418
567: Timestep is 1.82418
824: Timestep is 1.82418
27: Timestep is 1.82418
1932: Timestep is 1.82418
569: Timestep is 1.82418
828: Timestep is 1.82418
572: Timestep is 1.82418
843: Timestep is 1.82418
844: Timestep is 1.82418
1380: Timestep is 1.82418
845: Timestep is 1.82418
323: Timestep is 1.82418
859: Timestep is 1.82418
1396: Timestep is 1.82418
325: Timestep is 1.82418
326: Timestep is 1.82418
1678: Timestep is 1.82418
1419: Timestep is 1.82418
1150: Timestep is 1.82418
344: Timestep is 1.82418
1688: Timestep is 1.82418
1424: Timestep is 1.82418
