0: output to qw.nodes.o
Read took 0 seconds
Using these electron positions:
       1 1.4584 2.4544 -1.7337
       2 -1.0331 1.1848 -0.93059
       3 2.0525 1.9266 2.7606
       4 -1.4475 -2.0525 1.3212
       5 -2.9644 0.19734 0.40321
       6 0.015882 1.326 2.4794
       7 2.0191 -2.3011 -0.78959
       8 -1.0743 2.6563 -1.2416
writing to qw.nodes.xyz
Using translation vector(s): 
( 1 , 1 , 1 )
=============================1 and 6==============================
x     -6.5, max. value +9.11156e-11, min. value -6.43078e-11
x  -6.4498, max. value +9.65934e-11, min. value -6.84618e-11
x  -6.3996, max. value +1.02397e-10, min. value -7.28648e-11
x  -6.3494, max. value +1.08560e-10, min. value -7.75301e-11
x  -6.2992, max. value +1.15089e-10, min. value -8.24841e-11
x   -6.249, max. value +1.22004e-10, min. value -8.77309e-11
x  -6.1988, max. value +1.29339e-10, min. value -9.32908e-11
x  -6.1486, max. value +1.37118e-10, min. value -9.91882e-11
x  -6.0985, max. value +1.45356e-10, min. value -1.05430e-10
x  -6.0483, max. value +1.54080e-10, min. value -1.12053e-10
x  -5.9981, max. value +1.63338e-10, min. value -1.19066e-10
x  -5.9479, max. value +1.73143e-10, min. value -1.26501e-10
x  -5.8977, max. value +1.83521e-10, min. value -1.34365e-10
x  -5.8475, max. value +1.94517e-10, min. value -1.42700e-10
x  -5.7973, max. value +2.06174e-10, min. value -1.51514e-10
x  -5.7471, max. value +2.18506e-10, min. value -1.60849e-10
x  -5.6969, max. value +2.31555e-10, min. value -1.70720e-10
x  -5.6467, max. value +2.45389e-10, min. value -1.81169e-10
x  -5.5965, max. value +2.60025e-10, min. value -1.92212e-10
x  -5.5463, max. value +2.75501e-10, min. value -2.03902e-10
x  -5.4961, max. value +2.91893e-10, min. value -2.16246e-10
x  -5.4459, max. value +3.09244e-10, min. value -2.29315e-10
x  -5.3958, max. value +3.27584e-10, min. value -2.43117e-10
x  -5.3456, max. value +3.46995e-10, min. value -2.57699e-10
x  -5.2954, max. value +3.67548e-10, min. value -2.73121e-10
x  -5.2452, max. value +3.89280e-10, min. value -2.89402e-10
x   -5.195, max. value +4.12266e-10, min. value -3.06591e-10
x  -5.1448, max. value +4.36621e-10, min. value -3.24766e-10
x  -5.0946, max. value +4.62371e-10, min. value -3.43952e-10
x  -5.0444, max. value +4.89626e-10, min. value -3.64200e-10
x  -4.9942, max. value +5.18512e-10, min. value -3.85568e-10
x   -4.944, max. value +5.49020e-10, min. value -4.08122e-10
x  -4.8938, max. value +5.81431e-10, min. value -4.31934e-10
x  -4.8436, max. value +6.15680e-10, min. value -4.57047e-10
x  -4.7934, max. value +6.51995e-10, min. value -4.83526e-10
x  -4.7432, max. value +6.90466e-10, min. value -5.11434e-10
x  -4.6931, max. value +7.31176e-10, min. value -5.40838e-10
x  -4.6429, max. value +7.74412e-10, min. value -5.71813e-10
x  -4.5927, max. value +8.20073e-10, min. value -6.04461e-10
x  -4.5425, max. value +8.68663e-10, min. value -6.38821e-10
