0: output to qw.nodes.o
Read took 0 seconds
Using these electron positions:
       1 1.4584 2.4544 -1.7337
       2 -1.0331 1.1848 -0.93059
       3 2.0525 1.9266 2.7606
       4 -1.4475 -2.0525 1.3212
       5 -2.9644 0.19734 0.40321
       6 0.015882 1.326 2.4794
       7 2.0191 -2.3011 -0.78959
       8 -1.0743 2.6563 -1.2416
writing to qw.nodes.xyz
Using translation vector(s): 
( 1 , 1 , 1 )
x  -4.4923, max. value +9.19993e-10, min. value -6.74965e-10
x  -4.4421, max. value +9.74479e-10, min. value -7.12966e-10
x  -4.3919, max. value +1.03219e-09, min. value -7.52900e-10
x  -4.3417, max. value +1.09324e-09, min. value -7.94909e-10
x  -4.2915, max. value +1.15812e-09, min. value -8.39119e-10
x  -4.2413, max. value +1.22660e-09, min. value -8.85546e-10
x  -4.1911, max. value +1.29941e-09, min. value -9.34278e-10
x  -4.1409, max. value +1.37642e-09, min. value -9.85408e-10
x  -4.0907, max. value +1.45785e-09, min. value -1.03904e-09
x  -4.0405, max. value +1.54446e-09, min. value -1.09537e-09
x  -3.9903, max. value +1.63584e-09, min. value -1.15439e-09
x  -3.9402, max. value +1.73295e-09, min. value -1.21619e-09
x    -3.89, max. value +1.83614e-09, min. value -1.28103e-09
x  -3.8398, max. value +1.94499e-09, min. value -1.34902e-09
x  -3.7896, max. value +2.06075e-09, min. value -1.42003e-09
x  -3.7394, max. value +2.18338e-09, min. value -1.49434e-09
x  -3.6892, max. value +2.31267e-09, min. value -1.57182e-09
x   -3.639, max. value +2.45019e-09, min. value -1.65280e-09
x  -3.5888, max. value +2.59581e-09, min. value -1.73717e-09
x  -3.5386, max. value +2.74923e-09, min. value -1.82451e-09
x  -3.4884, max. value +2.91141e-09, min. value -1.91532e-09
x  -3.4382, max. value +3.08390e-09, min. value -2.00944e-09
x   -3.388, max. value +3.26541e-09, min. value -2.10637e-09
x  -3.3378, max. value +3.45620e-09, min. value -2.20592e-09
x  -3.2876, max. value +3.65729e-09, min. value -2.30780e-09
x  -3.2375, max. value +3.87189e-09, min. value -2.41203e-09
x  -3.1873, max. value +4.09714e-09, min. value -2.51761e-09
x  -3.1371, max. value +4.33328e-09, min. value -2.62364e-09
x  -3.0869, max. value +4.58053e-09, min. value -2.73006e-09
x  -3.0367, max. value +4.83917e-09, min. value -2.83625e-09
x  -2.9865, max. value +5.10953e-09, min. value -2.93972e-09
x  -2.9363, max. value +5.39174e-09, min. value -3.04041e-09
x  -2.8861, max. value +5.68437e-09, min. value -3.13590e-09
x  -2.8359, max. value +5.98153e-09, min. value -3.22585e-09
x  -2.7857, max. value +6.26870e-09, min. value -3.30725e-09
x  -2.7355, max. value +6.52009e-09, min. value -3.37871e-09
x  -2.6853, max. value +6.70091e-09, min. value -3.44375e-09
x  -2.6351, max. value +6.77694e-09, min. value -3.50009e-09
x  -2.5849, max. value +6.72827e-09, min. value -3.55202e-09
x  -2.5347, max. value +6.56226e-09, min. value -3.59640e-09
x  -2.4846, max. value +6.29461e-09, min. value -3.63660e-09
x  -2.4344, max. value +5.95746e-09, min. value -3.66897e-09
x  -2.3842, max. value +5.58225e-09, min. value -3.69701e-09
x   -2.334, max. value +5.19580e-09, min. value -3.71795e-09
x  -2.2838, max. value +4.83487e-09, min. value -3.79784e-09
x  -2.2336, max. value +5.23810e-09, min. value -4.17043e-09
x  -2.1834, max. value +6.03812e-09, min. value -4.55628e-09
x  -2.1332, max. value +6.91102e-09, min. value -4.95213e-09
x   -2.083, max. value +7.85983e-09, min. value -5.35872e-09
x  -2.0328, max. value +8.88730e-09, min. value -5.77685e-09
x  -1.9826, max. value +9.99562e-09, min. value -6.20689e-09
x  -1.9324, max. value +1.11863e-08, min. value -6.64603e-09
x  -1.8822, max. value +1.24601e-08, min. value -7.09611e-09
x   -1.832, max. value +1.38166e-08, min. value -7.55793e-09
x  -1.7819, max. value +1.52541e-08, min. value -8.03812e-09
x  -1.7317, max. value +1.67727e-08, min. value -8.52990e-09
x  -1.6815, max. value +1.83696e-08, min. value -9.03326e-09
x  -1.6313, max. value +2.00347e-08, min. value -9.56017e-09
x  -1.5811, max. value +2.17592e-08, min. value -1.00920e-08
x  -1.5309, max. value +2.35320e-08, min. value -1.06565e-08
x  -1.4807, max. value +2.53392e-08, min. value -1.12269e-08
x  -1.4305, max. value +2.71641e-08, min. value -1.18237e-08
x  -1.3803, max. value +2.90113e-08, min. value -1.24421e-08
x  -1.3301, max. value +3.08480e-08, min. value -1.30755e-08
x  -1.2799, max. value +3.26464e-08, min. value -1.37336e-08
x  -1.2297, max. value +3.44193e-08, min. value -1.44279e-08
x  -1.1795, max. value +3.61392e-08, min. value -1.51489e-08
x  -1.1293, max. value +3.77959e-08, min. value -1.59013e-08
x  -1.0792, max. value +3.93889e-08, min. value -1.66867e-08
x   -1.029, max. value +4.09202e-08, min. value -1.75093e-08
x -0.97876, max. value +4.23861e-08, min. value -1.83807e-08
x -0.92857, max. value +4.38096e-08, min. value -1.92970e-08
x -0.87838, max. value +4.52336e-08, min. value -2.02554e-08
x -0.82819, max. value +4.66792e-08, min. value -2.12611e-08
x -0.77799, max. value +4.82011e-08, min. value -2.23226e-08
x  -0.7278, max. value +4.98829e-08, min. value -2.34226e-08
x -0.67761, max. value +5.16979e-08, min. value -2.45830e-08
x -0.62741, max. value +5.37364e-08, min. value -2.57830e-08
x -0.57722, max. value +5.59610e-08, min. value -2.70282e-08
x -0.52703, max. value +5.83762e-08, min. value -2.83094e-08
x -0.47683, max. value +6.09971e-08, min. value -2.96308e-08
x -0.42664, max. value +6.38240e-08, min. value -3.09863e-08
x -0.37645, max. value +6.68994e-08, min. value -3.23379e-08
x -0.32625, max. value +7.02050e-08, min. value -3.37353e-08
x -0.27606, max. value +7.38180e-08, min. value -3.51070e-08
x -0.22587, max. value +7.77229e-08, min. value -3.64756e-08
x -0.17568, max. value +8.19090e-08, min. value -3.78205e-08
x -0.12548, max. value +8.64021e-08, min. value -3.91239e-08
x -0.07529, max. value +9.12650e-08, min. value -4.03645e-08
x -0.025097, max. value +9.65860e-08, min. value -4.15686e-08
x 0.025097, max. value +1.02316e-07, min. value -4.26789e-08
x  0.07529, max. value +1.08460e-07, min. value -4.36803e-08
x  0.12548, max. value +1.15022e-07, min. value -4.45973e-08
x  0.17568, max. value +1.22287e-07, min. value -4.54034e-08
x  0.22587, max. value +1.30080e-07, min. value -4.60794e-08
x  0.27606, max. value +1.38437e-07, min. value -4.66229e-08
x  0.32625, max. value +1.47700e-07, min. value -4.70331e-08
x  0.37645, max. value +1.57385e-07, min. value -4.73110e-08
x  0.42664, max. value +1.67761e-07, min. value -4.74736e-08
x  0.47683, max. value +1.78142e-07, min. value -4.75067e-08
x  0.52703, max. value +1.87718e-07, min. value -4.74121e-08
x  0.57722, max. value +1.95072e-07, min. value -4.71945e-08
x  0.62741, max. value +1.99289e-07, min. value -4.68589e-08
x  0.67761, max. value +2.00138e-07, min. value -4.64104e-08
x   0.7278, max. value +1.97691e-07, min. value -4.58540e-08
x  0.77799, max. value +1.92605e-07, min. value -4.51941e-08
x  0.82819, max. value +1.85843e-07, min. value -4.44478e-08
x  0.87838, max. value +1.78223e-07, min. value -4.36178e-08
x  0.92857, max. value +1.70268e-07, min. value -4.26966e-08
x  0.97876, max. value +1.62318e-07, min. value -4.16862e-08
x    1.029, max. value +1.54503e-07, min. value -4.05882e-08
x   1.0792, max. value +1.46707e-07, min. value -3.94036e-08
x   1.1293, max. value +1.38968e-07, min. value -3.81329e-08
x   1.1795, max. value +1.31322e-07, min. value -3.67756e-08
x   1.2297, max. value +1.23973e-07, min. value -3.53313e-08
x   1.2799, max. value +1.16826e-07, min. value -3.38080e-08
x   1.3301, max. value +1.09824e-07, min. value -3.22131e-08
x   1.3803, max. value +1.03002e-07, min. value -3.04997e-08
x   1.4305, max. value +9.64073e-08, min. value -2.86180e-08
x   1.4807, max. value +9.01675e-08, min. value -2.64982e-08
x   1.5309, max. value +8.41519e-08, min. value -2.40763e-08
x   1.5811, max. value +7.83813e-08, min. value -2.13358e-08
x   1.6313, max. value +7.28707e-08, min. value -1.83383e-08
x   1.6815, max. value +6.76816e-08, min. value -1.52201e-08
x   1.7317, max. value +6.27786e-08, min. value -1.21490e-08
x   1.7819, max. value +5.81375e-08, min. value -9.31485e-09
x    1.832, max. value +5.37597e-08, min. value -6.75431e-09
x   1.8822, max. value +4.96577e-08, min. value -4.51094e-09
x   1.9324, max. value +4.58324e-08, min. value -2.58625e-09
x   1.9826, max. value +4.22585e-08, min. value -9.50822e-10
x   2.0328, max. value +3.89201e-08, min. value -7.98668e-10
x    2.083, max. value +3.58156e-08, min. value -7.90154e-10
x   2.1332, max. value +3.29383e-08, min. value -7.81511e-10
x   2.1834, max. value +3.02797e-08, min. value -7.72707e-10
x   2.2336, max. value +2.78141e-08, min. value -7.63342e-10
x   2.2838, max. value +2.55385e-08, min. value -7.53988e-10
x    2.334, max. value +2.34402e-08, min. value -7.44142e-10
x   2.3842, max. value +2.15120e-08, min. value -7.34037e-10
x   2.4344, max. value +1.97350e-08, min. value -7.23803e-10
x   2.4846, max. value +1.81041e-08, min. value -7.12961e-10
x   2.5347, max. value +1.66084e-08, min. value -7.02192e-10
x   2.5849, max. value +1.52361e-08, min. value -6.90914e-10
x   2.6351, max. value +1.39786e-08, min. value -6.79638e-10
x   2.6853, max. value +1.28286e-08, min. value -6.67850e-10
x   2.7355, max. value +1.17772e-08, min. value -6.55997e-10
x   2.7857, max. value +1.08146e-08, min. value -6.43810e-10
x   2.8359, max. value +9.93649e-09, min. value -6.31542e-10
x   2.8861, max. value +9.13339e-09, min. value -6.18904e-10
x   2.9363, max. value +8.40197e-09, min. value -6.06321e-10
x   2.9865, max. value +7.73357e-09, min. value -5.93377e-10
x   3.0367, max. value +7.12549e-09, min. value -5.80448e-10
x   3.0869, max. value +6.57106e-09, min. value -5.67278e-10
x   3.1371, max. value +6.06648e-09, min. value -5.54209e-10
x   3.1873, max. value +5.60797e-09, min. value -5.40825e-10
x   3.2375, max. value +5.19217e-09, min. value -5.27603e-10
x   3.2876, max. value +4.81526e-09, min. value -5.14254e-10
x   3.3378, max. value +4.47516e-09, min. value -5.00900e-10
x    3.388, max. value +4.16981e-09, min. value -4.87558e-10
x   3.4382, max. value +3.94264e-09, min. value -4.74211e-10
x   3.4884, max. value +3.76430e-09, min. value -4.60937e-10
x   3.5386, max. value +3.59044e-09, min. value -4.47634e-10
x   3.5888, max. value +3.42147e-09, min. value -4.34564e-10
x    3.639, max. value +3.25762e-09, min. value -4.21403e-10
x   3.6892, max. value +3.09911e-09, min. value -4.08455e-10
x   3.7394, max. value +2.94612e-09, min. value -3.95582e-10
x   3.7896, max. value +2.79874e-09, min. value -3.82858e-10
x   3.8398, max. value +2.65701e-09, min. value -3.70194e-10
x     3.89, max. value +2.52094e-09, min. value -3.57746e-10
x   3.9402, max. value +2.39048e-09, min. value -3.45415e-10
x   3.9903, max. value +2.26569e-09, min. value -3.33274e-10
x   4.0405, max. value +2.14635e-09, min. value -3.21280e-10
x   4.0907, max. value +2.03232e-09, min. value -3.09518e-10
x   4.1409, max. value +1.92348e-09, min. value -2.97887e-10
x   4.1911, max. value +1.81968e-09, min. value -2.86524e-10
x   4.2413, max. value +1.72078e-09, min. value -2.75335e-10
x   4.2915, max. value +1.62663e-09, min. value -2.64438e-10
x   4.3417, max. value +1.53708e-09, min. value -2.53741e-10
x   4.3919, max. value +1.45200e-09, min. value -2.43257e-10
x   4.4421, max. value +1.37126e-09, min. value -2.33056e-10
x   4.4923, max. value +1.29460e-09, min. value -2.23116e-10
x   4.5425, max. value +1.22187e-09, min. value -2.13451e-10
x   4.5927, max. value +1.15290e-09, min. value -2.04066e-10
x   4.6429, max. value +1.08754e-09, min. value -1.94940e-10
x   4.6931, max. value +1.02562e-09, min. value -1.86081e-10
x   4.7432, max. value +9.67015e-10, min. value -1.77512e-10
x   4.7934, max. value +9.11557e-10, min. value -1.69242e-10
x   4.8436, max. value +8.59106e-10, min. value -1.61247e-10
x   4.8938, max. value +8.09567e-10, min. value -1.53530e-10
x    4.944, max. value +7.62807e-10, min. value -1.46100e-10
x   4.9942, max. value +7.18630e-10, min. value -1.38957e-10
x   5.0444, max. value +6.76907e-10, min. value -1.32087e-10
x   5.0946, max. value +6.37516e-10, min. value -1.25485e-10
x   5.1448, max. value +6.00336e-10, min. value -1.19151e-10
x    5.195, max. value +5.65252e-10, min. value -1.13078e-10
x   5.2452, max. value +5.32153e-10, min. value -1.07262e-10
x   5.2954, max. value +5.00934e-10, min. value -1.01706e-10
x   5.3456, max. value +4.71493e-10, min. value -9.63935e-11
x   5.3958, max. value +4.43789e-10, min. value -9.13183e-11
x   5.4459, max. value +4.17668e-10, min. value -8.64738e-11
x   5.4961, max. value +3.93041e-10, min. value -8.18532e-11
x   5.5463, max. value +3.69827e-10, min. value -7.74494e-11
x   5.5965, max. value +3.47946e-10, min. value -7.32553e-11
x   5.6467, max. value +3.27325e-10, min. value -6.92636e-11
x   5.6969, max. value +3.07893e-10, min. value -6.54671e-11
x   5.7471, max. value +2.89582e-10, min. value -6.18584e-11
x   5.7973, max. value +2.72331e-10, min. value -5.84303e-11
x   5.8475, max. value +2.56083e-10, min. value -5.51756e-11
x   5.8977, max. value +2.40787e-10, min. value -5.20873e-11
x   5.9479, max. value +2.26389e-10, min. value -4.91583e-11
x   5.9981, max. value +2.12828e-10, min. value -4.63818e-11
x   6.0483, max. value +2.00057e-10, min. value -4.37511e-11
x   6.0985, max. value +1.88031e-10, min. value -4.12598e-11
x   6.1486, max. value +1.76707e-10, min. value -3.89019e-11
x   6.1988, max. value +1.66048e-10, min. value -3.66728e-11
x    6.249, max. value +1.56015e-10, min. value -3.45644e-11
x   6.2992, max. value +1.46573e-10, min. value -3.25709e-11
x   6.3494, max. value +1.37688e-10, min. value -3.06867e-11
x   6.3996, max. value +1.29330e-10, min. value -2.89079e-11
x   6.4498, max. value +1.21467e-10, min. value -2.72286e-11
x      6.5, max. value +1.14075e-10, min. value -2.56428e-11
saving data for 2 3D projections of wavefunction
writing to qw.nodes.orb.1with6.cube
End of Nodes Method
