0: output to qw.dmc.o
608: Timestep is 1.18727022058824
816: Timestep is 1.18727022058824
385: Timestep is 1.18727022058824
0: Timestep is 1.18727022058824
1369: Timestep is 1.18727022058824
1088: Timestep is 1.18727022058824
1716: Timestep is 1.18727022058824
1904: Timestep is 1.18727022058824
1: Timestep is 1.18727022058824
544: Timestep is 1.18727022058824
547: Timestep is 1.18727022058824
1630: Timestep is 1.18727022058824
1089: Timestep is 1.18727022058824
1827: Timestep is 1.18727022058824
491: Timestep is 1.18727022058824
557: Timestep is 1.18727022058824
818: Timestep is 1.18727022058824
1365: Timestep is 1.18727022058824
1175: Timestep is 1.18727022058824
1829: Timestep is 1.18727022058824
518: Timestep is 1.18727022058824
558: Timestep is 1.18727022058824
935: Timestep is 1.18727022058824
1367: Timestep is 1.18727022058824
1091: Timestep is 1.18727022058824
1833: Timestep is 1.18727022058824
274: Timestep is 1.18727022058824
559: Timestep is 1.18727022058824
819: Timestep is 1.18727022058824
1370: Timestep is 1.18727022058824
1095: Timestep is 1.18727022058824
1867: Timestep is 1.18727022058824
820: Timestep is 1.18727022058824
561: Timestep is 1.18727022058824
2: Timestep is 1.18727022058824
1872: Timestep is 1.18727022058824
1373: Timestep is 1.18727022058824
821: Timestep is 1.18727022058824
1632: Timestep is 1.18727022058824
3: Timestep is 1.18727022058824
823: Timestep is 1.18727022058824
2029: Timestep is 1.18727022058824
1913: Timestep is 1.18727022058824
1914: Timestep is 1.18727022058824
1917: Timestep is 1.18727022058824
1918: Timestep is 1.18727022058824
1374: Timestep is 1.18727022058824
562: Timestep is 1.18727022058824
824: Timestep is 1.18727022058824
276: Timestep is 1.18727022058824
5: Timestep is 1.18727022058824
1376: Timestep is 1.18727022058824
1096: Timestep is 1.18727022058824
1634: Timestep is 1.18727022058824
1919: Timestep is 1.18727022058824
563: Timestep is 1.18727022058824
279: Timestep is 1.18727022058824
13: Timestep is 1.18727022058824
1377: Timestep is 1.18727022058824
1097: Timestep is 1.18727022058824
1636: Timestep is 1.18727022058824
1921: Timestep is 1.18727022058824
567: Timestep is 1.18727022058824
826: Timestep is 1.18727022058824
282: Timestep is 1.18727022058824
1383: Timestep is 1.18727022058824
1098: Timestep is 1.18727022058824
1922: Timestep is 1.18727022058824
569: Timestep is 1.18727022058824
283: Timestep is 1.18727022058824
1388: Timestep is 1.18727022058824
1099: Timestep is 1.18727022058824
1637: Timestep is 1.18727022058824
1925: Timestep is 1.18727022058824
570: Timestep is 1.18727022058824
288: Timestep is 1.18727022058824
17: Timestep is 1.18727022058824
1390: Timestep is 1.18727022058824
1101: Timestep is 1.18727022058824
571: Timestep is 1.18727022058824
292: Timestep is 1.18727022058824
1392: Timestep is 1.18727022058824
1931: Timestep is 1.18727022058824
827: Timestep is 1.18727022058824
1103: Timestep is 1.18727022058824
294: Timestep is 1.18727022058824
1638: Timestep is 1.18727022058824
1104: Timestep is 1.18727022058824
1932: Timestep is 1.18727022058824
830: Timestep is 1.18727022058824
20: Timestep is 1.18727022058824
1639: Timestep is 1.18727022058824
1934: Timestep is 1.18727022058824
831: Timestep is 1.18727022058824
21: Timestep is 1.18727022058824
1642: Timestep is 1.18727022058824
841: Timestep is 1.18727022058824
1106: Timestep is 1.18727022058824
1108: Timestep is 1.18727022058824
1393: Timestep is 1.18727022058824
1643: Timestep is 1.18727022058824
573: Timestep is 1.18727022058824
22: Timestep is 1.18727022058824
1110: Timestep is 1.18727022058824
1646: Timestep is 1.18727022058824
1396: Timestep is 1.18727022058824
576: Timestep is 1.18727022058824
296: Timestep is 1.18727022058824
1113: Timestep is 1.18727022058824
30: Timestep is 1.18727022058824
1398: Timestep is 1.18727022058824
1647: Timestep is 1.18727022058824
580: Timestep is 1.18727022058824
297: Timestep is 1.18727022058824
1115: Timestep is 1.18727022058824
1936: Timestep is 1.18727022058824
32: Timestep is 1.18727022058824
1401: Timestep is 1.18727022058824
1648: Timestep is 1.18727022058824
582: Timestep is 1.18727022058824
845: Timestep is 1.18727022058824
298: Timestep is 1.18727022058824
43: Timestep is 1.18727022058824
1116: Timestep is 1.18727022058824
1938: Timestep is 1.18727022058824
584: Timestep is 1.18727022058824
846: Timestep is 1.18727022058824
299: Timestep is 1.18727022058824
53: Timestep is 1.18727022058824
1402: Timestep is 1.18727022058824
1652: Timestep is 1.18727022058824
1941: Timestep is 1.18727022058824
585: Timestep is 1.18727022058824
848: Timestep is 1.18727022058824
304: Timestep is 1.18727022058824
54: Timestep is 1.18727022058824
1408: Timestep is 1.18727022058824
1654: Timestep is 1.18727022058824
1944: Timestep is 1.18727022058824
586: Timestep is 1.18727022058824
849: Timestep is 1.18727022058824
308: Timestep is 1.18727022058824
1409: Timestep is 1.18727022058824
1657: Timestep is 1.18727022058824
1948: Timestep is 1.18727022058824
853: Timestep is 1.18727022058824
1951: Timestep is 1.18727022058824
856: Timestep is 1.18727022058824
309: Timestep is 1.18727022058824
1953: Timestep is 1.18727022058824
857: Timestep is 1.18727022058824
310: Timestep is 1.18727022058824
1118: Timestep is 1.18727022058824
311: Timestep is 1.18727022058824
1120: Timestep is 1.18727022058824
313: Timestep is 1.18727022058824
1659: Timestep is 1.18727022058824
1121: Timestep is 1.18727022058824
55: Timestep is 1.18727022058824
1410: Timestep is 1.18727022058824
314: Timestep is 1.18727022058824
1661: Timestep is 1.18727022058824
56: Timestep is 1.18727022058824
1122: Timestep is 1.18727022058824
1411: Timestep is 1.18727022058824
315: Timestep is 1.18727022058824
1666: Timestep is 1.18727022058824
589: Timestep is 1.18727022058824
1125: Timestep is 1.18727022058824
58: Timestep is 1.18727022058824
1412: Timestep is 1.18727022058824
1955: Timestep is 1.18727022058824
594: Timestep is 1.18727022058824
316: Timestep is 1.18727022058824
1673: Timestep is 1.18727022058824
62: Timestep is 1.18727022058824
1126: Timestep is 1.18727022058824
1415: Timestep is 1.18727022058824
1956: Timestep is 1.18727022058824
595: Timestep is 1.18727022058824
859: Timestep is 1.18727022058824
318: Timestep is 1.18727022058824
1674: Timestep is 1.18727022058824
1127: Timestep is 1.18727022058824
73: Timestep is 1.18727022058824
1416: Timestep is 1.18727022058824
1957: Timestep is 1.18727022058824
860: Timestep is 1.18727022058824
1675: Timestep is 1.18727022058824
597: Timestep is 1.18727022058824
75: Timestep is 1.18727022058824
1424: Timestep is 1.18727022058824
1959: Timestep is 1.18727022058824
599: Timestep is 1.18727022058824
861: Timestep is 1.18727022058824
77: Timestep is 1.18727022058824
1676: Timestep is 1.18727022058824
600: Timestep is 1.18727022058824
862: Timestep is 1.18727022058824
319: Timestep is 1.18727022058824
82: Timestep is 1.18727022058824
1427: Timestep is 1.18727022058824
1129: Timestep is 1.18727022058824
1960: Timestep is 1.18727022058824
604: Timestep is 1.18727022058824
864: Timestep is 1.18727022058824
320: Timestep is 1.18727022058824
89: Timestep is 1.18727022058824
1677: Timestep is 1.18727022058824
1961: Timestep is 1.18727022058824
610: Timestep is 1.18727022058824
865: Timestep is 1.18727022058824
321: Timestep is 1.18727022058824
91: Timestep is 1.18727022058824
1428: Timestep is 1.18727022058824
1130: Timestep is 1.18727022058824
1962: Timestep is 1.18727022058824
866: Timestep is 1.18727022058824
323: Timestep is 1.18727022058824
1437: Timestep is 1.18727022058824
1132: Timestep is 1.18727022058824
1680: Timestep is 1.18727022058824
1963: Timestep is 1.18727022058824
614: Timestep is 1.18727022058824
324: Timestep is 1.18727022058824
1439: Timestep is 1.18727022058824
1134: Timestep is 1.18727022058824
330: Timestep is 1.18727022058824
1135: Timestep is 1.18727022058824
1682: Timestep is 1.18727022058824
1964: Timestep is 1.18727022058824
870: Timestep is 1.18727022058824
333: Timestep is 1.18727022058824
94: Timestep is 1.18727022058824
1440: Timestep is 1.18727022058824
1136: Timestep is 1.18727022058824
616: Timestep is 1.18727022058824
876: Timestep is 1.18727022058824
105: Timestep is 1.18727022058824
1683: Timestep is 1.18727022058824
1966: Timestep is 1.18727022058824
877: Timestep is 1.18727022058824
107: Timestep is 1.18727022058824
1442: Timestep is 1.18727022058824
1137: Timestep is 1.18727022058824
619: Timestep is 1.18727022058824
878: Timestep is 1.18727022058824
108: Timestep is 1.18727022058824
1443: Timestep is 1.18727022058824
1684: Timestep is 1.18727022058824
629: Timestep is 1.18727022058824
879: Timestep is 1.18727022058824
1685: Timestep is 1.18727022058824
1969: Timestep is 1.18727022058824
630: Timestep is 1.18727022058824
884: Timestep is 1.18727022058824
1686: Timestep is 1.18727022058824
1970: Timestep is 1.18727022058824
633: Timestep is 1.18727022058824
1984: Timestep is 1.18727022058824
888: Timestep is 1.18727022058824
1986: Timestep is 1.18727022058824
334: Timestep is 1.18727022058824
113: Timestep is 1.18727022058824
1445: Timestep is 1.18727022058824
1138: Timestep is 1.18727022058824
1687: Timestep is 1.18727022058824
335: Timestep is 1.18727022058824
114: Timestep is 1.18727022058824
336: Timestep is 1.18727022058824
1446: Timestep is 1.18727022058824
1139: Timestep is 1.18727022058824
1688: Timestep is 1.18727022058824
1987: Timestep is 1.18727022058824
636: Timestep is 1.18727022058824
338: Timestep is 1.18727022058824
1447: Timestep is 1.18727022058824
1142: Timestep is 1.18727022058824
344: Timestep is 1.18727022058824
115: Timestep is 1.18727022058824
1143: Timestep is 1.18727022058824
345: Timestep is 1.18727022058824
1448: Timestep is 1.18727022058824
1144: Timestep is 1.18727022058824
1690: Timestep is 1.18727022058824
1989: Timestep is 1.18727022058824
638: Timestep is 1.18727022058824
892: Timestep is 1.18727022058824
346: Timestep is 1.18727022058824
116: Timestep is 1.18727022058824
1450: Timestep is 1.18727022058824
1147: Timestep is 1.18727022058824
639: Timestep is 1.18727022058824
894: Timestep is 1.18727022058824
117: Timestep is 1.18727022058824
1693: Timestep is 1.18727022058824
1990: Timestep is 1.18727022058824
640: Timestep is 1.18727022058824
896: Timestep is 1.18727022058824
119: Timestep is 1.18727022058824
1451: Timestep is 1.18727022058824
1695: Timestep is 1.18727022058824
1991: Timestep is 1.18727022058824
641: Timestep is 1.18727022058824
897: Timestep is 1.18727022058824
1696: Timestep is 1.18727022058824
1994: Timestep is 1.18727022058824
642: Timestep is 1.18727022058824
898: Timestep is 1.18727022058824
1698: Timestep is 1.18727022058824
1995: Timestep is 1.18727022058824
1998: Timestep is 1.18727022058824
899: Timestep is 1.18727022058824
644: Timestep is 1.18727022058824
902: Timestep is 1.18727022058824
348: Timestep is 1.18727022058824
125: Timestep is 1.18727022058824
1452: Timestep is 1.18727022058824
1150: Timestep is 1.18727022058824
1701: Timestep is 1.18727022058824
350: Timestep is 1.18727022058824
128: Timestep is 1.18727022058824
1454: Timestep is 1.18727022058824
355: Timestep is 1.18727022058824
131: Timestep is 1.18727022058824
1455: Timestep is 1.18727022058824
1151: Timestep is 1.18727022058824
1706: Timestep is 1.18727022058824
1999: Timestep is 1.18727022058824
646: Timestep is 1.18727022058824
361: Timestep is 1.18727022058824
1458: Timestep is 1.18727022058824
1152: Timestep is 1.18727022058824
365: Timestep is 1.18727022058824
1153: Timestep is 1.18727022058824
366: Timestep is 1.18727022058824
134: Timestep is 1.18727022058824
1462: Timestep is 1.18727022058824
1154: Timestep is 1.18727022058824
371: Timestep is 1.18727022058824
1155: Timestep is 1.18727022058824
1707: Timestep is 1.18727022058824
2000: Timestep is 1.18727022058824
647: Timestep is 1.18727022058824
906: Timestep is 1.18727022058824
135: Timestep is 1.18727022058824
1464: Timestep is 1.18727022058824
654: Timestep is 1.18727022058824
908: Timestep is 1.18727022058824
139: Timestep is 1.18727022058824
1156: Timestep is 1.18727022058824
1708: Timestep is 1.18727022058824
2002: Timestep is 1.18727022058824
657: Timestep is 1.18727022058824
913: Timestep is 1.18727022058824
148: Timestep is 1.18727022058824
