#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         BlockWeight         BlockCPU            AcceptRatio         
         0   -6.2772034384e+00    3.9463284785e+01   -1.0260873543e+01    3.9836701048e+00    8.4215038849e+00    7.0352112452e+00   -2.6461305945e+01    7.4371727141e-01    8.7097790000e+06    4.0299730602e+03    9.9996424511e-01
         1   -6.2774016160e+00    3.9473562063e+01   -1.0259991454e+01    3.9825898382e+00    8.4340320135e+00    7.0352112452e+00   -2.6474018790e+01    7.4478407738e-01    8.7021870000e+06    3.9881194413e+03    9.9996319287e-01
         2   -6.2782435792e+00    3.9486141236e+01   -1.0282741659e+01    4.0044980798e+00    8.4318954629e+00    7.0352112452e+00   -2.6472279862e+01    7.2243149535e-01    8.7150520000e+06    4.0526268823e+03    9.9996189398e-01
         3   -6.2786153399e+00    3.9480240110e+01   -1.0274257068e+01    3.9956417283e+00    8.4268726075e+00    7.0352112452e+00   -2.6467311964e+01    7.3097104268e-01    8.6992460000e+06    3.9650910037e+03    9.9996299458e-01
         4   -6.2792577380e+00    3.9497018781e+01   -1.0280644527e+01    4.0013867893e+00    8.4333618727e+00    7.0352112452e+00   -2.6504942023e+01    7.5572437751e-01    8.7120020000e+06    4.0550081264e+03    9.9996323771e-01
         5   -6.2772471704e+00    3.9468730861e+01   -1.0285117048e+01    4.0078698776e+00    8.4360887477e+00    7.0352112452e+00   -2.6486078143e+01    7.2966110238e-01    8.7064390000e+06    4.0621734999e+03    9.9996126138e-01
         6   -6.2773210815e+00    3.9471154800e+01   -1.0283025959e+01    4.0057048770e+00    8.4082256259e+00    7.0352112452e+00   -2.6454140346e+01    7.2767751608e-01    8.6567360000e+06    3.9675846197e+03    9.9996273537e-01
         7   -6.2771864798e+00    3.9469968287e+01   -1.0261662314e+01    3.9844758343e+00    8.4161766392e+00    7.0352112452e+00   -2.6442063224e+01    7.2901302517e-01    8.6486430000e+06    3.9092837362e+03    9.9996391862e-01
         8   -6.2766500903e+00    3.9458911720e+01   -1.0264058678e+01    3.9874085873e+00    8.4168871290e+00    7.0352112452e+00   -2.6447407182e+01    7.3125012987e-01    8.7063780000e+06    4.0267062040e+03    9.9996327616e-01
         9   -6.2776442198e+00    3.9477277506e+01   -1.0271446573e+01    3.9938023529e+00    8.4272775052e+00    7.0352112452e+00   -2.6476810889e+01    7.4287556534e-01    8.7162740000e+06    4.1312954261e+03    9.9996331754e-01
        10   -6.2761823356e+00    3.9462661085e+01   -1.0286730171e+01    4.0105478349e+00    8.4344249658e+00    7.0352112452e+00   -2.6499368164e+01    7.4300178283e-01    8.6987850000e+06    3.9033727361e+03    9.9996330356e-01
        11   -6.2778449199e+00    3.9477647798e+01   -1.0284789623e+01    4.0069447035e+00    8.4290592374e+00    7.0352112452e+00   -2.6490207750e+01    7.4114764423e-01    8.7042630000e+06    3.9123827873e+03    9.9996362882e-01
        12   -6.2757713363e+00    3.9447835660e+01   -1.0306457643e+01    4.0306863064e+00    8.4318314822e+00    7.0352112452e+00   -2.6521180267e+01    7.4767989704e-01    8.7028600000e+06    3.9454752510e+03    9.9996246415e-01
        13   -6.2770523012e+00    3.9464284732e+01   -1.0284669436e+01    4.0076171350e+00    8.4227159619e+00    7.0352112452e+00   -2.6501815324e+01    7.5921868093e-01    8.7071520000e+06    3.9997191825e+03    9.9996385125e-01
        14   -6.2773153988e+00    3.9470013350e+01   -1.0287721163e+01    4.0104057639e+00    8.4229338012e+00    7.0352112452e+00   -2.6491482877e+01    7.4561666798e-01    8.7340870000e+06    4.2029662476e+03    9.9996215053e-01
