0: output to qw.tmove.dmc.o
0: Timestep is 1.15723345588235
1649: Timestep is 1.15723345588235
572: Timestep is 1.15723345588235
1218: Timestep is 1.15723345588235
819: Timestep is 1.15723345588235
1904: Timestep is 1.15723345588235
1360: Timestep is 1.15723345588235
371: Timestep is 1.15723345588235
1219: Timestep is 1.15723345588235
573: Timestep is 1.15723345588235
844: Timestep is 1.15723345588235
375: Timestep is 1.15723345588235
845: Timestep is 1.15723345588235
1223: Timestep is 1.15723345588235
574: Timestep is 1.15723345588235
384: Timestep is 1.15723345588235
1231: Timestep is 1.15723345588235
575: Timestep is 1.15723345588235
846: Timestep is 1.15723345588235
386: Timestep is 1.15723345588235
588: Timestep is 1.15723345588235
74: Timestep is 1.15723345588235
1236: Timestep is 1.15723345588235
847: Timestep is 1.15723345588235
389: Timestep is 1.15723345588235
1238: Timestep is 1.15723345588235
933: Timestep is 1.15723345588235
76: Timestep is 1.15723345588235
589: Timestep is 1.15723345588235
391: Timestep is 1.15723345588235
1246: Timestep is 1.15723345588235
968: Timestep is 1.15723345588235
78: Timestep is 1.15723345588235
400: Timestep is 1.15723345588235
612: Timestep is 1.15723345588235
1008: Timestep is 1.15723345588235
1247: Timestep is 1.15723345588235
401: Timestep is 1.15723345588235
615: Timestep is 1.15723345588235
79: Timestep is 1.15723345588235
1251: Timestep is 1.15723345588235
1009: Timestep is 1.15723345588235
624: Timestep is 1.15723345588235
432: Timestep is 1.15723345588235
94: Timestep is 1.15723345588235
1011: Timestep is 1.15723345588235
1253: Timestep is 1.15723345588235
1020: Timestep is 1.15723345588235
433: Timestep is 1.15723345588235
1255: Timestep is 1.15723345588235
625: Timestep is 1.15723345588235
1: Timestep is 1.15723345588235
1653: Timestep is 1.15723345588235
626: Timestep is 1.15723345588235
1654: Timestep is 1.15723345588235
1666: Timestep is 1.15723345588235
1669: Timestep is 1.15723345588235
1717: Timestep is 1.15723345588235
1722: Timestep is 1.15723345588235
1733: Timestep is 1.15723345588235
1734: Timestep is 1.15723345588235
1746: Timestep is 1.15723345588235
1758: Timestep is 1.15723345588235
1759: Timestep is 1.15723345588235
1760: Timestep is 1.15723345588235
434: Timestep is 1.15723345588235
2: Timestep is 1.15723345588235
1022: Timestep is 1.15723345588235
1262: Timestep is 1.15723345588235
435: Timestep is 1.15723345588235
627: Timestep is 1.15723345588235
3: Timestep is 1.15723345588235
1023: Timestep is 1.15723345588235
1263: Timestep is 1.15723345588235
1905: Timestep is 1.15723345588235
1362: Timestep is 1.15723345588235
1030: Timestep is 1.15723345588235
437: Timestep is 1.15723345588235
1280: Timestep is 1.15723345588235
673: Timestep is 1.15723345588235
4: Timestep is 1.15723345588235
1921: Timestep is 1.15723345588235
1467: Timestep is 1.15723345588235
1632: Timestep is 1.15723345588235
1031: Timestep is 1.15723345588235
438: Timestep is 1.15723345588235
1282: Timestep is 1.15723345588235
674: Timestep is 1.15723345588235
5: Timestep is 1.15723345588235
1922: Timestep is 1.15723345588235
1469: Timestep is 1.15723345588235
1633: Timestep is 1.15723345588235
1040: Timestep is 1.15723345588235
476: Timestep is 1.15723345588235
1283: Timestep is 1.15723345588235
675: Timestep is 1.15723345588235
6: Timestep is 1.15723345588235
1923: Timestep is 1.15723345588235
1484: Timestep is 1.15723345588235
1634: Timestep is 1.15723345588235
1042: Timestep is 1.15723345588235
477: Timestep is 1.15723345588235
1292: Timestep is 1.15723345588235
684: Timestep is 1.15723345588235
8: Timestep is 1.15723345588235
1992: Timestep is 1.15723345588235
1485: Timestep is 1.15723345588235
1635: Timestep is 1.15723345588235
1043: Timestep is 1.15723345588235
479: Timestep is 1.15723345588235
685: Timestep is 1.15723345588235
9: Timestep is 1.15723345588235
1993: Timestep is 1.15723345588235
1486: Timestep is 1.15723345588235
1636: Timestep is 1.15723345588235
1293: Timestep is 1.15723345588235
727: Timestep is 1.15723345588235
1994: Timestep is 1.15723345588235
1487: Timestep is 1.15723345588235
1995: Timestep is 1.15723345588235
1545: Timestep is 1.15723345588235
484: Timestep is 1.15723345588235
11: Timestep is 1.15723345588235
2001: Timestep is 1.15723345588235
1546: Timestep is 1.15723345588235
1637: Timestep is 1.15723345588235
2005: Timestep is 1.15723345588235
1553: Timestep is 1.15723345588235
1638: Timestep is 1.15723345588235
2006: Timestep is 1.15723345588235
1575: Timestep is 1.15723345588235
1294: Timestep is 1.15723345588235
2007: Timestep is 1.15723345588235
1577: Timestep is 1.15723345588235
485: Timestep is 1.15723345588235
737: Timestep is 1.15723345588235
2110: Timestep is 1.15723345588235
1579: Timestep is 1.15723345588235
14: Timestep is 1.15723345588235
2117: Timestep is 1.15723345588235
1604: Timestep is 1.15723345588235
2162: Timestep is 1.15723345588235
1605: Timestep is 1.15723345588235
1295: Timestep is 1.15723345588235
2173: Timestep is 1.15723345588235
1607: Timestep is 1.15723345588235
486: Timestep is 1.15723345588235
544: Timestep is 1.15723345588235
2174: Timestep is 1.15723345588235
1611: Timestep is 1.15723345588235
1065: Timestep is 1.15723345588235
15: Timestep is 1.15723345588235
1906: Timestep is 1.15723345588235
1612: Timestep is 1.15723345588235
1067: Timestep is 1.15723345588235
487: Timestep is 1.15723345588235
1308: Timestep is 1.15723345588235
545: Timestep is 1.15723345588235
16: Timestep is 1.15723345588235
1907: Timestep is 1.15723345588235
1614: Timestep is 1.15723345588235
1639: Timestep is 1.15723345588235
816: Timestep is 1.15723345588235
490: Timestep is 1.15723345588235
1309: Timestep is 1.15723345588235
546: Timestep is 1.15723345588235
17: Timestep is 1.15723345588235
1908: Timestep is 1.15723345588235
1618: Timestep is 1.15723345588235
1641: Timestep is 1.15723345588235
817: Timestep is 1.15723345588235
491: Timestep is 1.15723345588235
1332: Timestep is 1.15723345588235
547: Timestep is 1.15723345588235
19: Timestep is 1.15723345588235
1909: Timestep is 1.15723345588235
1625: Timestep is 1.15723345588235
1642: Timestep is 1.15723345588235
818: Timestep is 1.15723345588235
509: Timestep is 1.15723345588235
1348: Timestep is 1.15723345588235
548: Timestep is 1.15723345588235
23: Timestep is 1.15723345588235
1910: Timestep is 1.15723345588235
1627: Timestep is 1.15723345588235
1643: Timestep is 1.15723345588235
820: Timestep is 1.15723345588235
1349: Timestep is 1.15723345588235
549: Timestep is 1.15723345588235
1911: Timestep is 1.15723345588235
1630: Timestep is 1.15723345588235
1644: Timestep is 1.15723345588235
553: Timestep is 1.15723345588235
1912: Timestep is 1.15723345588235
1631: Timestep is 1.15723345588235
511: Timestep is 1.15723345588235
28: Timestep is 1.15723345588235
1361: Timestep is 1.15723345588235
1646: Timestep is 1.15723345588235
1088: Timestep is 1.15723345588235
1647: Timestep is 1.15723345588235
821: Timestep is 1.15723345588235
512: Timestep is 1.15723345588235
1913: Timestep is 1.15723345588235
1363: Timestep is 1.15723345588235
554: Timestep is 1.15723345588235
1089: Timestep is 1.15723345588235
30: Timestep is 1.15723345588235
1914: Timestep is 1.15723345588235
822: Timestep is 1.15723345588235
513: Timestep is 1.15723345588235
1364: Timestep is 1.15723345588235
555: Timestep is 1.15723345588235
1090: Timestep is 1.15723345588235
1915: Timestep is 1.15723345588235
1365: Timestep is 1.15723345588235
514: Timestep is 1.15723345588235
823: Timestep is 1.15723345588235
32: Timestep is 1.15723345588235
556: Timestep is 1.15723345588235
1916: Timestep is 1.15723345588235
1366: Timestep is 1.15723345588235
520: Timestep is 1.15723345588235
1091: Timestep is 1.15723345588235
824: Timestep is 1.15723345588235
1917: Timestep is 1.15723345588235
1367: Timestep is 1.15723345588235
521: Timestep is 1.15723345588235
1092: Timestep is 1.15723345588235
557: Timestep is 1.15723345588235
33: Timestep is 1.15723345588235
1918: Timestep is 1.15723345588235
1368: Timestep is 1.15723345588235
522: Timestep is 1.15723345588235
825: Timestep is 1.15723345588235
558: Timestep is 1.15723345588235
1919: Timestep is 1.15723345588235
1369: Timestep is 1.15723345588235
1093: Timestep is 1.15723345588235
523: Timestep is 1.15723345588235
826: Timestep is 1.15723345588235
1920: Timestep is 1.15723345588235
35: Timestep is 1.15723345588235
1370: Timestep is 1.15723345588235
1094: Timestep is 1.15723345588235
560: Timestep is 1.15723345588235
1924: Timestep is 1.15723345588235
827: Timestep is 1.15723345588235
532: Timestep is 1.15723345588235
1371: Timestep is 1.15723345588235
1925: Timestep is 1.15723345588235
1095: Timestep is 1.15723345588235
37: Timestep is 1.15723345588235
1926: Timestep is 1.15723345588235
828: Timestep is 1.15723345588235
533: Timestep is 1.15723345588235
1096: Timestep is 1.15723345588235
561: Timestep is 1.15723345588235
1372: Timestep is 1.15723345588235
534: Timestep is 1.15723345588235
1927: Timestep is 1.15723345588235
1648: Timestep is 1.15723345588235
535: Timestep is 1.15723345588235
1373: Timestep is 1.15723345588235
272: Timestep is 1.15723345588235
1374: Timestep is 1.15723345588235
1650: Timestep is 1.15723345588235
273: Timestep is 1.15723345588235
1375: Timestep is 1.15723345588235
274: Timestep is 1.15723345588235
1376: Timestep is 1.15723345588235
1651: Timestep is 1.15723345588235
1377: Timestep is 1.15723345588235
562: Timestep is 1.15723345588235
1378: Timestep is 1.15723345588235
1097: Timestep is 1.15723345588235
1652: Timestep is 1.15723345588235
829: Timestep is 1.15723345588235
1928: Timestep is 1.15723345588235
1098: Timestep is 1.15723345588235
563: Timestep is 1.15723345588235
830: Timestep is 1.15723345588235
275: Timestep is 1.15723345588235
40: Timestep is 1.15723345588235
1929: Timestep is 1.15723345588235
1656: Timestep is 1.15723345588235
831: Timestep is 1.15723345588235
276: Timestep is 1.15723345588235
1099: Timestep is 1.15723345588235
565: Timestep is 1.15723345588235
41: Timestep is 1.15723345588235
832: Timestep is 1.15723345588235
277: Timestep is 1.15723345588235
1100: Timestep is 1.15723345588235
566: Timestep is 1.15723345588235
44: Timestep is 1.15723345588235
1930: Timestep is 1.15723345588235
1657: Timestep is 1.15723345588235
833: Timestep is 1.15723345588235
1101: Timestep is 1.15723345588235
567: Timestep is 1.15723345588235
45: Timestep is 1.15723345588235
1931: Timestep is 1.15723345588235
1658: Timestep is 1.15723345588235
834: Timestep is 1.15723345588235
278: Timestep is 1.15723345588235
1102: Timestep is 1.15723345588235
568: Timestep is 1.15723345588235
47: Timestep is 1.15723345588235
1932: Timestep is 1.15723345588235
835: Timestep is 1.15723345588235
1103: Timestep is 1.15723345588235
569: Timestep is 1.15723345588235
1933: Timestep is 1.15723345588235
279: Timestep is 1.15723345588235
48: Timestep is 1.15723345588235
1934: Timestep is 1.15723345588235
1379: Timestep is 1.15723345588235
836: Timestep is 1.15723345588235
1104: Timestep is 1.15723345588235
49: Timestep is 1.15723345588235
280: Timestep is 1.15723345588235
570: Timestep is 1.15723345588235
1935: Timestep is 1.15723345588235
1659: Timestep is 1.15723345588235
1105: Timestep is 1.15723345588235
1380: Timestep is 1.15723345588235
837: Timestep is 1.15723345588235
281: Timestep is 1.15723345588235
1106: Timestep is 1.15723345588235
571: Timestep is 1.15723345588235
50: Timestep is 1.15723345588235
1936: Timestep is 1.15723345588235
1381: Timestep is 1.15723345588235
1660: Timestep is 1.15723345588235
838: Timestep is 1.15723345588235
282: Timestep is 1.15723345588235
576: Timestep is 1.15723345588235
51: Timestep is 1.15723345588235
1937: Timestep is 1.15723345588235
1662: Timestep is 1.15723345588235
839: Timestep is 1.15723345588235
1107: Timestep is 1.15723345588235
1382: Timestep is 1.15723345588235
577: Timestep is 1.15723345588235
1938: Timestep is 1.15723345588235
1108: Timestep is 1.15723345588235
52: Timestep is 1.15723345588235
1383: Timestep is 1.15723345588235
1663: Timestep is 1.15723345588235
840: Timestep is 1.15723345588235
283: Timestep is 1.15723345588235
1110: Timestep is 1.15723345588235
578: Timestep is 1.15723345588235
53: Timestep is 1.15723345588235
1939: Timestep is 1.15723345588235
1384: Timestep is 1.15723345588235
1664: Timestep is 1.15723345588235
841: Timestep is 1.15723345588235
284: Timestep is 1.15723345588235
1111: Timestep is 1.15723345588235
579: Timestep is 1.15723345588235
54: Timestep is 1.15723345588235
842: Timestep is 1.15723345588235
285: Timestep is 1.15723345588235
1112: Timestep is 1.15723345588235
581: Timestep is 1.15723345588235
55: Timestep is 1.15723345588235
1940: Timestep is 1.15723345588235
1385: Timestep is 1.15723345588235
