0: output to qw.dmc.o
0: Timestep is 1.18600183823529
1909: Timestep is 1.18600183823529
816: Timestep is 1.18600183823529
1480: Timestep is 1.18600183823529
272: Timestep is 1.18600183823529
634: Timestep is 1.18600183823529
1632: Timestep is 1.18600183823529
1173: Timestep is 1.18600183823529
59: Timestep is 1.18600183823529
1223: Timestep is 1.18600183823529
879: Timestep is 1.18600183823529
1090: Timestep is 1.18600183823529
637: Timestep is 1.18600183823529
819: Timestep is 1.18600183823529
72: Timestep is 1.18600183823529
732: Timestep is 1.18600183823529
271: Timestep is 1.18600183823529
1091: Timestep is 1.18600183823529
820: Timestep is 1.18600183823529
787: Timestep is 1.18600183823529
1: Timestep is 1.18600183823529
821: Timestep is 1.18600183823529
789: Timestep is 1.18600183823529
822: Timestep is 1.18600183823529
1362: Timestep is 1.18600183823529
317: Timestep is 1.18600183823529
1970: Timestep is 1.18600183823529
1877: Timestep is 1.18600183823529
1363: Timestep is 1.18600183823529
386: Timestep is 1.18600183823529
2139: Timestep is 1.18600183823529
1634: Timestep is 1.18600183823529
1368: Timestep is 1.18600183823529
389: Timestep is 1.18600183823529
2144: Timestep is 1.18600183823529
1637: Timestep is 1.18600183823529
1374: Timestep is 1.18600183823529
274: Timestep is 1.18600183823529
2170: Timestep is 1.18600183823529
1642: Timestep is 1.18600183823529
276: Timestep is 1.18600183823529
1643: Timestep is 1.18600183823529
1644: Timestep is 1.18600183823529
1093: Timestep is 1.18600183823529
1645: Timestep is 1.18600183823529
1646: Timestep is 1.18600183823529
1647: Timestep is 1.18600183823529
2: Timestep is 1.18600183823529
1098: Timestep is 1.18600183823529
1376: Timestep is 1.18600183823529
550: Timestep is 1.18600183823529
1099: Timestep is 1.18600183823529
9: Timestep is 1.18600183823529
823: Timestep is 1.18600183823529
1377: Timestep is 1.18600183823529
277: Timestep is 1.18600183823529
552: Timestep is 1.18600183823529
1916: Timestep is 1.18600183823529
10: Timestep is 1.18600183823529
1104: Timestep is 1.18600183823529
824: Timestep is 1.18600183823529
1379: Timestep is 1.18600183823529
280: Timestep is 1.18600183823529
556: Timestep is 1.18600183823529
1919: Timestep is 1.18600183823529
1105: Timestep is 1.18600183823529
1384: Timestep is 1.18600183823529
11: Timestep is 1.18600183823529
835: Timestep is 1.18600183823529
282: Timestep is 1.18600183823529
558: Timestep is 1.18600183823529
1921: Timestep is 1.18600183823529
1107: Timestep is 1.18600183823529
838: Timestep is 1.18600183823529
1393: Timestep is 1.18600183823529
30: Timestep is 1.18600183823529
1649: Timestep is 1.18600183823529
290: Timestep is 1.18600183823529
560: Timestep is 1.18600183823529
1922: Timestep is 1.18600183823529
1108: Timestep is 1.18600183823529
31: Timestep is 1.18600183823529
843: Timestep is 1.18600183823529
1395: Timestep is 1.18600183823529
293: Timestep is 1.18600183823529
1651: Timestep is 1.18600183823529
