0: output to qwalk.linear.o
Could not open qwalk.linear.config. Generating configurations from scratch
622: Timestep is 1.265507813
52: Timestep is 1.265507813
79: Timestep is 1.265507813
908: Timestep is 1.265507813
404: Timestep is 1.265507813
757: Timestep is 1.265507813
838: Timestep is 1.265507813
205: Timestep is 1.265507813
323: Timestep is 1.265507813
794: Timestep is 1.265507813
277: Timestep is 1.265507813
534: Timestep is 1.265507813
975: Timestep is 1.265507813
660: Timestep is 1.265507813
139: Timestep is 1.265507813
497: Timestep is 1.265507813
620: Timestep is 1.265507813
1: Timestep is 1.265507813
71: Timestep is 1.265507813
898: Timestep is 1.265507813
400: Timestep is 1.265507813
734: Timestep is 1.265507813
846: Timestep is 1.265507813
201: Timestep is 1.265507813
322: Timestep is 1.265507813
812: Timestep is 1.265507813
275: Timestep is 1.265507813
518: Timestep is 1.265507813
970: Timestep is 1.265507813
681: Timestep is 1.265507813
142: Timestep is 1.265507813
495: Timestep is 1.265507813
607: Timestep is 1.265507813
37: Timestep is 1.265507813
78: Timestep is 1.265507813
909: Timestep is 1.265507813
392: Timestep is 1.265507813
752: Timestep is 1.265507813
868: Timestep is 1.265507813
222: Timestep is 1.265507813
351: Timestep is 1.265507813
815: Timestep is 1.265507813
289: Timestep is 1.265507813
528: Timestep is 1.265507813
962: Timestep is 1.265507813
699: Timestep is 1.265507813
135: Timestep is 1.265507813
472: Timestep is 1.265507813
621: Timestep is 1.265507813
50: Timestep is 1.265507813
67: Timestep is 1.265507813
916: Timestep is 1.265507813
391: Timestep is 1.265507813
709: Timestep is 1.265507813
893: Timestep is 1.265507813
200: Timestep is 1.265507813
357: Timestep is 1.265507813
814: Timestep is 1.265507813
259: Timestep is 1.265507813
520: Timestep is 1.265507813
976: Timestep is 1.265507813
689: Timestep is 1.265507813
138: Timestep is 1.265507813
496: Timestep is 1.265507813
604: Timestep is 1.265507813
7: Timestep is 1.265507813
77: Timestep is 1.265507813
900: Timestep is 1.265507813
390: Timestep is 1.265507813
728: Timestep is 1.265507813
886: Timestep is 1.265507813
210: Timestep is 1.265507813
366: Timestep is 1.265507813
804: Timestep is 1.265507813
304: Timestep is 1.265507813
532: Timestep is 1.265507813
974: Timestep is 1.265507813
659: Timestep is 1.265507813
137: Timestep is 1.265507813
486: Timestep is 1.265507813
627: Timestep is 1.265507813
19: Timestep is 1.265507813
84: Timestep is 1.265507813
912: Timestep is 1.265507813
386: Timestep is 1.265507813
717: Timestep is 1.265507813
857: Timestep is 1.265507813
208: Timestep is 1.265507813
379: Timestep is 1.265507813
787: Timestep is 1.265507813
293: Timestep is 1.265507813
523: Timestep is 1.265507813
989: Timestep is 1.265507813
668: Timestep is 1.265507813
133: Timestep is 1.265507813
492: Timestep is 1.265507813
629: Timestep is 1.265507813
51: Timestep is 1.265507813
92: Timestep is 1.265507813
923: Timestep is 1.265507813
406: Timestep is 1.265507813
712: Timestep is 1.265507813
856: Timestep is 1.265507813
214: Timestep is 1.265507813
373: Timestep is 1.265507813
781: Timestep is 1.265507813
287: Timestep is 1.265507813
514: Timestep is 1.265507813
991: Timestep is 1.265507813
700: Timestep is 1.265507813
160: Timestep is 1.265507813
493: Timestep is 1.265507813
625: Timestep is 1.265507813
5: Timestep is 1.265507813
70: Timestep is 1.265507813
924: Timestep is 1.265507813
410: Timestep is 1.265507813
758: Timestep is 1.265507813
866: Timestep is 1.265507813
224: Timestep is 1.265507813
332: Timestep is 1.265507813
826: Timestep is 1.265507813
316: Timestep is 1.265507813
516: Timestep is 1.265507813
985: Timestep is 1.265507813
648: Timestep is 1.265507813
188: Timestep is 1.265507813
451: Timestep is 1.265507813
591: Timestep is 1.265507813
22: Timestep is 1.265507813
83: Timestep is 1.265507813
927: Timestep is 1.265507813
414: Timestep is 1.265507813
763: Timestep is 1.265507813
874: Timestep is 1.265507813
193: Timestep is 1.265507813
324: Timestep is 1.265507813
808: Timestep is 1.265507813
268: Timestep is 1.265507813
522: Timestep is 1.265507813
969: Timestep is 1.265507813
655: Timestep is 1.265507813
144: Timestep is 1.265507813
465: Timestep is 1.265507813
633: Timestep is 1.265507813
36: Timestep is 1.265507813
75: Timestep is 1.265507813
904: Timestep is 1.265507813
401: Timestep is 1.265507813
725: Timestep is 1.265507813
885: Timestep is 1.265507813
197: Timestep is 1.265507813
375: Timestep is 1.265507813
799: Timestep is 1.265507813
298: Timestep is 1.265507813
513: Timestep is 1.265507813
966: Timestep is 1.265507813
665: Timestep is 1.265507813
141: Timestep is 1.265507813
450: Timestep is 1.265507813
598: Timestep is 1.265507813
15: Timestep is 1.265507813
66: Timestep is 1.265507813
917: Timestep is 1.265507813
407: Timestep is 1.265507813
761: Timestep is 1.265507813
870: Timestep is 1.265507813
207: Timestep is 1.265507813
335: Timestep is 1.265507813
777: Timestep is 1.265507813
282: Timestep is 1.265507813
544: Timestep is 1.265507813
963: Timestep is 1.265507813
682: Timestep is 1.265507813
146: Timestep is 1.265507813
484: Timestep is 1.265507813
582: Timestep is 1.265507813
59: Timestep is 1.265507813
88: Timestep is 1.265507813
926: Timestep is 1.265507813
387: Timestep is 1.265507813
713: Timestep is 1.265507813
876: Timestep is 1.265507813
198: Timestep is 1.265507813
355: Timestep is 1.265507813
790: Timestep is 1.265507813
305: Timestep is 1.265507813
561: Timestep is 1.265507813
992: Timestep is 1.265507813
670: Timestep is 1.265507813
161: Timestep is 1.265507813
481: Timestep is 1.265507813
628: Timestep is 1.265507813
63: Timestep is 1.265507813
96: Timestep is 1.265507813
911: Timestep is 1.265507813
412: Timestep is 1.265507813
724: Timestep is 1.265507813
845: Timestep is 1.265507813
239: Timestep is 1.265507813
354: Timestep is 1.265507813
793: Timestep is 1.265507813
279: Timestep is 1.265507813
567: Timestep is 1.265507813
1018: Timestep is 1.265507813
645: Timestep is 1.265507813
150: Timestep is 1.265507813
500: Timestep is 1.265507813
578: Timestep is 1.265507813
49: Timestep is 1.265507813
125: Timestep is 1.265507813
903: Timestep is 1.265507813
408: Timestep is 1.265507813
760: Timestep is 1.265507813
882: Timestep is 1.265507813
231: Timestep is 1.265507813
338: Timestep is 1.265507813
770: Timestep is 1.265507813
281: Timestep is 1.265507813
553: Timestep is 1.265507813
1002: Timestep is 1.265507813
697: Timestep is 1.265507813
175: Timestep is 1.265507813
467: Timestep is 1.265507813
630: Timestep is 1.265507813
61: Timestep is 1.265507813
104: Timestep is 1.265507813
901: Timestep is 1.265507813
409: Timestep is 1.265507813
720: Timestep is 1.265507813
860: Timestep is 1.265507813
213: Timestep is 1.265507813
359: Timestep is 1.265507813
784: Timestep is 1.265507813
276: Timestep is 1.265507813
547: Timestep is 1.265507813
1013: Timestep is 1.265507813
647: Timestep is 1.265507813
134: Timestep is 1.265507813
511: Timestep is 1.265507813
609: Timestep is 1.265507813
33: Timestep is 1.265507813
76: Timestep is 1.265507813
897: Timestep is 1.265507813
398: Timestep is 1.265507813
715: Timestep is 1.265507813
858: Timestep is 1.265507813
194: Timestep is 1.265507813
328: Timestep is 1.265507813
810: Timestep is 1.265507813
285: Timestep is 1.265507813
574: Timestep is 1.265507813
993: Timestep is 1.265507813
693: Timestep is 1.265507813
186: Timestep is 1.265507813
475: Timestep is 1.265507813
632: Timestep is 1.265507813
27: Timestep is 1.265507813
114: Timestep is 1.265507813
922: Timestep is 1.265507813
405: Timestep is 1.265507813
721: Timestep is 1.265507813
879: Timestep is 1.265507813
216: Timestep is 1.265507813
353: Timestep is 1.265507813
774: Timestep is 1.265507813
274: Timestep is 1.265507813
556: Timestep is 1.265507813
980: Timestep is 1.265507813
691: Timestep is 1.265507813
136: Timestep is 1.265507813
456: Timestep is 1.265507813
580: Timestep is 1.265507813
26: Timestep is 1.265507813
87: Timestep is 1.265507813
920: Timestep is 1.265507813
394: Timestep is 1.265507813
759: Timestep is 1.265507813
881: Timestep is 1.265507813
248: Timestep is 1.265507813
381: Timestep is 1.265507813
818: Timestep is 1.265507813
319: Timestep is 1.265507813
568: Timestep is 1.265507813
994: Timestep is 1.265507813
662: Timestep is 1.265507813
164: Timestep is 1.265507813
470: Timestep is 1.265507813
602: Timestep is 1.265507813
58: Timestep is 1.265507813
85: Timestep is 1.265507813
907: Timestep is 1.265507813
393: Timestep is 1.265507813
735: Timestep is 1.265507813
840: Timestep is 1.265507813
218: Timestep is 1.265507813
329: Timestep is 1.265507813
828: Timestep is 1.265507813
283: Timestep is 1.265507813
557: Timestep is 1.265507813
1023: Timestep is 1.265507813
669: Timestep is 1.265507813
168: Timestep is 1.265507813
501: Timestep is 1.265507813
638: Timestep is 1.265507813
56: Timestep is 1.265507813
80: Timestep is 1.265507813
902: Timestep is 1.265507813
411: Timestep is 1.265507813
742: Timestep is 1.265507813
855: Timestep is 1.265507813
251: Timestep is 1.265507813
367: Timestep is 1.265507813
809: Timestep is 1.265507813
312: Timestep is 1.265507813
573: Timestep is 1.265507813
977: Timestep is 1.265507813
674: Timestep is 1.265507813
180: Timestep is 1.265507813
458: Timestep is 1.265507813
603: Timestep is 1.265507813
31: Timestep is 1.265507813
91: Timestep is 1.265507813
906: Timestep is 1.265507813
416: Timestep is 1.265507813
754: Timestep is 1.265507813
875: Timestep is 1.265507813
227: Timestep is 1.265507813
347: Timestep is 1.265507813
805: Timestep is 1.265507813
270: Timestep is 1.265507813
555: Timestep is 1.265507813
995: Timestep is 1.265507813
688: Timestep is 1.265507813
183: Timestep is 1.265507813
462: Timestep is 1.265507813
606: Timestep is 1.265507813
44: Timestep is 1.265507813
98: Timestep is 1.265507813
913: Timestep is 1.265507813
442: Timestep is 1.265507813
722: Timestep is 1.265507813
895: Timestep is 1.265507813
235: Timestep is 1.265507813
377: Timestep is 1.265507813
778: Timestep is 1.265507813
292: Timestep is 1.265507813
565: Timestep is 1.265507813
979: Timestep is 1.265507813
667: Timestep is 1.265507813
176: Timestep is 1.265507813
483: Timestep is 1.265507813
581: Timestep is 1.265507813
29: Timestep is 1.265507813
121: Timestep is 1.265507813
919: Timestep is 1.265507813
385: Timestep is 1.265507813
749: Timestep is 1.265507813
871: Timestep is 1.265507813
240: Timestep is 1.265507813
330: Timestep is 1.265507813
817: Timestep is 1.265507813
272: Timestep is 1.265507813
563: Timestep is 1.265507813
1015: Timestep is 1.265507813
680: Timestep is 1.265507813
163: Timestep is 1.265507813
485: Timestep is 1.265507813
610: Timestep is 1.265507813
40: Timestep is 1.265507813
118: Timestep is 1.265507813
928: Timestep is 1.265507813
397: Timestep is 1.265507813
750: Timestep is 1.265507813
887: Timestep is 1.265507813
250: Timestep is 1.265507813
356: Timestep is 1.265507813
783: Timestep is 1.265507813
273: Timestep is 1.265507813
570: Timestep is 1.265507813
996: Timestep is 1.265507813
664: Timestep is 1.265507813
178: Timestep is 1.265507813
454: Timestep is 1.265507813
600: Timestep is 1.265507813
35: Timestep is 1.265507813
101: Timestep is 1.265507813
939: Timestep is 1.265507813
388: Timestep is 1.265507813
729: Timestep is 1.265507813
883: Timestep is 1.265507813
229: Timestep is 1.265507813
348: Timestep is 1.265507813
802: Timestep is 1.265507813
260: Timestep is 1.265507813
560: Timestep is 1.265507813
987: Timestep is 1.265507813
656: Timestep is 1.265507813
172: Timestep is 1.265507813
477: Timestep is 1.265507813
584: Timestep is 1.265507813
21: Timestep is 1.265507813
100: Timestep is 1.265507813
956: Timestep is 1.265507813
402: Timestep is 1.265507813
710: Timestep is 1.265507813
849: Timestep is 1.265507813
246: Timestep is 1.265507813
345: Timestep is 1.265507813
827: Timestep is 1.265507813
308: Timestep is 1.265507813
558: Timestep is 1.265507813
983: Timestep is 1.265507813
675: Timestep is 1.265507813
173: Timestep is 1.265507813
457: Timestep is 1.265507813
593: Timestep is 1.265507813
2: Timestep is 1.265507813
116: Timestep is 1.265507813
942: Timestep is 1.265507813
428: Timestep is 1.265507813
716: Timestep is 1.265507813
848: Timestep is 1.265507813
233: Timestep is 1.265507813
344: Timestep is 1.265507813
780: Timestep is 1.265507813
302: Timestep is 1.265507813
551: Timestep is 1.265507813
973: Timestep is 1.265507813
683: Timestep is 1.265507813
190: Timestep is 1.265507813
463: Timestep is 1.265507813
636: Timestep is 1.265507813
14: Timestep is 1.265507813
123: Timestep is 1.265507813
936: Timestep is 1.265507813
415: Timestep is 1.265507813
718: Timestep is 1.265507813
865: Timestep is 1.265507813
254: Timestep is 1.265507813
340: Timestep is 1.265507813
797: Timestep is 1.265507813
267: Timestep is 1.265507813
559: Timestep is 1.265507813
1016: Timestep is 1.265507813
694: Timestep is 1.265507813
162: Timestep is 1.265507813
509: Timestep is 1.265507813
623: Timestep is 1.265507813
42: Timestep is 1.265507813
107: Timestep is 1.265507813
953: Timestep is 1.265507813
436: Timestep is 1.265507813
756: Timestep is 1.265507813
847: Timestep is 1.265507813
241: Timestep is 1.265507813
331: Timestep is 1.265507813
822: Timestep is 1.265507813
311: Timestep is 1.265507813
566: Timestep is 1.265507813
968: Timestep is 1.265507813
651: Timestep is 1.265507813
170: Timestep is 1.265507813
506: Timestep is 1.265507813
619: Timestep is 1.265507813
34: Timestep is 1.265507813
112: Timestep is 1.265507813
949: Timestep is 1.265507813
432: Timestep is 1.265507813
740: Timestep is 1.265507813
837: Timestep is 1.265507813
247: Timestep is 1.265507813
325: Timestep is 1.265507813
792: Timestep is 1.265507813
261: Timestep is 1.265507813
572: Timestep is 1.265507813
997: Timestep is 1.265507813
703: Timestep is 1.265507813
191: Timestep is 1.265507813
490: Timestep is 1.265507813
616: Timestep is 1.265507813
54: Timestep is 1.265507813
117: Timestep is 1.265507813
940: Timestep is 1.265507813
421: Timestep is 1.265507813
747: Timestep is 1.265507813
853: Timestep is 1.265507813
242: Timestep is 1.265507813
321: Timestep is 1.265507813
816: Timestep is 1.265507813
309: Timestep is 1.265507813
546: Timestep is 1.265507813
1017: Timestep is 1.265507813
684: Timestep is 1.265507813
179: Timestep is 1.265507813
455: Timestep is 1.265507813
639: Timestep is 1.265507813
23: Timestep is 1.265507813
126: Timestep is 1.265507813
945: Timestep is 1.265507813
413: Timestep is 1.265507813
723: Timestep is 1.265507813
878: Timestep is 1.265507813
245: Timestep is 1.265507813
380: Timestep is 1.265507813
811: Timestep is 1.265507813
257: Timestep is 1.265507813
564: Timestep is 1.265507813
1005: Timestep is 1.265507813
678: Timestep is 1.265507813
167: Timestep is 1.265507813
507: Timestep is 1.265507813
637: Timestep is 1.265507813
53: Timestep is 1.265507813
119: Timestep is 1.265507813
899: Timestep is 1.265507813
422: Timestep is 1.265507813
733: Timestep is 1.265507813
869: Timestep is 1.265507813
232: Timestep is 1.265507813
378: Timestep is 1.265507813
819: Timestep is 1.265507813
297: Timestep is 1.265507813
575: Timestep is 1.265507813
986: Timestep is 1.265507813
671: Timestep is 1.265507813
166: Timestep is 1.265507813
502: Timestep is 1.265507813
588: Timestep is 1.265507813
62: Timestep is 1.265507813
122: Timestep is 1.265507813
910: Timestep is 1.265507813
447: Timestep is 1.265507813
751: Timestep is 1.265507813
844: Timestep is 1.265507813
234: Timestep is 1.265507813
361: Timestep is 1.265507813
806: Timestep is 1.265507813
262: Timestep is 1.265507813
548: Timestep is 1.265507813
1004: Timestep is 1.265507813
692: Timestep is 1.265507813
182: Timestep is 1.265507813
489: Timestep is 1.265507813
601: Timestep is 1.265507813
4: Timestep is 1.265507813
97: Timestep is 1.265507813
925: Timestep is 1.265507813
419: Timestep is 1.265507813
714: Timestep is 1.265507813
890: Timestep is 1.265507813
249: Timestep is 1.265507813
334: Timestep is 1.265507813
807: Timestep is 1.265507813
266: Timestep is 1.265507813
571: Timestep is 1.265507813
1020: Timestep is 1.265507813
698: Timestep is 1.265507813
185: Timestep is 1.265507813
468: Timestep is 1.265507813
614: Timestep is 1.265507813
60: Timestep is 1.265507813
127: Timestep is 1.265507813
948: Timestep is 1.265507813
424: Timestep is 1.265507813
711: Timestep is 1.265507813
841: Timestep is 1.265507813
243: Timestep is 1.265507813
370: Timestep is 1.265507813
823: Timestep is 1.265507813
284: Timestep is 1.265507813
545: Timestep is 1.265507813
1008: Timestep is 1.265507813
686: Timestep is 1.265507813
187: Timestep is 1.265507813
498: Timestep is 1.265507813
587: Timestep is 1.265507813
10: Timestep is 1.265507813
99: Timestep is 1.265507813
946: Timestep is 1.265507813
427: Timestep is 1.265507813
764: Timestep is 1.265507813
852: Timestep is 1.265507813
253: Timestep is 1.265507813
341: Timestep is 1.265507813
803: Timestep is 1.265507813
295: Timestep is 1.265507813
550: Timestep is 1.265507813
1010: Timestep is 1.265507813
652: Timestep is 1.265507813
171: Timestep is 1.265507813
459: Timestep is 1.265507813
599: Timestep is 1.265507813
16: Timestep is 1.265507813
110: Timestep is 1.265507813
934: Timestep is 1.265507813
426: Timestep is 1.265507813
748: Timestep is 1.265507813
872: Timestep is 1.265507813
252: Timestep is 1.265507813
333: Timestep is 1.265507813
801: Timestep is 1.265507813
294: Timestep is 1.265507813
552: Timestep is 1.265507813
1007: Timestep is 1.265507813
641: Timestep is 1.265507813
177: Timestep is 1.265507813
453: Timestep is 1.265507813
612: Timestep is 1.265507813
13: Timestep is 1.265507813
106: Timestep is 1.265507813
950: Timestep is 1.265507813
431: Timestep is 1.265507813
741: Timestep is 1.265507813
880: Timestep is 1.265507813
226: Timestep is 1.265507813
350: Timestep is 1.265507813
813: Timestep is 1.265507813
290: Timestep is 1.265507813
554: Timestep is 1.265507813
999: Timestep is 1.265507813
649: Timestep is 1.265507813
169: Timestep is 1.265507813
469: Timestep is 1.265507813
590: Timestep is 1.265507813
43: Timestep is 1.265507813
109: Timestep is 1.265507813
947: Timestep is 1.265507813
444: Timestep is 1.265507813
706: Timestep is 1.265507813
835: Timestep is 1.265507813
228: Timestep is 1.265507813
383: Timestep is 1.265507813
824: Timestep is 1.265507813
314: Timestep is 1.265507813
562: Timestep is 1.265507813
1000: Timestep is 1.265507813
677: Timestep is 1.265507813
165: Timestep is 1.265507813
499: Timestep is 1.265507813
618: Timestep is 1.265507813
41: Timestep is 1.265507813
105: Timestep is 1.265507813
931: Timestep is 1.265507813
435: Timestep is 1.265507813
705: Timestep is 1.265507813
854: Timestep is 1.265507813
230: Timestep is 1.265507813
337: Timestep is 1.265507813
831: Timestep is 1.265507813
269: Timestep is 1.265507813
549: Timestep is 1.265507813
1003: Timestep is 1.265507813
654: Timestep is 1.265507813
174: Timestep is 1.265507813
473: Timestep is 1.265507813
605: Timestep is 1.265507813
45: Timestep is 1.265507813
108: Timestep is 1.265507813
944: Timestep is 1.265507813
420: Timestep is 1.265507813
766: Timestep is 1.265507813
863: Timestep is 1.265507813
236: Timestep is 1.265507813
364: Timestep is 1.265507813
821: Timestep is 1.265507813
317: Timestep is 1.265507813
569: Timestep is 1.265507813
1012: Timestep is 1.265507813
642: Timestep is 1.265507813
181: Timestep is 1.265507813
494: Timestep is 1.265507813
594: Timestep is 1.265507813
38: Timestep is 1.265507813
113: Timestep is 1.265507813
905: Timestep is 1.265507813
439: Timestep is 1.265507813
744: Timestep is 1.265507813
894: Timestep is 1.265507813
244: Timestep is 1.265507813
374: Timestep is 1.265507813
829: Timestep is 1.265507813
318: Timestep is 1.265507813
1009: Timestep is 1.265507813
685: Timestep is 1.265507813
189: Timestep is 1.265507813
504: Timestep is 1.265507813
626: Timestep is 1.265507813
120: Timestep is 1.265507813
957: Timestep is 1.265507813
430: Timestep is 1.265507813
762: Timestep is 1.265507813
843: Timestep is 1.265507813
225: Timestep is 1.265507813
371: Timestep is 1.265507813
825: Timestep is 1.265507813
300: Timestep is 1.265507813
1011: Timestep is 1.265507813
663: Timestep is 1.265507813
184: Timestep is 1.265507813
479: Timestep is 1.265507813
596: Timestep is 1.265507813
102: Timestep is 1.265507813
958: Timestep is 1.265507813
438: Timestep is 1.265507813
743: Timestep is 1.265507813
851: Timestep is 1.265507813
255: Timestep is 1.265507813
360: Timestep is 1.265507813
1019: Timestep is 1.265507813
478: Timestep is 1.265507813
634: Timestep is 1.265507813
111: Timestep is 1.265507813
930: Timestep is 1.265507813
445: Timestep is 1.265507813
745: Timestep is 1.265507813
867: Timestep is 1.265507813
237: Timestep is 1.265507813
382: Timestep is 1.265507813
1001: Timestep is 1.265507813
460: Timestep is 1.265507813
624: Timestep is 1.265507813
124: Timestep is 1.265507813
954: Timestep is 1.265507813
437: Timestep is 1.265507813
755: Timestep is 1.265507813
888: Timestep is 1.265507813
238: Timestep is 1.265507813
363: Timestep is 1.265507813
998: Timestep is 1.265507813
488: Timestep is 1.265507813
615: Timestep is 1.265507813
103: Timestep is 1.265507813
935: Timestep is 1.265507813
423: Timestep is 1.265507813
739: Timestep is 1.265507813
892: Timestep is 1.265507813
1006: Timestep is 1.265507813
613: Timestep is 1.265507813
115: Timestep is 1.265507813
943: Timestep is 1.265507813
425: Timestep is 1.265507813
746: Timestep is 1.265507813
1014: Timestep is 1.265507813
617: Timestep is 1.265507813
938: Timestep is 1.265507813
440: Timestep is 1.265507813
753: Timestep is 1.265507813
1022: Timestep is 1.265507813
631: Timestep is 1.265507813
952: Timestep is 1.265507813
441: Timestep is 1.265507813
738: Timestep is 1.265507813
1021: Timestep is 1.265507813
951: Timestep is 1.265507813
446: Timestep is 1.265507813
737: Timestep is 1.265507813
929: Timestep is 1.265507813
418: Timestep is 1.265507813
767: Timestep is 1.265507813
941: Timestep is 1.265507813
443: Timestep is 1.265507813
765: Timestep is 1.265507813
955: Timestep is 1.265507813
429: Timestep is 1.265507813
937: Timestep is 1.265507813
417: Timestep is 1.265507813
932: Timestep is 1.265507813
433: Timestep is 1.265507813
959: Timestep is 1.265507813
434: Timestep is 1.265507813
933: Timestep is 1.265507813
fitting to -0.002739842816 0.0006241277066
fitting to -0.002356104545 0.003120638533
fitting to -0.001238391271 0.01560319266
fitting to -0.0005157600884 9.751995415
fitting to -0.0003123327704 48.75997708
fit r2 0.7418360073 curvature -3.256759524e-06
eigenvals (10523.93692,0) (1311.763768,0) (354.5914468,0) (381.6800835,0) (118.3904844,0) (95.38697525,0) (87.57164176,0) (72.55138177,0) (46.11093688,0) (33.53128702,0) (28.92911385,0) (16.42739283,0) (13.18731132,0) (11.23722594,0) (9.872018122,0) (8.328281214,0) (6.620829792,0) (5.05378063,0) (3.293211913,0) (3.635443619,0) (1.467183533,0) (0.6817291251,0) (-0.3042202096,0.01548999271) (-0.3042202096,-0.01548999271) (-0.9896263498,0) (-5.002870685,0) (-1.627116225,0) (-1.880945132,0) (-4.551682103,0) (-4.448505504,0) (-4.12843392,0) (-3.944403405,0) (-4.024929017,0) (-3.771066701,0) (-2.603796393,0) (-3.331307897,0) (-2.880740917,0) (-3.137638585,0) (-3.05404675,0) (-2.947077695,0) 
i 25 stab 0.0006241277066 p0 0.9379112487 eigenval (-5.002870685,0)
chose 25 eigenval -5.002870685
896: Timestep is 1.26765625
384: Timestep is 1.26765625
832: Timestep is 1.26765625
128: Timestep is 1.26765625
897: Timestep is 1.26765625
406: Timestep is 1.26765625
833: Timestep is 1.26765625
320: Timestep is 1.26765625
960: Timestep is 1.26765625
640: Timestep is 1.26765625
150: Timestep is 1.26765625
402: Timestep is 1.26765625
855: Timestep is 1.26765625
338: Timestep is 1.26765625
987: Timestep is 1.26765625
651: Timestep is 1.26765625
140: Timestep is 1.26765625
916: Timestep is 1.26765625
404: Timestep is 1.26765625
842: Timestep is 1.26765625
334: Timestep is 1.26765625
986: Timestep is 1.26765625
658: Timestep is 1.26765625
142: Timestep is 1.26765625
448: Timestep is 1.26765625
399: Timestep is 1.26765625
854: Timestep is 1.26765625
332: Timestep is 1.26765625
972: Timestep is 1.26765625
661: Timestep is 1.26765625
143: Timestep is 1.26765625
468: Timestep is 1.26765625
923: Timestep is 1.26765625
409: Timestep is 1.26765625
704: Timestep is 1.26765625
845: Timestep is 1.26765625
349: Timestep is 1.26765625
978: Timestep is 1.26765625
663: Timestep is 1.26765625
141: Timestep is 1.26765625
460: Timestep is 1.26765625
576: Timestep is 1.26765625
924: Timestep is 1.26765625
395: Timestep is 1.26765625
731: Timestep is 1.26765625
841: Timestep is 1.26765625
341: Timestep is 1.26765625
990: Timestep is 1.26765625
652: Timestep is 1.26765625
145: Timestep is 1.26765625
462: Timestep is 1.26765625
597: Timestep is 1.26765625
921: Timestep is 1.26765625
401: Timestep is 1.26765625
715: Timestep is 1.26765625
863: Timestep is 1.26765625
351: Timestep is 1.26765625
961: Timestep is 1.26765625
668: Timestep is 1.26765625
155: Timestep is 1.26765625
471: Timestep is 1.26765625
587: Timestep is 1.26765625
922: Timestep is 1.26765625
391: Timestep is 1.26765625
734: Timestep is 1.26765625
850: Timestep is 1.26765625
326: Timestep is 1.26765625
985: Timestep is 1.26765625
659: Timestep is 1.26765625
158: Timestep is 1.26765625
478: Timestep is 1.26765625
595: Timestep is 1.26765625
926: Timestep is 1.26765625
400: Timestep is 1.26765625
714: Timestep is 1.26765625
843: Timestep is 1.26765625
331: Timestep is 1.26765625
975: Timestep is 1.26765625
671: Timestep is 1.26765625
154: Timestep is 1.26765625
457: Timestep is 1.26765625
598: Timestep is 1.26765625
918: Timestep is 1.26765625
398: Timestep is 1.26765625
716: Timestep is 1.26765625
857: Timestep is 1.26765625
340: Timestep is 1.26765625
980: Timestep is 1.26765625
653: Timestep is 1.26765625
146: Timestep is 1.26765625
463: Timestep is 1.26765625
594: Timestep is 1.26765625
913: Timestep is 1.26765625
410: Timestep is 1.26765625
723: Timestep is 1.26765625
862: Timestep is 1.26765625
342: Timestep is 1.26765625
970: Timestep is 1.26765625
662: Timestep is 1.26765625
157: Timestep is 1.26765625
449: Timestep is 1.26765625
588: Timestep is 1.26765625
64: Timestep is 1.26765625
914: Timestep is 1.26765625
393: Timestep is 1.26765625
717: Timestep is 1.26765625
840: Timestep is 1.26765625
324: Timestep is 1.26765625
971: Timestep is 1.26765625
672: Timestep is 1.26765625
147: Timestep is 1.26765625
480: Timestep is 1.26765625
585: Timestep is 1.26765625
88: Timestep is 1.26765625
907: Timestep is 1.26765625
415: Timestep is 1.26765625
732: Timestep is 1.26765625
849: Timestep is 1.26765625
323: Timestep is 1.26765625
969: Timestep is 1.26765625
700: Timestep is 1.26765625
159: Timestep is 1.26765625
488: Timestep is 1.26765625
602: Timestep is 1.26765625
69: Timestep is 1.26765625
928: Timestep is 1.26765625
397: Timestep is 1.26765625
725: Timestep is 1.26765625
839: Timestep is 1.26765625
345: Timestep is 1.26765625
977: Timestep is 1.26765625
660: Timestep is 1.26765625
137: Timestep is 1.26765625
467: Timestep is 1.26765625
591: Timestep is 1.26765625
71: Timestep is 1.26765625
948: Timestep is 1.26765625
394: Timestep is 1.26765625
735: Timestep is 1.26765625
853: Timestep is 1.26765625
339: Timestep is 1.26765625
976: Timestep is 1.26765625
699: Timestep is 1.26765625
139: Timestep is 1.26765625
461: Timestep is 1.26765625
578: Timestep is 1.26765625
96: Timestep is 1.26765625
911: Timestep is 1.26765625
411: Timestep is 1.26765625
736: Timestep is 1.26765625
852: Timestep is 1.26765625
327: Timestep is 1.26765625
963: Timestep is 1.26765625
650: Timestep is 1.26765625
138: Timestep is 1.26765625
477: Timestep is 1.26765625
582: Timestep is 1.26765625
75: Timestep is 1.26765625
959: Timestep is 1.26765625
413: Timestep is 1.26765625
712: Timestep is 1.26765625
838: Timestep is 1.26765625
192: Timestep is 1.26765625
344: Timestep is 1.26765625
968: Timestep is 1.26765625
680: Timestep is 1.26765625
160: Timestep is 1.26765625
505: Timestep is 1.26765625
581: Timestep is 1.26765625
115: Timestep is 1.26765625
905: Timestep is 1.26765625
412: Timestep is 1.26765625
748: Timestep is 1.26765625
834: Timestep is 1.26765625
322: Timestep is 1.26765625
967: Timestep is 1.26765625
692: Timestep is 1.26765625
151: Timestep is 1.26765625
469: Timestep is 1.26765625
600: Timestep is 1.26765625
80: Timestep is 1.26765625
920: Timestep is 1.26765625
