0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
280: Timestep is 1.73085
829: Timestep is 1.73085
2143: Timestep is 1.73085
1363: Timestep is 1.73085
830: Timestep is 1.73085
281: Timestep is 1.73085
831: Timestep is 1.73085
779: Timestep is 1.73085
208: Timestep is 1.73085
282: Timestep is 1.73085
2144: Timestep is 1.73085
209: Timestep is 1.73085
835: Timestep is 1.73085
1639: Timestep is 1.73085
1122: Timestep is 1.73085
2149: Timestep is 1.73085
1366: Timestep is 1.73085
780: Timestep is 1.73085
283: Timestep is 1.73085
212: Timestep is 1.73085
836: Timestep is 1.73085
1641: Timestep is 1.73085
1123: Timestep is 1.73085
2152: Timestep is 1.73085
213: Timestep is 1.73085
1642: Timestep is 1.73085
1124: Timestep is 1.73085
2156: Timestep is 1.73085
1368: Timestep is 1.73085
786: Timestep is 1.73085
284: Timestep is 1.73085
214: Timestep is 1.73085
1643: Timestep is 1.73085
1125: Timestep is 1.73085
2161: Timestep is 1.73085
1369: Timestep is 1.73085
789: Timestep is 1.73085
215: Timestep is 1.73085
837: Timestep is 1.73085
1647: Timestep is 1.73085
1126: Timestep is 1.73085
2164: Timestep is 1.73085
1370: Timestep is 1.73085
796: Timestep is 1.73085
838: Timestep is 1.73085
1648: Timestep is 1.73085
1127: Timestep is 1.73085
1371: Timestep is 1.73085
799: Timestep is 1.73085
286: Timestep is 1.73085
840: Timestep is 1.73085
1649: Timestep is 1.73085
1128: Timestep is 1.73085
1372: Timestep is 1.73085
841: Timestep is 1.73085
288: Timestep is 1.73085
842: Timestep is 1.73085
1373: Timestep is 1.73085
289: Timestep is 1.73085
800: Timestep is 1.73085
291: Timestep is 1.73085
216: Timestep is 1.73085
1650: Timestep is 1.73085
1129: Timestep is 1.73085
1374: Timestep is 1.73085
806: Timestep is 1.73085
292: Timestep is 1.73085
219: Timestep is 1.73085
1651: Timestep is 1.73085
1132: Timestep is 1.73085
2165: Timestep is 1.73085
1375: Timestep is 1.73085
220: Timestep is 1.73085
1652: Timestep is 1.73085
1133: Timestep is 1.73085
1378: Timestep is 1.73085
807: Timestep is 1.73085
221: Timestep is 1.73085
847: Timestep is 1.73085
1654: Timestep is 1.73085
1134: Timestep is 1.73085
808: Timestep is 1.73085
222: Timestep is 1.73085
1655: Timestep is 1.73085
2168: Timestep is 1.73085
1382: Timestep is 1.73085
812: Timestep is 1.73085
223: Timestep is 1.73085
848: Timestep is 1.73085
1656: Timestep is 1.73085
1135: Timestep is 1.73085
544: Timestep is 1.73085
226: Timestep is 1.73085
1657: Timestep is 1.73085
2169: Timestep is 1.73085
1383: Timestep is 1.73085
552: Timestep is 1.73085
293: Timestep is 1.73085
230: Timestep is 1.73085
2172: Timestep is 1.73085
1384: Timestep is 1.73085
232: Timestep is 1.73085
1385: Timestep is 1.73085
234: Timestep is 1.73085
235: Timestep is 1.73085
849: Timestep is 1.73085
1658: Timestep is 1.73085
1137: Timestep is 1.73085
1908: Timestep is 1.73085
1386: Timestep is 1.73085
553: Timestep is 1.73085
294: Timestep is 1.73085
237: Timestep is 1.73085
850: Timestep is 1.73085
1660: Timestep is 1.73085
1138: Timestep is 1.73085
1909: Timestep is 1.73085
1387: Timestep is 1.73085
554: Timestep is 1.73085
238: Timestep is 1.73085
852: Timestep is 1.73085
239: Timestep is 1.73085
1661: Timestep is 1.73085
1139: Timestep is 1.73085
1911: Timestep is 1.73085
853: Timestep is 1.73085
1662: Timestep is 1.73085
1140: Timestep is 1.73085
1912: Timestep is 1.73085
1388: Timestep is 1.73085
555: Timestep is 1.73085
296: Timestep is 1.73085
854: Timestep is 1.73085
1664: Timestep is 1.73085
1141: Timestep is 1.73085
1917: Timestep is 1.73085
1389: Timestep is 1.73085
556: Timestep is 1.73085
297: Timestep is 1.73085
855: Timestep is 1.73085
1665: Timestep is 1.73085
1142: Timestep is 1.73085
1918: Timestep is 1.73085
1390: Timestep is 1.73085
557: Timestep is 1.73085
298: Timestep is 1.73085
856: Timestep is 1.73085
1666: Timestep is 1.73085
1143: Timestep is 1.73085
1919: Timestep is 1.73085
1391: Timestep is 1.73085
558: Timestep is 1.73085
301: Timestep is 1.73085
857: Timestep is 1.73085
1667: Timestep is 1.73085
1145: Timestep is 1.73085
1921: Timestep is 1.73085
1392: Timestep is 1.73085
559: Timestep is 1.73085
305: Timestep is 1.73085
858: Timestep is 1.73085
1669: Timestep is 1.73085
1146: Timestep is 1.73085
1922: Timestep is 1.73085
560: Timestep is 1.73085
307: Timestep is 1.73085
859: Timestep is 1.73085
308: Timestep is 1.73085
243: Timestep is 1.73085
860: Timestep is 1.73085
1670: Timestep is 1.73085
1148: Timestep is 1.73085
1926: Timestep is 1.73085
1393: Timestep is 1.73085
562: Timestep is 1.73085
311: Timestep is 1.73085
252: Timestep is 1.73085
1671: Timestep is 1.73085
312: Timestep is 1.73085
256: Timestep is 1.73085
257: Timestep is 1.73085
259: Timestep is 1.73085
261: Timestep is 1.73085
861: Timestep is 1.73085
1672: Timestep is 1.73085
1150: Timestep is 1.73085
1927: Timestep is 1.73085
1395: Timestep is 1.73085
563: Timestep is 1.73085
313: Timestep is 1.73085
862: Timestep is 1.73085
1673: Timestep is 1.73085
1154: Timestep is 1.73085
1928: Timestep is 1.73085
1396: Timestep is 1.73085
316: Timestep is 1.73085
1156: Timestep is 1.73085
1929: Timestep is 1.73085
1399: Timestep is 1.73085
317: Timestep is 1.73085
1157: Timestep is 1.73085
1400: Timestep is 1.73085
318: Timestep is 1.73085
1158: Timestep is 1.73085
1404: Timestep is 1.73085
320: Timestep is 1.73085
263: Timestep is 1.73085
865: Timestep is 1.73085
1674: Timestep is 1.73085
1161: Timestep is 1.73085
1932: Timestep is 1.73085
1405: Timestep is 1.73085
564: Timestep is 1.73085
321: Timestep is 1.73085
264: Timestep is 1.73085
867: Timestep is 1.73085
1675: Timestep is 1.73085
1165: Timestep is 1.73085
1933: Timestep is 1.73085
1406: Timestep is 1.73085
565: Timestep is 1.73085
325: Timestep is 1.73085
265: Timestep is 1.73085
869: Timestep is 1.73085
1680: Timestep is 1.73085
1166: Timestep is 1.73085
1934: Timestep is 1.73085
1407: Timestep is 1.73085
566: Timestep is 1.73085
326: Timestep is 1.73085
268: Timestep is 1.73085
872: Timestep is 1.73085
1935: Timestep is 1.73085
567: Timestep is 1.73085
3: Timestep is 1.73085
875: Timestep is 1.73085
1938: Timestep is 1.73085
572: Timestep is 1.73085
4: Timestep is 1.73085
878: Timestep is 1.73085
1681: Timestep is 1.73085
1169: Timestep is 1.73085
1944: Timestep is 1.73085
1408: Timestep is 1.73085
573: Timestep is 1.73085
327: Timestep is 1.73085
6: Timestep is 1.73085
1682: Timestep is 1.73085
1171: Timestep is 1.73085
1409: Timestep is 1.73085
574: Timestep is 1.73085
328: Timestep is 1.73085
1683: Timestep is 1.73085
1172: Timestep is 1.73085
1410: Timestep is 1.73085
329: Timestep is 1.73085
1684: Timestep is 1.73085
1173: Timestep is 1.73085
1416: Timestep is 1.73085
879: Timestep is 1.73085
1686: Timestep is 1.73085
1174: Timestep is 1.73085
1945: Timestep is 1.73085
1418: Timestep is 1.73085
575: Timestep is 1.73085
330: Timestep is 1.73085
880: Timestep is 1.73085
1946: Timestep is 1.73085
576: Timestep is 1.73085
331: Timestep is 1.73085
7: Timestep is 1.73085
881: Timestep is 1.73085
1687: Timestep is 1.73085
1176: Timestep is 1.73085
1947: Timestep is 1.73085
1419: Timestep is 1.73085
578: Timestep is 1.73085
332: Timestep is 1.73085
8: Timestep is 1.73085
1689: Timestep is 1.73085
579: Timestep is 1.73085
333: Timestep is 1.73085
9: Timestep is 1.73085
1692: Timestep is 1.73085
581: Timestep is 1.73085
1694: Timestep is 1.73085
10: Timestep is 1.73085
882: Timestep is 1.73085
1177: Timestep is 1.73085
335: Timestep is 1.73085
883: Timestep is 1.73085
1695: Timestep is 1.73085
1178: Timestep is 1.73085
1949: Timestep is 1.73085
1420: Timestep is 1.73085
582: Timestep is 1.73085
11: Timestep is 1.73085
886: Timestep is 1.73085
1950: Timestep is 1.73085
1421: Timestep is 1.73085
583: Timestep is 1.73085
337: Timestep is 1.73085
12: Timestep is 1.73085
887: Timestep is 1.73085
1951: Timestep is 1.73085
1422: Timestep is 1.73085
584: Timestep is 1.73085
338: Timestep is 1.73085
13: Timestep is 1.73085
889: Timestep is 1.73085
1952: Timestep is 1.73085
1423: Timestep is 1.73085
892: Timestep is 1.73085
1953: Timestep is 1.73085
1424: Timestep is 1.73085
1956: Timestep is 1.73085
893: Timestep is 1.73085
1696: Timestep is 1.73085
1179: Timestep is 1.73085
1957: Timestep is 1.73085
1426: Timestep is 1.73085
585: Timestep is 1.73085
340: Timestep is 1.73085
1697: Timestep is 1.73085
1180: Timestep is 1.73085
1428: Timestep is 1.73085
586: Timestep is 1.73085
341: Timestep is 1.73085
1698: Timestep is 1.73085
1181: Timestep is 1.73085
342: Timestep is 1.73085
16: Timestep is 1.73085
896: Timestep is 1.73085
