0: output to qwalk.linear.o
236: Timestep is 1.78963
200: Timestep is 1.78963
538: Timestep is 1.78963
120: Timestep is 1.78963
29: Timestep is 1.78963
474: Timestep is 1.78963
342: Timestep is 1.78963
323: Timestep is 1.78963
237: Timestep is 1.78963
201: Timestep is 1.78963
539: Timestep is 1.78963
121: Timestep is 1.78963
34: Timestep is 1.78963
408: Timestep is 1.78963
343: Timestep is 1.78963
324: Timestep is 1.78963
240: Timestep is 1.78963
202: Timestep is 1.78963
540: Timestep is 1.78963
122: Timestep is 1.78963
409: Timestep is 1.78963
344: Timestep is 1.78963
336: Timestep is 1.78963
247: Timestep is 1.78963
203: Timestep is 1.78963
541: Timestep is 1.78963
123: Timestep is 1.78963
35: Timestep is 1.78963
410: Timestep is 1.78963
345: Timestep is 1.78963
337: Timestep is 1.78963
252: Timestep is 1.78963
136: Timestep is 1.78963
543: Timestep is 1.78963
126: Timestep is 1.78963
38: Timestep is 1.78963
412: Timestep is 1.78963
346: Timestep is 1.78963
338: Timestep is 1.78963
254: Timestep is 1.78963
137: Timestep is 1.78963
478: Timestep is 1.78963
127: Timestep is 1.78963
39: Timestep is 1.78963
413: Timestep is 1.78963
347: Timestep is 1.78963
272: Timestep is 1.78963
255: Timestep is 1.78963
138: Timestep is 1.78963
479: Timestep is 1.78963
128: Timestep is 1.78963
40: Timestep is 1.78963
414: Timestep is 1.78963
350: Timestep is 1.78963
273: Timestep is 1.78963
259: Timestep is 1.78963
139: Timestep is 1.78963
480: Timestep is 1.78963
129: Timestep is 1.78963
48: Timestep is 1.78963
415: Timestep is 1.78963
351: Timestep is 1.78963
275: Timestep is 1.78963
262: Timestep is 1.78963
141: Timestep is 1.78963
481: Timestep is 1.78963
68: Timestep is 1.78963
51: Timestep is 1.78963
352: Timestep is 1.78963
280: Timestep is 1.78963
263: Timestep is 1.78963
142: Timestep is 1.78963
483: Timestep is 1.78963
69: Timestep is 1.78963
54: Timestep is 1.78963
353: Timestep is 1.78963
281: Timestep is 1.78963
264: Timestep is 1.78963
143: Timestep is 1.78963
484: Timestep is 1.78963
70: Timestep is 1.78963
55: Timestep is 1.78963
418: Timestep is 1.78963
354: Timestep is 1.78963
282: Timestep is 1.78963
265: Timestep is 1.78963
144: Timestep is 1.78963
485: Timestep is 1.78963
71: Timestep is 1.78963
56: Timestep is 1.78963
419: Timestep is 1.78963
355: Timestep is 1.78963
283: Timestep is 1.78963
269: Timestep is 1.78963
146: Timestep is 1.78963
487: Timestep is 1.78963
73: Timestep is 1.78963
57: Timestep is 1.78963
421: Timestep is 1.78963
356: Timestep is 1.78963
287: Timestep is 1.78963
204: Timestep is 1.78963
147: Timestep is 1.78963
489: Timestep is 1.78963
74: Timestep is 1.78963
60: Timestep is 1.78963
425: Timestep is 1.78963
357: Timestep is 1.78963
288: Timestep is 1.78963
206: Timestep is 1.78963
150: Timestep is 1.78963
490: Timestep is 1.78963
75: Timestep is 1.78963
61: Timestep is 1.78963
426: Timestep is 1.78963
360: Timestep is 1.78963
289: Timestep is 1.78963
76: Timestep is 1.78963
64: Timestep is 1.78963
427: Timestep is 1.78963
361: Timestep is 1.78963
290: Timestep is 1.78963
207: Timestep is 1.78963
154: Timestep is 1.78963
491: Timestep is 1.78963
77: Timestep is 1.78963
65: Timestep is 1.78963
431: Timestep is 1.78963
362: Timestep is 1.78963
291: Timestep is 1.78963
209: Timestep is 1.78963
156: Timestep is 1.78963
494: Timestep is 1.78963
80: Timestep is 1.78963
66: Timestep is 1.78963
432: Timestep is 1.78963
365: Timestep is 1.78963
294: Timestep is 1.78963
212: Timestep is 1.78963
157: Timestep is 1.78963
495: Timestep is 1.78963
81: Timestep is 1.78963
67: Timestep is 1.78963
433: Timestep is 1.78963
368: Timestep is 1.78963
295: Timestep is 1.78963
213: Timestep is 1.78963
158: Timestep is 1.78963
497: Timestep is 1.78963
82: Timestep is 1.78963
1: Timestep is 1.78963
434: Timestep is 1.78963
369: Timestep is 1.78963
300: Timestep is 1.78963
214: Timestep is 1.78963
159: Timestep is 1.78963
498: Timestep is 1.78963
83: Timestep is 1.78963
2: Timestep is 1.78963
435: Timestep is 1.78963
371: Timestep is 1.78963
302: Timestep is 1.78963
215: Timestep is 1.78963
161: Timestep is 1.78963
499: Timestep is 1.78963
84: Timestep is 1.78963
3: Timestep is 1.78963
436: Timestep is 1.78963
374: Timestep is 1.78963
303: Timestep is 1.78963
227: Timestep is 1.78963
162: Timestep is 1.78963
502: Timestep is 1.78963
85: Timestep is 1.78963
6: Timestep is 1.78963
437: Timestep is 1.78963
376: Timestep is 1.78963
304: Timestep is 1.78963
232: Timestep is 1.78963
163: Timestep is 1.78963
506: Timestep is 1.78963
86: Timestep is 1.78963
7: Timestep is 1.78963
439: Timestep is 1.78963
377: Timestep is 1.78963
306: Timestep is 1.78963
233: Timestep is 1.78963
166: Timestep is 1.78963
507: Timestep is 1.78963
87: Timestep is 1.78963
8: Timestep is 1.78963
441: Timestep is 1.78963
378: Timestep is 1.78963
307: Timestep is 1.78963
234: Timestep is 1.78963
167: Timestep is 1.78963
510: Timestep is 1.78963
9: Timestep is 1.78963
442: Timestep is 1.78963
379: Timestep is 1.78963
310: Timestep is 1.78963
238: Timestep is 1.78963
168: Timestep is 1.78963
511: Timestep is 1.78963
10: Timestep is 1.78963
443: Timestep is 1.78963
380: Timestep is 1.78963
311: Timestep is 1.78963
239: Timestep is 1.78963
170: Timestep is 1.78963
512: Timestep is 1.78963
11: Timestep is 1.78963
444: Timestep is 1.78963
381: Timestep is 1.78963
313: Timestep is 1.78963
241: Timestep is 1.78963
171: Timestep is 1.78963
513: Timestep is 1.78963
12: Timestep is 1.78963
445: Timestep is 1.78963
382: Timestep is 1.78963
315: Timestep is 1.78963
242: Timestep is 1.78963
172: Timestep is 1.78963
514: Timestep is 1.78963
13: Timestep is 1.78963
446: Timestep is 1.78963
384: Timestep is 1.78963
316: Timestep is 1.78963
243: Timestep is 1.78963
173: Timestep is 1.78963
515: Timestep is 1.78963
14: Timestep is 1.78963
447: Timestep is 1.78963
389: Timestep is 1.78963
317: Timestep is 1.78963
244: Timestep is 1.78963
174: Timestep is 1.78963
516: Timestep is 1.78963
22: Timestep is 1.78963
448: Timestep is 1.78963
390: Timestep is 1.78963
320: Timestep is 1.78963
245: Timestep is 1.78963
177: Timestep is 1.78963
517: Timestep is 1.78963
23: Timestep is 1.78963
449: Timestep is 1.78963
391: Timestep is 1.78963
321: Timestep is 1.78963
246: Timestep is 1.78963
178: Timestep is 1.78963
518: Timestep is 1.78963
26: Timestep is 1.78963
450: Timestep is 1.78963
392: Timestep is 1.78963
325: Timestep is 1.78963
248: Timestep is 1.78963
179: Timestep is 1.78963
519: Timestep is 1.78963
91: Timestep is 1.78963
27: Timestep is 1.78963
451: Timestep is 1.78963
393: Timestep is 1.78963
326: Timestep is 1.78963
249: Timestep is 1.78963
180: Timestep is 1.78963
523: Timestep is 1.78963
94: Timestep is 1.78963
30: Timestep is 1.78963
452: Timestep is 1.78963
394: Timestep is 1.78963
327: Timestep is 1.78963
250: Timestep is 1.78963
182: Timestep is 1.78963
525: Timestep is 1.78963
95: Timestep is 1.78963
31: Timestep is 1.78963
453: Timestep is 1.78963
395: Timestep is 1.78963
328: Timestep is 1.78963
251: Timestep is 1.78963
184: Timestep is 1.78963
526: Timestep is 1.78963
96: Timestep is 1.78963
32: Timestep is 1.78963
454: Timestep is 1.78963
396: Timestep is 1.78963
329: Timestep is 1.78963
253: Timestep is 1.78963
185: Timestep is 1.78963
528: Timestep is 1.78963
97: Timestep is 1.78963
33: Timestep is 1.78963
455: Timestep is 1.78963
397: Timestep is 1.78963
330: Timestep is 1.78963
256: Timestep is 1.78963
186: Timestep is 1.78963
530: Timestep is 1.78963
100: Timestep is 1.78963
36: Timestep is 1.78963
456: Timestep is 1.78963
398: Timestep is 1.78963
331: Timestep is 1.78963
257: Timestep is 1.78963
187: Timestep is 1.78963
531: Timestep is 1.78963
102: Timestep is 1.78963
37: Timestep is 1.78963
457: Timestep is 1.78963
399: Timestep is 1.78963
332: Timestep is 1.78963
258: Timestep is 1.78963
188: Timestep is 1.78963
532: Timestep is 1.78963
108: Timestep is 1.78963
41: Timestep is 1.78963
459: Timestep is 1.78963
400: Timestep is 1.78963
333: Timestep is 1.78963
260: Timestep is 1.78963
189: Timestep is 1.78963
533: Timestep is 1.78963
109: Timestep is 1.78963
42: Timestep is 1.78963
460: Timestep is 1.78963
403: Timestep is 1.78963
334: Timestep is 1.78963
261: Timestep is 1.78963
190: Timestep is 1.78963
534: Timestep is 1.78963
110: Timestep is 1.78963
43: Timestep is 1.78963
462: Timestep is 1.78963
405: Timestep is 1.78963
335: Timestep is 1.78963
266: Timestep is 1.78963
191: Timestep is 1.78963
535: Timestep is 1.78963
111: Timestep is 1.78963
44: Timestep is 1.78963
464: Timestep is 1.78963
407: Timestep is 1.78963
339: Timestep is 1.78963
267: Timestep is 1.78963
192: Timestep is 1.78963
536: Timestep is 1.78963
112: Timestep is 1.78963
45: Timestep is 1.78963
465: Timestep is 1.78963
268: Timestep is 1.78963
194: Timestep is 1.78963
537: Timestep is 1.78963
113: Timestep is 1.78963
46: Timestep is 1.78963
466: Timestep is 1.78963
270: Timestep is 1.78963
195: Timestep is 1.78963
542: Timestep is 1.78963
117: Timestep is 1.78963
47: Timestep is 1.78963
468: Timestep is 1.78963
271: Timestep is 1.78963
197: Timestep is 1.78963
124: Timestep is 1.78963
49: Timestep is 1.78963
469: Timestep is 1.78963
198: Timestep is 1.78963
125: Timestep is 1.78963
50: Timestep is 1.78963
471: Timestep is 1.78963
199: Timestep is 1.78963
130: Timestep is 1.78963
52: Timestep is 1.78963
475: Timestep is 1.78963
131: Timestep is 1.78963
53: Timestep is 1.78963
132: Timestep is 1.78963
58: Timestep is 1.78963
133: Timestep is 1.78963
59: Timestep is 1.78963
134: Timestep is 1.78963
62: Timestep is 1.78963
135: Timestep is 1.78963
63: Timestep is 1.78963
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
energy derivative -0.05706847808 +/- 0.0005055951438
energy derivative -0.07183323807 +/- 0.0007998876746
energy derivative -0.05632859238 +/- 0.001607224645
energy derivative -0.03405480996 +/- 0.004348837594
energy derivative -0.01669106335 +/- 0.00980693646
energy derivative -0.03357016954 +/- 0.0003267123886
energy derivative -0.07105261857 +/- 0.0007821188179
energy derivative -0.06247517006 +/- 0.001061929491
energy derivative -0.02477884593 +/- 0.0009083622205
energy derivative -0.005881467109 +/- 0.0006510969188
energy derivative -0.1827284492 +/- 0.001455491326
energy derivative -0.2430954401 +/- 0.001779135046
energy derivative -0.1855585528 +/- 0.001678701653
energy derivative -0.09641801508 +/- 0.001325376954
energy derivative -0.03653333783 +/- 0.002252705623
energy derivative -0.4066238271 +/- 0.003710412645
energy derivative -0.5341785508 +/- 0.004062280353
energy derivative -0.3816449303 +/- 0.003194255327
energy derivative -0.1301765482 +/- 0.00235159221
energy derivative -0.2861763921 +/- 0.003698652417
energy derivative -0.199247342 +/- 0.002489733846
energy derivative -0.09656966244 +/- 0.001753943259
energy derivative -0.03117756244 +/- 0.001576077845
energy derivative -0.08597235869 +/- 0.002920752161
energy derivative -0.02465630239 +/- 0.001189440953
energy derivative -0.154711805 +/- 0.002135727856
energy derivative -0.0469055086 +/- 0.001449244344
energy derivative -0.455120891 +/- 0.004370296131
energy derivative -0.4366049379 +/- 0.003569674112
energy derivative -0.3778901517 +/- 0.003263859022
energy derivative -0.1635997359 +/- 0.002205749509
energy derivative -0.2609192697 +/- 0.002956988852
energy derivative -0.1521443303 +/- 0.001581903072
energy derivative -0.06897007252 +/- 0.0008928108516
energy derivative -0.01904901997 +/- 0.0005602945812
energy derivative -0.05069893208 +/- 0.000997424061
energy derivative -0.007815945514 +/- 0.0002300640919
energy derivative -0.1247210904 +/- 0.001328089265
energy derivative -0.02311606072 +/- 0.0004707328509
eigenvals (81.53244595,0) (62.02791353,0) (34.93011508,0) (27.54257536,0) (15.64037506,0) (12.69101633,0) (11.21057713,0) (9.491106128,0) (7.90668987,0) (7.041345177,0) (5.152395718,0) (4.708463993,0) (4.508279409,0) (4.339733281,0) (2.857552402,0) (0.5734069467,0) (0.2492435972,0) (-0.08824450553,0) (-0.3412737658,0) (-0.7504572691,0) (-4.925269913,0) (-1.231077859,0) (-1.514346704,0) (-1.815965397,0) (-4.573032294,0) (-2.088696424,0) (-2.328810739,0) (-4.46380143,0) (-2.529719255,0) (-4.178598208,0) (-4.139810026,0) (-4.033825452,0) (-4.025164981,0) (-3.814336442,0) (-3.616975891,0) (-3.394691947,0) (-3.29801339,0) (-3.174157806,0) (-3.100960826,0) (-2.947614966,0) 
i 20 stab 4.9223012e-06 p0 0.3183321369 eigenval (-4.925269913,0)
chose 20 eigenval -4.925269913
eigenvals (371.3902367,0) (62.62637886,0) (47.96666403,0) (35.51502412,0) (28.61819858,0) (20.27029802,0) (17.66513274,0) (12.62366097,0) (9.684317364,0) (8.484434781,0) (7.539463359,0) (6.600887368,0) (5.553142152,0) (4.734240322,0) (3.074029434,0) (2.286112241,0) (1.075578918,0) (0.297730721,0) (0.1022622463,0) (-0.3149299853,0) (-0.8838924538,0) (-4.925159192,0) (-1.339474022,0) (-1.517295747,0) (-4.563100897,0) (-1.911962691,0) (-4.449404265,0) (-2.190260018,0) (-2.408228155,0) (-4.16908161,0) (-4.123269545,0) (-4.001121953,0) (-4.019474908,0) (-3.777937646,0) (-2.873251832,0) (-3.566812112,0) (-3.361021463,0) (-3.211730211,0) (-3.101014749,0) (-3.077289108,0) 
i 21 stab 2.4611506e-05 p0 0.6420777528 eigenval (-4.925159192,0)
chose 21 eigenval -4.925159192
eigenvals (1821.3507,0) (219.6006201,0) (71.83246647,0) (66.43195113,0) (63.69247378,0) (36.37534365,0) (34.06735896,0) (26.06215136,0) (18.77477754,0) (14.27522021,0) (12.21670079,0) (9.791568937,0) (6.891950212,0) (5.981606404,0) (5.419564029,0) (3.704478916,0) (3.097986281,0) (1.645537097,0) (1.22070133,0) (0.3894395587,0) (-0.0268361778,0) (-0.3593661289,0) (-4.925079233,0) (-1.141596649,0) (-1.597707553,0) (-1.793954535,0) (-2.145642348,0) (-4.54375584,0) (-4.415200954,0) (-2.565857018,0) (-4.13815939,0) (-4.08649233,0) (-3.910617422,0) (-3.98915717,0) (-3.681085649,0) (-3.439134881,0) (-2.885533148,0) (-3.27252667,0) (-3.057180598,0.006780105372) (-3.057180598,-0.006780105372) 
i 22 stab 0.00012305753 p0 0.9162209004 eigenval (-4.925079233,0)
chose 22 eigenval -4.925079233
eigenvals (9071.291191,0) (1078.62299,0) (330.409506,0) (305.9030001,0) (116.1083677,0) (81.89953581,0) (73.69163057,0) (69.37645732,0) (42.21698196,0) (36.62565827,0) (34.55404608,0) (15.75268701,0) (12.8219067,0) (11.89835657,0) (10.56826579,0) (9.415951261,0) (7.087969808,0) (5.774975767,0) (3.97948326,0) (3.441364404,0) (1.118198226,0) (0.8354630222,0) (-0.2350278654,0) (-4.925033683,0) (-0.4600889769,0) (-0.9265663567,0) (-1.488101037,0) (-1.90102036,0) (-4.512343485,0) (-4.36321634,0) (-4.075613938,0) (-4.000581595,0) (-3.899520799,0) (-3.687132208,0) (-3.431642202,0) (-2.564998029,0) (-3.140429413,0) (-3.013338284,0) (-2.771625656,0) (-2.864914105,0) 
i 23 stab 0.00061528765 p0 0.9852625326 eigenval (-4.925033683,0)
chose 23 eigenval -4.925033683
eigenvals (45321.0215,0) (5374.464595,0) (1627.693011,0) (1503.321497,0) (561.2438972,0) (383.0987838,0) (284.6185217,0) (191.6408386,0) (149.9506311,0) (108.4125539,0) (75.29684457,0) (57.71624334,0) (44.73438765,0) (43.4472086,0) (30.11783153,0) (28.6660408,0) (16.93462351,0) (12.94777631,0) (11.49293214,0) (7.846061327,0) (5.848120634,0) (3.781866636,0) (2.99866691,0) (2.103157114,0) (0.730348401,0) (0.09467109385,0) (-0.3592659549,0) (-4.925000758,0) (-1.571676058,0) (-4.465483362,0) (-4.303847665,0) (-1.833553139,0) (-3.975934325,0) (-3.792357286,0) (-3.690219845,0) (-3.232501801,0) (-3.005555629,0) (-2.24752317,0) (-2.587623147,0) (-2.387972352,0) 
i 27 stab 0.00307643825 p0 0.9969963942 eigenval (-4.925000758,0)
chose 27 eigenval -4.925000758
eigenvals (226569.6786,0) (26853.80801,0) (8114.702733,0) (7490.550877,0) (2789.466194,0) (1898.84325,0) (1342.66606,0) (932.8153173,0) (721.1798907,0) (375.4165604,0) (324.3017282,0) (273.1919013,0) (214.6764171,0) (170.1745622,0) (139.4320388,0) (61.45594767,0) (55.29873191,0) (45.92926308,0) (36.24882416,0) (35.24915413,0) (20.94002028,0) (15.89946429,0) (13.73990028,0) (9.767449584,0) (6.266948088,0) (4.713497372,0) (3.040949825,0) (2.015658659,0) (-4.924942018,0) (0.7819202379,0) (0.1746455541,0) (-4.409928193,0) (-4.239808459,0) (-3.812567643,0) (-3.435097209,0) (-3.283220073,0) (-2.306855902,0) (-1.854840418,0) (-1.352111915,0) (-1.406559718,0) 
i 28 stab 0.01538219125 p0 0.999354558 eigenval (-4.924942018,0)
i 31 stab 0.01538219125 p0 0.1283455266 eigenval (-4.409928193,0)
chose 28 eigenval -4.924942018
eigenvals (1132812.965,0) (134250.5518,0) (40549.86153,0) (37426.73018,0) (13930.88908,0) (9478.059748,0) (6636.247711,0) (4636.263102,0) (3578.030444,0) (1874.936531,0) (1506.941023,0) (1270.601504,0) (1064.270889,0) (827.7619916,0) (692.7697269,0) (299.7399342,0) (232.9782739,0) (202.5304166,0) (155.779091,0) (121.8126271,0) (88.3868637,0) (71.52367746,0) (65.89760046,0) (42.10305407,0) (31.91321688,0) (24.24600472,0) (18.96174164,0) (15.03387597,0) (10.7560569,0) (6.540565107,0) (4.757472077,0) (1.935010188,0) (0.2176778491,0) (-4.924866805,0) (-0.5596368543,0) (-4.339452952,0) (-4.134958193,0) (-3.395024281,0) (-2.893403568,0) (-2.56330118,0) 
i 33 stab 0.07691095625 p0 0.9998576434 eigenval (-4.924866805,0)
i 35 stab 0.07691095625 p0 0.2755611831 eigenval (-4.339452952,0)
chose 33 eigenval -4.924866805
eigenvals (5664029.399,0) (671234.2763,0) (202725.6772,0) (187107.6334,0) (69638.06182,0) (47374.22675,0) (33104.93112,0) (23152.93701,0) (17862.42412,0) (9373.054893,0) (7474.19565,0) (6213.284234,0) (5308.923867,0) (4117.437092,0) (3459.258143,0) (1495.946155,0) (1156.75533,0) (993.5531618,0) (751.95562,0) (538.9121063,0) (430.4034458,0) (347.1311564,0) (312.7654811,0) (206.424017,0) (157.1712711,0) (120.855796,0) (102.8603171,0) (72.45777229,0) (59.43293851,0) (37.66636535,0) (23.9195141,0) (17.25531908,0) (8.325448149,0) (5.639520544,0) (-4.924842931,0) (-0.4209518373,0) (-1.269241028,0) (-2.268062109,0) (-4.258883304,0) (-3.913649016,0) 
i 34 stab 0.3845547812 p0 0.9999653757 eigenval (-4.924842931,0)
i 38 stab 0.3845547812 p0 0.5733500052 eigenval (-4.258883304,0)
chose 34 eigenval -4.924842931
eigenvals (28320111.57,0) (3356152.9,0) (1013604.76,0) (935512.1506,0) (348173.9371,0) (236855.0782,0) (165448.5076,0) (115736.1901,0) (89284.42079,0) (46863.7082,0) (37318.64029,0) (30921.45925,0) (26530.79639,0) (20566.08719,0) (17291.63917,0) (7477.250685,0) (5777.724349,0) (4951.964709,0) (3735.94029,0) (2627.412517,0) (2141.021795,0) (1727.430132,0) (1541.13733,0) (1029.47269,0) (784.6489565,0) (520.8464203,0) (601.6778135,0) (362.1226014,0) (301.5609048,0) (199.0760837,0) (108.9211041,0) (93.55081839,0) (47.3944812,0) (36.90763649,0) (9.193499302,0) (6.207177248,0) (1.72643382,0) (-4.924741491,0) (-4.147841656,0) (-3.299432461,0) 
i 37 stab 1.922773906 p0 0.9999948315 eigenval (-4.924741491,0)
i 38 stab 1.922773906 p0 0.7952323565 eigenval (-4.147841656,0)
chose 37 eigenval -4.924741491
eigenvals (141600522.4,0) (16780746.02,0) (5068000.175,0) (4677534.737,0) (1740853.316,0) (1184259.339,0) (827166.4222,0) (578652.4324,0) (446394.4098,0) (234316.9861,0) (186542.341,0) (154461.5136,0) (132639.8217,0) (102809.3897,0) (86453.53095,0) (37383.82213,0) (28882.9053,0) (24744.58018,0) (18656.49845,0) (13071.21217,0) (10693.90832,0) (8629.241934,0) (7682.049187,0) (5144.988921,0) (3922.475177,0) (3005.558801,0) (2610.098887,0) (1811.142989,0) (1511.880089,0) (1006.262299,0) (533.6949189,0) (474.8383583,0) (242.1823251,0) (193.3570129,0) (56.91611372,0) (43.36845628,0) (20.9632674,0) (-4.924063614,0) (-3.79906363,0) (-0.589976353,0) 
i 37 stab 9.613869531 p0 0.9999988968 eigenval (-4.924063614,0)
i 38 stab 9.613869531 p0 0.7460139015 eigenval (-3.79906363,0)
chose 37 eigenval -4.924063614
eigenvals (708002576.7,0) (83903711.6,0) (25339977.25,0) (23387647.67,0) (8704250.209,0) (5921280.642,0) (4135756.001,0) (2893233.639,0) (2231944.356,0) (1171583.378,0) (932661.1338,0) (772161.6304,0) (663184.8779,0) (514025.9126,0) (432262.9871,0) (186916.6889,0) (144408.8747,0) (123707.7652,0) (93259.41589,0) (65290.505,0) (53458.2808,0) (43138.35574,0) (38386.43251,0) (25722.62317,0) (19611.69949,0) (15024.94472,0) (13056.19666,0) (9056.387223,0) (7563.412402,0) (5042.206733,0) (2657.692434,0) (2381.192986,0) (1216.002544,0) (975.6029972,0) (295.4802438,0) (229.0928836,0) (116.9972188,0) (-4.923018348,0) (-2.132034944,0) (12.83714306,0) 
i 37 stab 48.06934765 p0 0.9999998398 eigenval (-4.923018348,0)
i 38 stab 48.06934765 p0 0.4190397556 eigenval (-2.132034944,0)
chose 37 eigenval -4.923018348
eigenvals (3540012847,0) (419518539.5,0) (126699862.6,0) (116938212.3,0) (43521234.67,0) (29606387.16,0) (20678703.9,0) (14466139.67,0) (11159694.09,0) (5857915.339,0) (4663255.156,0) (3860662.184,0) (3315910.145,0) (2570108.529,0) (2161310.267,0) (934581.0247,0) (722038.7346,0) (618523.7119,0) (466274.0284,0) (326387.0295,0) (267280.1303,0) (215683.9354,0) (191908.3145,0) (128610.805,0) (98057.8399,0) (75121.87178,0) (65286.65125,0) (45282.63691,0) (37821.06132,0) (25221.93112,0) (13277.71762,0) (11912.94426,0) (6085.080486,0) (4886.83071,0) (1488.294118,0) (1157.694884,0) (597.1390013,0) (-4.92248169,0) (6.188633991,0) (79.94506223,0) 
i 37 stab 240.3467383 p0 0.99999999 eigenval (-4.92248169,0)
i 38 stab 240.3467383 p0 0.1154756664 eigenval (6.188633991,0)
chose 37 eigenval -4.92248169
