0: output to qw.dmc.o
0: Timestep is 1.18930147058824
116: Timestep is 1.18930147058824
560: Timestep is 1.18930147058824
562: Timestep is 1.18930147058824
563: Timestep is 1.18930147058824
569: Timestep is 1.18930147058824
1400: Timestep is 1.18930147058824
1195: Timestep is 1.18930147058824
1705: Timestep is 1.18930147058824
1992: Timestep is 1.18930147058824
301: Timestep is 1.18930147058824
816: Timestep is 1.18930147058824
571: Timestep is 1.18930147058824
1401: Timestep is 1.18930147058824
1200: Timestep is 1.18930147058824
1708: Timestep is 1.18930147058824
1993: Timestep is 1.18930147058824
303: Timestep is 1.18930147058824
1712: Timestep is 1.18930147058824
1402: Timestep is 1.18930147058824
1202: Timestep is 1.18930147058824
1995: Timestep is 1.18930147058824
332: Timestep is 1.18930147058824
1: Timestep is 1.18930147058824
1403: Timestep is 1.18930147058824
1203: Timestep is 1.18930147058824
1713: Timestep is 1.18930147058824
1997: Timestep is 1.18930147058824
333: Timestep is 1.18930147058824
3: Timestep is 1.18930147058824
1409: Timestep is 1.18930147058824
1205: Timestep is 1.18930147058824
1714: Timestep is 1.18930147058824
1998: Timestep is 1.18930147058824
334: Timestep is 1.18930147058824
1206: Timestep is 1.18930147058824
1715: Timestep is 1.18930147058824
335: Timestep is 1.18930147058824
4: Timestep is 1.18930147058824
5: Timestep is 1.18930147058824
6: Timestep is 1.18930147058824
7: Timestep is 1.18930147058824
584: Timestep is 1.18930147058824
616: Timestep is 1.18930147058824
618: Timestep is 1.18930147058824
619: Timestep is 1.18930147058824
1410: Timestep is 1.18930147058824
1208: Timestep is 1.18930147058824
1999: Timestep is 1.18930147058824
620: Timestep is 1.18930147058824
1411: Timestep is 1.18930147058824
1731: Timestep is 1.18930147058824
2017: Timestep is 1.18930147058824
364: Timestep is 1.18930147058824
621: Timestep is 1.18930147058824
1210: Timestep is 1.18930147058824
1416: Timestep is 1.18930147058824
1733: Timestep is 1.18930147058824
2018: Timestep is 1.18930147058824
367: Timestep is 1.18930147058824
622: Timestep is 1.18930147058824
1211: Timestep is 1.18930147058824
1734: Timestep is 1.18930147058824
372: Timestep is 1.18930147058824
1417: Timestep is 1.18930147058824
2019: Timestep is 1.18930147058824
1418: Timestep is 1.18930147058824
1212: Timestep is 1.18930147058824
1740: Timestep is 1.18930147058824
2020: Timestep is 1.18930147058824
374: Timestep is 1.18930147058824
16: Timestep is 1.18930147058824
1419: Timestep is 1.18930147058824
1214: Timestep is 1.18930147058824
1741: Timestep is 1.18930147058824
2021: Timestep is 1.18930147058824
375: Timestep is 1.18930147058824
18: Timestep is 1.18930147058824
1436: Timestep is 1.18930147058824
1216: Timestep is 1.18930147058824
1743: Timestep is 1.18930147058824
392: Timestep is 1.18930147058824
19: Timestep is 1.18930147058824
1219: Timestep is 1.18930147058824
20: Timestep is 1.18930147058824
1745: Timestep is 1.18930147058824
393: Timestep is 1.18930147058824
817: Timestep is 1.18930147058824
819: Timestep is 1.18930147058824
21: Timestep is 1.18930147058824
821: Timestep is 1.18930147058824
823: Timestep is 1.18930147058824
24: Timestep is 1.18930147058824
633: Timestep is 1.18930147058824
831: Timestep is 1.18930147058824
26: Timestep is 1.18930147058824
873: Timestep is 1.18930147058824
1576: Timestep is 1.18930147058824
874: Timestep is 1.18930147058824
1220: Timestep is 1.18930147058824
634: Timestep is 1.18930147058824
880: Timestep is 1.18930147058824
1360: Timestep is 1.18930147058824
882: Timestep is 1.18930147058824
922: Timestep is 1.18930147058824
1221: Timestep is 1.18930147058824
637: Timestep is 1.18930147058824
923: Timestep is 1.18930147058824
1361: Timestep is 1.18930147058824
1746: Timestep is 1.18930147058824
2022: Timestep is 1.18930147058824
395: Timestep is 1.18930147058824
1222: Timestep is 1.18930147058824
638: Timestep is 1.18930147058824
1362: Timestep is 1.18930147058824
1747: Timestep is 1.18930147058824
2023: Timestep is 1.18930147058824
398: Timestep is 1.18930147058824
932: Timestep is 1.18930147058824
1223: Timestep is 1.18930147058824
639: Timestep is 1.18930147058824
1363: Timestep is 1.18930147058824
1750: Timestep is 1.18930147058824
2024: Timestep is 1.18930147058824
428: Timestep is 1.18930147058824
27: Timestep is 1.18930147058824
935: Timestep is 1.18930147058824
1268: Timestep is 1.18930147058824
1751: Timestep is 1.18930147058824
2025: Timestep is 1.18930147058824
430: Timestep is 1.18930147058824
32: Timestep is 1.18930147058824
652: Timestep is 1.18930147058824
939: Timestep is 1.18930147058824
1364: Timestep is 1.18930147058824
1269: Timestep is 1.18930147058824
1752: Timestep is 1.18930147058824
2026: Timestep is 1.18930147058824
431: Timestep is 1.18930147058824
33: Timestep is 1.18930147058824
677: Timestep is 1.18930147058824
1084: Timestep is 1.18930147058824
1365: Timestep is 1.18930147058824
1271: Timestep is 1.18930147058824
1760: Timestep is 1.18930147058824
2028: Timestep is 1.18930147058824
34: Timestep is 1.18930147058824
818: Timestep is 1.18930147058824
1366: Timestep is 1.18930147058824
1325: Timestep is 1.18930147058824
436: Timestep is 1.18930147058824
35: Timestep is 1.18930147058824
680: Timestep is 1.18930147058824
820: Timestep is 1.18930147058824
1369: Timestep is 1.18930147058824
2029: Timestep is 1.18930147058824
725: Timestep is 1.18930147058824
1326: Timestep is 1.18930147058824
1761: Timestep is 1.18930147058824
1370: Timestep is 1.18930147058824
2030: Timestep is 1.18930147058824
438: Timestep is 1.18930147058824
36: Timestep is 1.18930147058824
734: Timestep is 1.18930147058824
822: Timestep is 1.18930147058824
1371: Timestep is 1.18930147058824
1327: Timestep is 1.18930147058824
1763: Timestep is 1.18930147058824
2031: Timestep is 1.18930147058824
439: Timestep is 1.18930147058824
37: Timestep is 1.18930147058824
1372: Timestep is 1.18930147058824
1344: Timestep is 1.18930147058824
1784: Timestep is 1.18930147058824
2033: Timestep is 1.18930147058824
528: Timestep is 1.18930147058824
38: Timestep is 1.18930147058824
745: Timestep is 1.18930147058824
1373: Timestep is 1.18930147058824
1345: Timestep is 1.18930147058824
1785: Timestep is 1.18930147058824
2034: Timestep is 1.18930147058824
529: Timestep is 1.18930147058824
40: Timestep is 1.18930147058824
746: Timestep is 1.18930147058824
1374: Timestep is 1.18930147058824
1346: Timestep is 1.18930147058824
1786: Timestep is 1.18930147058824
2035: Timestep is 1.18930147058824
530: Timestep is 1.18930147058824
41: Timestep is 1.18930147058824
748: Timestep is 1.18930147058824
1347: Timestep is 1.18930147058824
1787: Timestep is 1.18930147058824
2037: Timestep is 1.18930147058824
42: Timestep is 1.18930147058824
749: Timestep is 1.18930147058824
43: Timestep is 1.18930147058824
824: Timestep is 1.18930147058824
825: Timestep is 1.18930147058824
826: Timestep is 1.18930147058824
536: Timestep is 1.18930147058824
827: Timestep is 1.18930147058824
1375: Timestep is 1.18930147058824
828: Timestep is 1.18930147058824
1794: Timestep is 1.18930147058824
1348: Timestep is 1.18930147058824
272: Timestep is 1.18930147058824
750: Timestep is 1.18930147058824
1376: Timestep is 1.18930147058824
829: Timestep is 1.18930147058824
1795: Timestep is 1.18930147058824
2038: Timestep is 1.18930147058824
1358: Timestep is 1.18930147058824
273: Timestep is 1.18930147058824
48: Timestep is 1.18930147058824
751: Timestep is 1.18930147058824
1377: Timestep is 1.18930147058824
830: Timestep is 1.18930147058824
1088: Timestep is 1.18930147058824
1796: Timestep is 1.18930147058824
2039: Timestep is 1.18930147058824
274: Timestep is 1.18930147058824
49: Timestep is 1.18930147058824
755: Timestep is 1.18930147058824
1378: Timestep is 1.18930147058824
1089: Timestep is 1.18930147058824
1799: Timestep is 1.18930147058824
2061: Timestep is 1.18930147058824
275: Timestep is 1.18930147058824
54: Timestep is 1.18930147058824
1379: Timestep is 1.18930147058824
1090: Timestep is 1.18930147058824
1832: Timestep is 1.18930147058824
2063: Timestep is 1.18930147058824
276: Timestep is 1.18930147058824
55: Timestep is 1.18930147058824
786: Timestep is 1.18930147058824
1380: Timestep is 1.18930147058824
1091: Timestep is 1.18930147058824
1834: Timestep is 1.18930147058824
2149: Timestep is 1.18930147058824
277: Timestep is 1.18930147058824
57: Timestep is 1.18930147058824
797: Timestep is 1.18930147058824
1381: Timestep is 1.18930147058824
1092: Timestep is 1.18930147058824
1837: Timestep is 1.18930147058824
2156: Timestep is 1.18930147058824
278: Timestep is 1.18930147058824
58: Timestep is 1.18930147058824
802: Timestep is 1.18930147058824
2158: Timestep is 1.18930147058824
59: Timestep is 1.18930147058824
804: Timestep is 1.18930147058824
832: Timestep is 1.18930147058824
1838: Timestep is 1.18930147058824
2159: Timestep is 1.18930147058824
279: Timestep is 1.18930147058824
805: Timestep is 1.18930147058824
833: Timestep is 1.18930147058824
1382: Timestep is 1.18930147058824
1841: Timestep is 1.18930147058824
1093: Timestep is 1.18930147058824
280: Timestep is 1.18930147058824
60: Timestep is 1.18930147058824
806: Timestep is 1.18930147058824
834: Timestep is 1.18930147058824
835: Timestep is 1.18930147058824
1383: Timestep is 1.18930147058824
1843: Timestep is 1.18930147058824
1904: Timestep is 1.18930147058824
836: Timestep is 1.18930147058824
837: Timestep is 1.18930147058824
1094: Timestep is 1.18930147058824
281: Timestep is 1.18930147058824
61: Timestep is 1.18930147058824
807: Timestep is 1.18930147058824
1905: Timestep is 1.18930147058824
1384: Timestep is 1.18930147058824
1095: Timestep is 1.18930147058824
1849: Timestep is 1.18930147058824
282: Timestep is 1.18930147058824
64: Timestep is 1.18930147058824
544: Timestep is 1.18930147058824
1385: Timestep is 1.18930147058824
1096: Timestep is 1.18930147058824
1850: Timestep is 1.18930147058824
1906: Timestep is 1.18930147058824
283: Timestep is 1.18930147058824
65: Timestep is 1.18930147058824
