0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
0: Timestep is 1.93938
1941: Timestep is 1.93938
308: Timestep is 1.93938
563: Timestep is 1.93938
1750: Timestep is 1.93938
890: Timestep is 1.93938
1360: Timestep is 1.93938
1143: Timestep is 1.93938
1377: Timestep is 1.93938
20: Timestep is 1.93938
1482: Timestep is 1.93938
1362: Timestep is 1.93938
207: Timestep is 1.93938
1363: Timestep is 1.93938
16: Timestep is 1.93938
1364: Timestep is 1.93938
545: Timestep is 1.93938
1804: Timestep is 1.93938
916: Timestep is 1.93938
366: Timestep is 1.93938
557: Timestep is 1.93938
1954: Timestep is 1.93938
1640: Timestep is 1.93938
942: Timestep is 1.93938
273: Timestep is 1.93938
560: Timestep is 1.93938
1904: Timestep is 1.93938
1644: Timestep is 1.93938
1081: Timestep is 1.93938
276: Timestep is 1.93938
17: Timestep is 1.93938
561: Timestep is 1.93938
1914: Timestep is 1.93938
1646: Timestep is 1.93938
817: Timestep is 1.93938
280: Timestep is 1.93938
1915: Timestep is 1.93938
289: Timestep is 1.93938
1916: Timestep is 1.93938
562: Timestep is 1.93938
1189: Timestep is 1.93938
1089: Timestep is 1.93938
1091: Timestep is 1.93938
1094: Timestep is 1.93938
566: Timestep is 1.93938
1099: Timestep is 1.93938
1101: Timestep is 1.93938
577: Timestep is 1.93938
580: Timestep is 1.93938
25: Timestep is 1.93938
582: Timestep is 1.93938
820: Timestep is 1.93938
26: Timestep is 1.93938
1653: Timestep is 1.93938
595: Timestep is 1.93938
1923: Timestep is 1.93938
821: Timestep is 1.93938
1365: Timestep is 1.93938
1654: Timestep is 1.93938
299: Timestep is 1.93938
1926: Timestep is 1.93938
1103: Timestep is 1.93938
822: Timestep is 1.93938
1366: Timestep is 1.93938
1667: Timestep is 1.93938
301: Timestep is 1.93938
1931: Timestep is 1.93938
834: Timestep is 1.93938
1104: Timestep is 1.93938
1672: Timestep is 1.93938
302: Timestep is 1.93938
1374: Timestep is 1.93938
1944: Timestep is 1.93938
1106: Timestep is 1.93938
835: Timestep is 1.93938
1380: Timestep is 1.93938
1673: Timestep is 1.93938
303: Timestep is 1.93938
42: Timestep is 1.93938
596: Timestep is 1.93938
1382: Timestep is 1.93938
1948: Timestep is 1.93938
1675: Timestep is 1.93938
837: Timestep is 1.93938
1107: Timestep is 1.93938
307: Timestep is 1.93938
50: Timestep is 1.93938
597: Timestep is 1.93938
1383: Timestep is 1.93938
1950: Timestep is 1.93938
839: Timestep is 1.93938
1109: Timestep is 1.93938
315: Timestep is 1.93938
53: Timestep is 1.93938
598: Timestep is 1.93938
1955: Timestep is 1.93938
1110: Timestep is 1.93938
319: Timestep is 1.93938
57: Timestep is 1.93938
601: Timestep is 1.93938
