0: output to qwalk.linear.o
486: Timestep is 1.75633
934: Timestep is 1.75633
859: Timestep is 1.75633
734: Timestep is 1.75633
818: Timestep is 1.75633
236: Timestep is 1.75633
364: Timestep is 1.75633
431: Timestep is 1.75633
996: Timestep is 1.75633
51: Timestep is 1.75633
89: Timestep is 1.75633
293: Timestep is 1.75633
180: Timestep is 1.75633
563: Timestep is 1.75633
686: Timestep is 1.75633
610: Timestep is 1.75633
492: Timestep is 1.75633
938: Timestep is 1.75633
860: Timestep is 1.75633
736: Timestep is 1.75633
819: Timestep is 1.75633
237: Timestep is 1.75633
365: Timestep is 1.75633
432: Timestep is 1.75633
997: Timestep is 1.75633
52: Timestep is 1.75633
90: Timestep is 1.75633
297: Timestep is 1.75633
186: Timestep is 1.75633
564: Timestep is 1.75633
688: Timestep is 1.75633
613: Timestep is 1.75633
496: Timestep is 1.75633
940: Timestep is 1.75633
861: Timestep is 1.75633
743: Timestep is 1.75633
827: Timestep is 1.75633
239: Timestep is 1.75633
367: Timestep is 1.75633
433: Timestep is 1.75633
1001: Timestep is 1.75633
56: Timestep is 1.75633
92: Timestep is 1.75633
298: Timestep is 1.75633
188: Timestep is 1.75633
565: Timestep is 1.75633
690: Timestep is 1.75633
616: Timestep is 1.75633
497: Timestep is 1.75633
941: Timestep is 1.75633
863: Timestep is 1.75633
745: Timestep is 1.75633
828: Timestep is 1.75633
242: Timestep is 1.75633
368: Timestep is 1.75633
434: Timestep is 1.75633
1003: Timestep is 1.75633
61: Timestep is 1.75633
95: Timestep is 1.75633
300: Timestep is 1.75633
128: Timestep is 1.75633
566: Timestep is 1.75633
692: Timestep is 1.75633
617: Timestep is 1.75633
498: Timestep is 1.75633
943: Timestep is 1.75633
865: Timestep is 1.75633
746: Timestep is 1.75633
830: Timestep is 1.75633
244: Timestep is 1.75633
370: Timestep is 1.75633
435: Timestep is 1.75633
1004: Timestep is 1.75633
63: Timestep is 1.75633
115: Timestep is 1.75633
308: Timestep is 1.75633
129: Timestep is 1.75633
567: Timestep is 1.75633
695: Timestep is 1.75633
618: Timestep is 1.75633
502: Timestep is 1.75633
946: Timestep is 1.75633
867: Timestep is 1.75633
748: Timestep is 1.75633
768: Timestep is 1.75633
252: Timestep is 1.75633
371: Timestep is 1.75633
440: Timestep is 1.75633
1005: Timestep is 1.75633
1: Timestep is 1.75633
116: Timestep is 1.75633
311: Timestep is 1.75633
130: Timestep is 1.75633
572: Timestep is 1.75633
696: Timestep is 1.75633
620: Timestep is 1.75633
505: Timestep is 1.75633
950: Timestep is 1.75633
869: Timestep is 1.75633
752: Timestep is 1.75633
770: Timestep is 1.75633
253: Timestep is 1.75633
372: Timestep is 1.75633
441: Timestep is 1.75633
1008: Timestep is 1.75633
2: Timestep is 1.75633
117: Timestep is 1.75633
314: Timestep is 1.75633
131: Timestep is 1.75633
514: Timestep is 1.75633
699: Timestep is 1.75633
622: Timestep is 1.75633
507: Timestep is 1.75633
955: Timestep is 1.75633
870: Timestep is 1.75633
754: Timestep is 1.75633
771: Timestep is 1.75633
254: Timestep is 1.75633
375: Timestep is 1.75633
443: Timestep is 1.75633
1012: Timestep is 1.75633
3: Timestep is 1.75633
122: Timestep is 1.75633
316: Timestep is 1.75633
133: Timestep is 1.75633
515: Timestep is 1.75633
702: Timestep is 1.75633
626: Timestep is 1.75633
508: Timestep is 1.75633
896: Timestep is 1.75633
871: Timestep is 1.75633
758: Timestep is 1.75633
772: Timestep is 1.75633
192: Timestep is 1.75633
380: Timestep is 1.75633
445: Timestep is 1.75633
1013: Timestep is 1.75633
4: Timestep is 1.75633
123: Timestep is 1.75633
317: Timestep is 1.75633
134: Timestep is 1.75633
516: Timestep is 1.75633
640: Timestep is 1.75633
627: Timestep is 1.75633
510: Timestep is 1.75633
897: Timestep is 1.75633
872: Timestep is 1.75633
759: Timestep is 1.75633
773: Timestep is 1.75633
193: Timestep is 1.75633
383: Timestep is 1.75633
446: Timestep is 1.75633
1014: Timestep is 1.75633
5: Timestep is 1.75633
127: Timestep is 1.75633
319: Timestep is 1.75633
135: Timestep is 1.75633
517: Timestep is 1.75633
641: Timestep is 1.75633
628: Timestep is 1.75633
448: Timestep is 1.75633
898: Timestep is 1.75633
876: Timestep is 1.75633
761: Timestep is 1.75633
774: Timestep is 1.75633
194: Timestep is 1.75633
320: Timestep is 1.75633
447: Timestep is 1.75633
1015: Timestep is 1.75633
6: Timestep is 1.75633
64: Timestep is 1.75633
256: Timestep is 1.75633
136: Timestep is 1.75633
519: Timestep is 1.75633
642: Timestep is 1.75633
630: Timestep is 1.75633
449: Timestep is 1.75633
899: Timestep is 1.75633
878: Timestep is 1.75633
704: Timestep is 1.75633
776: Timestep is 1.75633
195: Timestep is 1.75633
321: Timestep is 1.75633
386: Timestep is 1.75633
1016: Timestep is 1.75633
7: Timestep is 1.75633
65: Timestep is 1.75633
257: Timestep is 1.75633
137: Timestep is 1.75633
521: Timestep is 1.75633
643: Timestep is 1.75633
632: Timestep is 1.75633
450: Timestep is 1.75633
900: Timestep is 1.75633
883: Timestep is 1.75633
706: Timestep is 1.75633
777: Timestep is 1.75633
197: Timestep is 1.75633
324: Timestep is 1.75633
387: Timestep is 1.75633
1017: Timestep is 1.75633
8: Timestep is 1.75633
66: Timestep is 1.75633
258: Timestep is 1.75633
138: Timestep is 1.75633
522: Timestep is 1.75633
644: Timestep is 1.75633
636: Timestep is 1.75633
451: Timestep is 1.75633
901: Timestep is 1.75633
884: Timestep is 1.75633
708: Timestep is 1.75633
778: Timestep is 1.75633
198: Timestep is 1.75633
325: Timestep is 1.75633
388: Timestep is 1.75633
1018: Timestep is 1.75633
9: Timestep is 1.75633
67: Timestep is 1.75633
260: Timestep is 1.75633
139: Timestep is 1.75633
523: Timestep is 1.75633
645: Timestep is 1.75633
637: Timestep is 1.75633
452: Timestep is 1.75633
902: Timestep is 1.75633
886: Timestep is 1.75633
709: Timestep is 1.75633
780: Timestep is 1.75633
199: Timestep is 1.75633
326: Timestep is 1.75633
389: Timestep is 1.75633
1021: Timestep is 1.75633
10: Timestep is 1.75633
70: Timestep is 1.75633
261: Timestep is 1.75633
140: Timestep is 1.75633
526: Timestep is 1.75633
646: Timestep is 1.75633
576: Timestep is 1.75633
453: Timestep is 1.75633
903: Timestep is 1.75633
888: Timestep is 1.75633
710: Timestep is 1.75633
781: Timestep is 1.75633
200: Timestep is 1.75633
327: Timestep is 1.75633
390: Timestep is 1.75633
1022: Timestep is 1.75633
11: Timestep is 1.75633
72: Timestep is 1.75633
262: Timestep is 1.75633
141: Timestep is 1.75633
527: Timestep is 1.75633
647: Timestep is 1.75633
577: Timestep is 1.75633
454: Timestep is 1.75633
904: Timestep is 1.75633
889: Timestep is 1.75633
712: Timestep is 1.75633
782: Timestep is 1.75633
201: Timestep is 1.75633
328: Timestep is 1.75633
391: Timestep is 1.75633
960: Timestep is 1.75633
12: Timestep is 1.75633
73: Timestep is 1.75633
263: Timestep is 1.75633
142: Timestep is 1.75633
528: Timestep is 1.75633
648: Timestep is 1.75633
578: Timestep is 1.75633
456: Timestep is 1.75633
905: Timestep is 1.75633
891: Timestep is 1.75633
713: Timestep is 1.75633
783: Timestep is 1.75633
202: Timestep is 1.75633
329: Timestep is 1.75633
392: Timestep is 1.75633
962: Timestep is 1.75633
13: Timestep is 1.75633
76: Timestep is 1.75633
264: Timestep is 1.75633
143: Timestep is 1.75633
529: Timestep is 1.75633
649: Timestep is 1.75633
579: Timestep is 1.75633
458: Timestep is 1.75633
907: Timestep is 1.75633
895: Timestep is 1.75633
714: Timestep is 1.75633
785: Timestep is 1.75633
203: Timestep is 1.75633
332: Timestep is 1.75633
393: Timestep is 1.75633
963: Timestep is 1.75633
14: Timestep is 1.75633
77: Timestep is 1.75633
265: Timestep is 1.75633
144: Timestep is 1.75633
530: Timestep is 1.75633
650: Timestep is 1.75633
580: Timestep is 1.75633
459: Timestep is 1.75633
909: Timestep is 1.75633
833: Timestep is 1.75633
715: Timestep is 1.75633
786: Timestep is 1.75633
204: Timestep is 1.75633
333: Timestep is 1.75633
394: Timestep is 1.75633
964: Timestep is 1.75633
15: Timestep is 1.75633
81: Timestep is 1.75633
266: Timestep is 1.75633
145: Timestep is 1.75633
531: Timestep is 1.75633
651: Timestep is 1.75633
581: Timestep is 1.75633
460: Timestep is 1.75633
910: Timestep is 1.75633
834: Timestep is 1.75633
716: Timestep is 1.75633
789: Timestep is 1.75633
205: Timestep is 1.75633
334: Timestep is 1.75633
395: Timestep is 1.75633
965: Timestep is 1.75633
16: Timestep is 1.75633
83: Timestep is 1.75633
267: Timestep is 1.75633
146: Timestep is 1.75633
532: Timestep is 1.75633
653: Timestep is 1.75633
582: Timestep is 1.75633
461: Timestep is 1.75633
912: Timestep is 1.75633
835: Timestep is 1.75633
717: Timestep is 1.75633
790: Timestep is 1.75633
206: Timestep is 1.75633
335: Timestep is 1.75633
396: Timestep is 1.75633
966: Timestep is 1.75633
17: Timestep is 1.75633
85: Timestep is 1.75633
269: Timestep is 1.75633
147: Timestep is 1.75633
533: Timestep is 1.75633
654: Timestep is 1.75633
583: Timestep is 1.75633
462: Timestep is 1.75633
913: Timestep is 1.75633
836: Timestep is 1.75633
722: Timestep is 1.75633
791: Timestep is 1.75633
208: Timestep is 1.75633
336: Timestep is 1.75633
397: Timestep is 1.75633
967: Timestep is 1.75633
18: Timestep is 1.75633
86: Timestep is 1.75633
272: Timestep is 1.75633
148: Timestep is 1.75633
534: Timestep is 1.75633
655: Timestep is 1.75633
584: Timestep is 1.75633
465: Timestep is 1.75633
914: Timestep is 1.75633
837: Timestep is 1.75633
724: Timestep is 1.75633
793: Timestep is 1.75633
210: Timestep is 1.75633
337: Timestep is 1.75633
399: Timestep is 1.75633
968: Timestep is 1.75633
19: Timestep is 1.75633
87: Timestep is 1.75633
273: Timestep is 1.75633
150: Timestep is 1.75633
535: Timestep is 1.75633
656: Timestep is 1.75633
585: Timestep is 1.75633
466: Timestep is 1.75633
917: Timestep is 1.75633
839: Timestep is 1.75633
725: Timestep is 1.75633
794: Timestep is 1.75633
211: Timestep is 1.75633
338: Timestep is 1.75633
400: Timestep is 1.75633
969: Timestep is 1.75633
20: Timestep is 1.75633
91: Timestep is 1.75633
275: Timestep is 1.75633
153: Timestep is 1.75633
536: Timestep is 1.75633
657: Timestep is 1.75633
586: Timestep is 1.75633
467: Timestep is 1.75633
918: Timestep is 1.75633
842: Timestep is 1.75633
726: Timestep is 1.75633
795: Timestep is 1.75633
212: Timestep is 1.75633
339: Timestep is 1.75633
401: Timestep is 1.75633
970: Timestep is 1.75633
22: Timestep is 1.75633
93: Timestep is 1.75633
277: Timestep is 1.75633
154: Timestep is 1.75633
537: Timestep is 1.75633
660: Timestep is 1.75633
587: Timestep is 1.75633
468: Timestep is 1.75633
920: Timestep is 1.75633
843: Timestep is 1.75633
727: Timestep is 1.75633
796: Timestep is 1.75633
213: Timestep is 1.75633
341: Timestep is 1.75633
402: Timestep is 1.75633
971: Timestep is 1.75633
23: Timestep is 1.75633
94: Timestep is 1.75633
278: Timestep is 1.75633
155: Timestep is 1.75633
538: Timestep is 1.75633
661: Timestep is 1.75633
589: Timestep is 1.75633
469: Timestep is 1.75633
922: Timestep is 1.75633
844: Timestep is 1.75633
729: Timestep is 1.75633
797: Timestep is 1.75633
215: Timestep is 1.75633
342: Timestep is 1.75633
403: Timestep is 1.75633
972: Timestep is 1.75633
25: Timestep is 1.75633
96: Timestep is 1.75633
280: Timestep is 1.75633
156: Timestep is 1.75633
539: Timestep is 1.75633
662: Timestep is 1.75633
590: Timestep is 1.75633
471: Timestep is 1.75633
924: Timestep is 1.75633
846: Timestep is 1.75633
730: Timestep is 1.75633
799: Timestep is 1.75633
218: Timestep is 1.75633
343: Timestep is 1.75633
404: Timestep is 1.75633
973: Timestep is 1.75633
27: Timestep is 1.75633
97: Timestep is 1.75633
281: Timestep is 1.75633
157: Timestep is 1.75633
541: Timestep is 1.75633
663: Timestep is 1.75633
591: Timestep is 1.75633
472: Timestep is 1.75633
926: Timestep is 1.75633
847: Timestep is 1.75633
731: Timestep is 1.75633
800: Timestep is 1.75633
219: Timestep is 1.75633
344: Timestep is 1.75633
405: Timestep is 1.75633
974: Timestep is 1.75633
28: Timestep is 1.75633
98: Timestep is 1.75633
283: Timestep is 1.75633
158: Timestep is 1.75633
542: Timestep is 1.75633
664: Timestep is 1.75633
594: Timestep is 1.75633
473: Timestep is 1.75633
928: Timestep is 1.75633
848: Timestep is 1.75633
733: Timestep is 1.75633
801: Timestep is 1.75633
220: Timestep is 1.75633
345: Timestep is 1.75633
406: Timestep is 1.75633
977: Timestep is 1.75633
29: Timestep is 1.75633
99: Timestep is 1.75633
284: Timestep is 1.75633
159: Timestep is 1.75633
543: Timestep is 1.75633
665: Timestep is 1.75633
595: Timestep is 1.75633
475: Timestep is 1.75633
929: Timestep is 1.75633
849: Timestep is 1.75633
735: Timestep is 1.75633
802: Timestep is 1.75633
221: Timestep is 1.75633
346: Timestep is 1.75633
407: Timestep is 1.75633
978: Timestep is 1.75633
30: Timestep is 1.75633
286: Timestep is 1.75633
161: Timestep is 1.75633
545: Timestep is 1.75633
666: Timestep is 1.75633
597: Timestep is 1.75633
477: Timestep is 1.75633
930: Timestep is 1.75633
851: Timestep is 1.75633
737: Timestep is 1.75633
805: Timestep is 1.75633
222: Timestep is 1.75633
347: Timestep is 1.75633
408: Timestep is 1.75633
981: Timestep is 1.75633
31: Timestep is 1.75633
288: Timestep is 1.75633
163: Timestep is 1.75633
546: Timestep is 1.75633
668: Timestep is 1.75633
602: Timestep is 1.75633
478: Timestep is 1.75633
931: Timestep is 1.75633
853: Timestep is 1.75633
738: Timestep is 1.75633
806: Timestep is 1.75633
223: Timestep is 1.75633
349: Timestep is 1.75633
409: Timestep is 1.75633
982: Timestep is 1.75633
32: Timestep is 1.75633
289: Timestep is 1.75633
166: Timestep is 1.75633
547: Timestep is 1.75633
669: Timestep is 1.75633
603: Timestep is 1.75633
480: Timestep is 1.75633
932: Timestep is 1.75633
856: Timestep is 1.75633
739: Timestep is 1.75633
807: Timestep is 1.75633
224: Timestep is 1.75633
350: Timestep is 1.75633
410: Timestep is 1.75633
983: Timestep is 1.75633
33: Timestep is 1.75633
290: Timestep is 1.75633
167: Timestep is 1.75633
549: Timestep is 1.75633
670: Timestep is 1.75633
605: Timestep is 1.75633
481: Timestep is 1.75633
933: Timestep is 1.75633
857: Timestep is 1.75633
740: Timestep is 1.75633
808: Timestep is 1.75633
227: Timestep is 1.75633
351: Timestep is 1.75633
411: Timestep is 1.75633
984: Timestep is 1.75633
34: Timestep is 1.75633
100: Timestep is 1.75633
291: Timestep is 1.75633
169: Timestep is 1.75633
550: Timestep is 1.75633
672: Timestep is 1.75633
607: Timestep is 1.75633
482: Timestep is 1.75633
935: Timestep is 1.75633
862: Timestep is 1.75633
741: Timestep is 1.75633
809: Timestep is 1.75633
228: Timestep is 1.75633
352: Timestep is 1.75633
413: Timestep is 1.75633
985: Timestep is 1.75633
35: Timestep is 1.75633
101: Timestep is 1.75633
294: Timestep is 1.75633
171: Timestep is 1.75633
551: Timestep is 1.75633
674: Timestep is 1.75633
609: Timestep is 1.75633
484: Timestep is 1.75633
936: Timestep is 1.75633
864: Timestep is 1.75633
742: Timestep is 1.75633
810: Timestep is 1.75633
229: Timestep is 1.75633
353: Timestep is 1.75633
415: Timestep is 1.75633
986: Timestep is 1.75633
36: Timestep is 1.75633
102: Timestep is 1.75633
295: Timestep is 1.75633
172: Timestep is 1.75633
552: Timestep is 1.75633
676: Timestep is 1.75633
611: Timestep is 1.75633
487: Timestep is 1.75633
937: Timestep is 1.75633
866: Timestep is 1.75633
744: Timestep is 1.75633
811: Timestep is 1.75633
230: Timestep is 1.75633
355: Timestep is 1.75633
417: Timestep is 1.75633
987: Timestep is 1.75633
37: Timestep is 1.75633
103: Timestep is 1.75633
296: Timestep is 1.75633
173: Timestep is 1.75633
553: Timestep is 1.75633
677: Timestep is 1.75633
612: Timestep is 1.75633
488: Timestep is 1.75633
939: Timestep is 1.75633
868: Timestep is 1.75633
747: Timestep is 1.75633
812: Timestep is 1.75633
231: Timestep is 1.75633
356: Timestep is 1.75633
419: Timestep is 1.75633
988: Timestep is 1.75633
38: Timestep is 1.75633
104: Timestep is 1.75633
299: Timestep is 1.75633
174: Timestep is 1.75633
554: Timestep is 1.75633
678: Timestep is 1.75633
614: Timestep is 1.75633
489: Timestep is 1.75633
942: Timestep is 1.75633
873: Timestep is 1.75633
749: Timestep is 1.75633
813: Timestep is 1.75633
233: Timestep is 1.75633
358: Timestep is 1.75633
420: Timestep is 1.75633
989: Timestep is 1.75633
40: Timestep is 1.75633
105: Timestep is 1.75633
301: Timestep is 1.75633
175: Timestep is 1.75633
555: Timestep is 1.75633
683: Timestep is 1.75633
615: Timestep is 1.75633
490: Timestep is 1.75633
944: Timestep is 1.75633
874: Timestep is 1.75633
750: Timestep is 1.75633
814: Timestep is 1.75633
234: Timestep is 1.75633
359: Timestep is 1.75633
421: Timestep is 1.75633
998: Timestep is 1.75633
42: Timestep is 1.75633
106: Timestep is 1.75633
302: Timestep is 1.75633
176: Timestep is 1.75633
557: Timestep is 1.75633
684: Timestep is 1.75633
619: Timestep is 1.75633
491: Timestep is 1.75633
945: Timestep is 1.75633
875: Timestep is 1.75633
751: Timestep is 1.75633
815: Timestep is 1.75633
238: Timestep is 1.75633
361: Timestep is 1.75633
424: Timestep is 1.75633
999: Timestep is 1.75633
43: Timestep is 1.75633
107: Timestep is 1.75633
303: Timestep is 1.75633
178: Timestep is 1.75633
558: Timestep is 1.75633
685: Timestep is 1.75633
621: Timestep is 1.75633
493: Timestep is 1.75633
947: Timestep is 1.75633
877: Timestep is 1.75633
753: Timestep is 1.75633
816: Timestep is 1.75633
240: Timestep is 1.75633
362: Timestep is 1.75633
425: Timestep is 1.75633
1000: Timestep is 1.75633
47: Timestep is 1.75633
108: Timestep is 1.75633
304: Timestep is 1.75633
179: Timestep is 1.75633
559: Timestep is 1.75633
687: Timestep is 1.75633
623: Timestep is 1.75633
494: Timestep is 1.75633
948: Timestep is 1.75633
879: Timestep is 1.75633
755: Timestep is 1.75633
817: Timestep is 1.75633
241: Timestep is 1.75633
366: Timestep is 1.75633
426: Timestep is 1.75633
1002: Timestep is 1.75633
48: Timestep is 1.75633
109: Timestep is 1.75633
305: Timestep is 1.75633
181: Timestep is 1.75633
560: Timestep is 1.75633
689: Timestep is 1.75633
624: Timestep is 1.75633
495: Timestep is 1.75633
949: Timestep is 1.75633
880: Timestep is 1.75633
756: Timestep is 1.75633
820: Timestep is 1.75633
243: Timestep is 1.75633
369: Timestep is 1.75633
427: Timestep is 1.75633
1006: Timestep is 1.75633
50: Timestep is 1.75633
110: Timestep is 1.75633
306: Timestep is 1.75633
182: Timestep is 1.75633
561: Timestep is 1.75633
691: Timestep is 1.75633
625: Timestep is 1.75633
499: Timestep is 1.75633
951: Timestep is 1.75633
881: Timestep is 1.75633
757: Timestep is 1.75633
821: Timestep is 1.75633
245: Timestep is 1.75633
373: Timestep is 1.75633
429: Timestep is 1.75633
1007: Timestep is 1.75633
53: Timestep is 1.75633
111: Timestep is 1.75633
307: Timestep is 1.75633
183: Timestep is 1.75633
568: Timestep is 1.75633
693: Timestep is 1.75633
629: Timestep is 1.75633
500: Timestep is 1.75633
952: Timestep is 1.75633
882: Timestep is 1.75633
760: Timestep is 1.75633
822: Timestep is 1.75633
246: Timestep is 1.75633
374: Timestep is 1.75633
430: Timestep is 1.75633
1009: Timestep is 1.75633
54: Timestep is 1.75633
112: Timestep is 1.75633
309: Timestep is 1.75633
184: Timestep is 1.75633
569: Timestep is 1.75633
694: Timestep is 1.75633
631: Timestep is 1.75633
501: Timestep is 1.75633
953: Timestep is 1.75633
885: Timestep is 1.75633
762: Timestep is 1.75633
823: Timestep is 1.75633
247: Timestep is 1.75633
376: Timestep is 1.75633
436: Timestep is 1.75633
1010: Timestep is 1.75633
55: Timestep is 1.75633
113: Timestep is 1.75633
310: Timestep is 1.75633
185: Timestep is 1.75633
570: Timestep is 1.75633
697: Timestep is 1.75633
633: Timestep is 1.75633
503: Timestep is 1.75633
954: Timestep is 1.75633
887: Timestep is 1.75633
763: Timestep is 1.75633
824: Timestep is 1.75633
248: Timestep is 1.75633
377: Timestep is 1.75633
437: Timestep is 1.75633
1011: Timestep is 1.75633
57: Timestep is 1.75633
114: Timestep is 1.75633
312: Timestep is 1.75633
187: Timestep is 1.75633
571: Timestep is 1.75633
698: Timestep is 1.75633
634: Timestep is 1.75633
504: Timestep is 1.75633
956: Timestep is 1.75633
890: Timestep is 1.75633
764: Timestep is 1.75633
825: Timestep is 1.75633
249: Timestep is 1.75633
378: Timestep is 1.75633
438: Timestep is 1.75633
1019: Timestep is 1.75633
58: Timestep is 1.75633
118: Timestep is 1.75633
313: Timestep is 1.75633
189: Timestep is 1.75633
573: Timestep is 1.75633
700: Timestep is 1.75633
635: Timestep is 1.75633
506: Timestep is 1.75633
957: Timestep is 1.75633
892: Timestep is 1.75633
765: Timestep is 1.75633
826: Timestep is 1.75633
250: Timestep is 1.75633
379: Timestep is 1.75633
439: Timestep is 1.75633
1020: Timestep is 1.75633
59: Timestep is 1.75633
119: Timestep is 1.75633
315: Timestep is 1.75633
190: Timestep is 1.75633
574: Timestep is 1.75633
701: Timestep is 1.75633
638: Timestep is 1.75633
509: Timestep is 1.75633
958: Timestep is 1.75633
893: Timestep is 1.75633
766: Timestep is 1.75633
829: Timestep is 1.75633
251: Timestep is 1.75633
381: Timestep is 1.75633
442: Timestep is 1.75633
1023: Timestep is 1.75633
60: Timestep is 1.75633
120: Timestep is 1.75633
318: Timestep is 1.75633
191: Timestep is 1.75633
575: Timestep is 1.75633
703: Timestep is 1.75633
639: Timestep is 1.75633
511: Timestep is 1.75633
959: Timestep is 1.75633
894: Timestep is 1.75633
767: Timestep is 1.75633
831: Timestep is 1.75633
255: Timestep is 1.75633
382: Timestep is 1.75633
444: Timestep is 1.75633
62: Timestep is 1.75633
121: Timestep is 1.75633
124: Timestep is 1.75633
125: Timestep is 1.75633
126: Timestep is 1.75633
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
1: Write took 0 seconds
energy derivative -0.07090485209 +/- 0.0005906774834
energy derivative -0.09699801155 +/- 0.001023679756
energy derivative -0.07929720387 +/- 0.002085995876
energy derivative -0.05102675399 +/- 0.00479629275
energy derivative -0.0297140898 +/- 0.009992977406
energy derivative -0.04256744441 +/- 0.0003603744691
energy derivative -0.08795341631 +/- 0.0008092728896
energy derivative -0.07584046599 +/- 0.001069873314
energy derivative -0.03073562905 +/- 0.0009268088036
energy derivative -0.008538059664 +/- 0.0005588910374
energy derivative -0.2371330028 +/- 0.001866678174
energy derivative -0.3006341288 +/- 0.001676435257
energy derivative -0.2184106489 +/- 0.001926144869
energy derivative -0.1087079205 +/- 0.002540715977
energy derivative -0.03857381638 +/- 0.002862166875
