0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
1440: Timestep is 1.7154
373: Timestep is 1.7154
1706: Timestep is 1.7154
0: Timestep is 1.7154
823: Timestep is 1.7154
1176: Timestep is 1.7154
1904: Timestep is 1.7154
544: Timestep is 1.7154
2035: Timestep is 1.7154
2107: Timestep is 1.7154
1907: Timestep is 1.7154
1378: Timestep is 1.7154
1045: Timestep is 1.7154
1916: Timestep is 1.7154
378: Timestep is 1.7154
1180: Timestep is 1.7154
1737: Timestep is 1.7154
2: Timestep is 1.7154
1379: Timestep is 1.7154
1083: Timestep is 1.7154
1256: Timestep is 1.7154
1924: Timestep is 1.7154
1759: Timestep is 1.7154
272: Timestep is 1.7154
3: Timestep is 1.7154
1385: Timestep is 1.7154
1085: Timestep is 1.7154
1092: Timestep is 1.7154
1882: Timestep is 1.7154
276: Timestep is 1.7154
1929: Timestep is 1.7154
5: Timestep is 1.7154
1632: Timestep is 1.7154
1390: Timestep is 1.7154
825: Timestep is 1.7154
1100: Timestep is 1.7154
279: Timestep is 1.7154
1931: Timestep is 1.7154
1635: Timestep is 1.7154
826: Timestep is 1.7154
1102: Timestep is 1.7154
1937: Timestep is 1.7154
1944: Timestep is 1.7154
604: Timestep is 1.7154
672: Timestep is 1.7154
546: Timestep is 1.7154
547: Timestep is 1.7154
549: Timestep is 1.7154
1948: Timestep is 1.7154
550: Timestep is 1.7154
551: Timestep is 1.7154
555: Timestep is 1.7154
6: Timestep is 1.7154
283: Timestep is 1.7154
835: Timestep is 1.7154
1636: Timestep is 1.7154
1396: Timestep is 1.7154
11: Timestep is 1.7154
286: Timestep is 1.7154
1404: Timestep is 1.7154
17: Timestep is 1.7154
837: Timestep is 1.7154
1408: Timestep is 1.7154
19: Timestep is 1.7154
289: Timestep is 1.7154
844: Timestep is 1.7154
1106: Timestep is 1.7154
1642: Timestep is 1.7154
1410: Timestep is 1.7154
561: Timestep is 1.7154
20: Timestep is 1.7154
290: Timestep is 1.7154
845: Timestep is 1.7154
1110: Timestep is 1.7154
1955: Timestep is 1.7154
1649: Timestep is 1.7154
1414: Timestep is 1.7154
563: Timestep is 1.7154
24: Timestep is 1.7154
295: Timestep is 1.7154
846: Timestep is 1.7154
1117: Timestep is 1.7154
1650: Timestep is 1.7154
1418: Timestep is 1.7154
565: Timestep is 1.7154
30: Timestep is 1.7154
300: Timestep is 1.7154
848: Timestep is 1.7154
1124: Timestep is 1.7154
1959: Timestep is 1.7154
1653: Timestep is 1.7154
1430: Timestep is 1.7154
572: Timestep is 1.7154
