#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         BlockWeight         BlockCPU            AcceptRatio         
         0   -5.9142165829e+00    3.5008791765e+01   -9.6667650060e+00    3.7525484231e+00    7.6986714828e+00    7.0352107511e+00   -2.5162914551e+01    7.6226731159e-01    5.0400000000e+04    3.3110127639e-01    5.7180369544e-01
         1   -5.9136004654e+00    3.5000639887e+01   -9.6469025482e+00    3.7333020828e+00    7.6943334011e+00    7.0352107511e+00   -2.5152844703e+01    7.7639800259e-01    5.0400000000e+04    3.3085216412e-01    5.7296378968e-01
         2   -5.9132007882e+00    3.5000677443e+01   -9.6557663995e+00    3.7425656112e+00    7.6885005612e+00    7.0352107511e+00   -2.5136587958e+01    7.5711024579e-01    5.0400000000e+04    3.3063647158e-01    5.7203000992e-01
         3   -5.9148913635e+00    3.5017033584e+01   -9.6436519849e+00    3.7287606214e+00    7.7062412008e+00    7.0352107511e+00   -2.5171114269e+01    7.8601033229e-01    5.0400000000e+04    3.3088690116e-01    5.7200830853e-01
         4   -5.9136582265e+00    3.5003150724e+01   -9.6687561241e+00    3.7550978977e+00    7.7065858111e+00    7.0352107511e+00   -2.5199082590e+01    7.8852990392e-01    5.0400000000e+04    3.3117913267e-01    5.7220300099e-01
         5   -5.9145576232e+00    3.5015318548e+01   -9.6614609988e+00    3.7469033756e+00    7.7127113590e+00    7.0352107511e+00   -2.5184821961e+01    7.7543885242e-01    5.0400000000e+04    3.3079189413e-01    5.7273065476e-01
         6   -5.9163948416e+00    3.5033933769e+01   -9.6452292762e+00    3.7288344346e+00    7.6907217517e+00    7.0352107511e+00   -2.5143178545e+01    7.7201676651e-01    5.0400000000e+04    3.3058688276e-01    5.7265252976e-01
         7   -5.9148892122e+00    3.5015926438e+01   -9.6557757350e+00    3.7408865228e+00    7.6900349069e+00    7.0352107511e+00   -2.5149072882e+01    7.6805148894e-01    5.0400000000e+04    3.3042638509e-01    5.7247519841e-01
         8   -5.9166441757e+00    3.5039606457e+01   -9.6997111822e+00    3.7830670066e+00    7.7134167673e+00    7.0352107511e+00   -2.5220300067e+01    7.7196136675e-01    5.0400000000e+04    3.3141450596e-01    5.7133184524e-01
         9   -5.9151731555e+00    3.5024031234e+01   -9.6541233421e+00    3.7389501866e+00    7.7139228994e+00    7.0352107511e+00   -2.5190896354e+01    7.8763936132e-01    5.0400000000e+04    3.3140886092e-01    5.7196552579e-01
        10   -5.9155405462e+00    3.5024571881e+01   -9.6791993626e+00    3.7636588164e+00    7.7023780482e+00    7.0352107511e+00   -2.5190014680e+01    7.7322651771e-01    5.0400000000e+04    3.3096352615e-01    5.7299293155e-01
        11   -5.9152547657e+00    3.5024605637e+01   -9.6661290306e+00    3.7508742649e+00    7.7018674321e+00    7.0352107511e+00   -2.5183627547e+01    7.8042033333e-01    5.0400000000e+04    3.3116929510e-01    5.7303881448e-01
        12   -5.9156415511e+00    3.5025594803e+01   -9.6540883922e+00    3.7384468412e+00    7.7067154445e+00    7.0352107511e+00   -2.5162772862e+01    7.6675827457e-01    5.0400000000e+04    3.3091289172e-01    5.7280567956e-01
        13   -5.9133937731e+00    3.4999747300e+01   -9.6466462400e+00    3.7332524669e+00    7.7020622412e+00    7.0352107511e+00   -2.5168494197e+01    7.8457496469e-01    5.0400000000e+04    3.3085813599e-01    5.7328869048e-01
        14   -5.9153400885e+00    3.5021370674e+01   -9.6778618927e+00    3.7625218042e+00    7.6951761330e+00    7.0352107511e+00   -2.5176338722e+01    7.6808994560e-01    5.0400000000e+04    3.3094321626e-01    5.7191282242e-01
        15   -5.9137585584e+00    3.5002493651e+01   -9.6489634130e+00    3.7352048546e+00    7.6915272493e+00    7.0352107511e+00   -2.5140826676e+01    7.6512526238e-01    5.0400000000e+04    3.3063079426e-01    5.7231708829e-01
        16   -5.9157533214e+00    3.5027903251e+01   -9.6665685542e+00    3.7508152328e+00    7.6855252097e+00    7.0352107511e+00   -2.5149925813e+01    7.6262129770e-01    5.0400000000e+04    3.3056497967e-01    5.7273685516e-01
        17   -5.9154138799e+00    3.5022715813e+01   -9.6625676322e+00    3.7471537523e+00    7.6947327651e+00    7.0352107511e+00   -2.5168952637e+01    7.7644148872e-01    5.0400000000e+04    3.3077234113e-01    5.7283482143e-01
        18   -5.9142996894e+00    3.5012003089e+01   -9.6421733798e+00    3.7278736904e+00    7.6880811133e+00    7.0352107511e+00   -2.5130672065e+01    7.6520682076e-01    5.0400000000e+04    3.3029509563e-01    5.7297247024e-01
        19   -5.9140256599e+00    3.5020134479e+01   -9.6582201795e+00    3.7441945196e+00    7.7057299780e+00    7.0352107511e+00   -2.5191450764e+01    7.9228985511e-01    5.0400000000e+04    3.3117827174e-01    5.7262958829e-01
