0: output to qw.dmc.o
1906: Timestep is 1.31977941176471
1110: Timestep is 1.31977941176471
2027: Timestep is 1.31977941176471
620: Timestep is 1.31977941176471
0: Timestep is 1.31977941176471
1632: Timestep is 1.31977941176471
1365: Timestep is 1.31977941176471
386: Timestep is 1.31977941176471
816: Timestep is 1.31977941176471
2038: Timestep is 1.31977941176471
1189: Timestep is 1.31977941176471
1915: Timestep is 1.31977941176471
544: Timestep is 1.31977941176471
395: Timestep is 1.31977941176471
1: Timestep is 1.31977941176471
1088: Timestep is 1.31977941176471
545: Timestep is 1.31977941176471
396: Timestep is 1.31977941176471
13: Timestep is 1.31977941176471
1092: Timestep is 1.31977941176471
546: Timestep is 1.31977941176471
399: Timestep is 1.31977941176471
14: Timestep is 1.31977941176471
1937: Timestep is 1.31977941176471
547: Timestep is 1.31977941176471
432: Timestep is 1.31977941176471
21: Timestep is 1.31977941176471
1098: Timestep is 1.31977941176471
1939: Timestep is 1.31977941176471
548: Timestep is 1.31977941176471
1104: Timestep is 1.31977941176471
530: Timestep is 1.31977941176471
1943: Timestep is 1.31977941176471
276: Timestep is 1.31977941176471
1693: Timestep is 1.31977941176471
1472: Timestep is 1.31977941176471
1724: Timestep is 1.31977941176471
1603: Timestep is 1.31977941176471
1765: Timestep is 1.31977941176471
1360: Timestep is 1.31977941176471
1955: Timestep is 1.31977941176471
941: Timestep is 1.31977941176471
1855: Timestep is 1.31977941176471
1361: Timestep is 1.31977941176471
817: Timestep is 1.31977941176471
1634: Timestep is 1.31977941176471
818: Timestep is 1.31977941176471
1636: Timestep is 1.31977941176471
819: Timestep is 1.31977941176471
1637: Timestep is 1.31977941176471
1959: Timestep is 1.31977941176471
820: Timestep is 1.31977941176471
1638: Timestep is 1.31977941176471
822: Timestep is 1.31977941176471
1639: Timestep is 1.31977941176471
1643: Timestep is 1.31977941176471
550: Timestep is 1.31977941176471
24: Timestep is 1.31977941176471
1107: Timestep is 1.31977941176471
1963: Timestep is 1.31977941176471
824: Timestep is 1.31977941176471
1644: Timestep is 1.31977941176471
1363: Timestep is 1.31977941176471
27: Timestep is 1.31977941176471
1109: Timestep is 1.31977941176471
1977: Timestep is 1.31977941176471
826: Timestep is 1.31977941176471
1647: Timestep is 1.31977941176471
1364: Timestep is 1.31977941176471
552: Timestep is 1.31977941176471
1984: Timestep is 1.31977941176471
827: Timestep is 1.31977941176471
1648: Timestep is 1.31977941176471
1366: Timestep is 1.31977941176471
279: Timestep is 1.31977941176471
36: Timestep is 1.31977941176471
1985: Timestep is 1.31977941176471
828: Timestep is 1.31977941176471
1649: Timestep is 1.31977941176471
1111: Timestep is 1.31977941176471
1992: Timestep is 1.31977941176471
829: Timestep is 1.31977941176471
1653: Timestep is 1.31977941176471
558: Timestep is 1.31977941176471
287: Timestep is 1.31977941176471
1367: Timestep is 1.31977941176471
559: Timestep is 1.31977941176471
291: Timestep is 1.31977941176471
41: Timestep is 1.31977941176471
1113: Timestep is 1.31977941176471
830: Timestep is 1.31977941176471
1654: Timestep is 1.31977941176471
1370: Timestep is 1.31977941176471
561: Timestep is 1.31977941176471
292: Timestep is 1.31977941176471
51: Timestep is 1.31977941176471
1114: Timestep is 1.31977941176471
1655: Timestep is 1.31977941176471
1384: Timestep is 1.31977941176471
566: Timestep is 1.31977941176471
297: Timestep is 1.31977941176471
55: Timestep is 1.31977941176471
1117: Timestep is 1.31977941176471
1385: Timestep is 1.31977941176471
569: Timestep is 1.31977941176471
299: Timestep is 1.31977941176471
70: Timestep is 1.31977941176471
1125: Timestep is 1.31977941176471
77: Timestep is 1.31977941176471
572: Timestep is 1.31977941176471
305: Timestep is 1.31977941176471
1126: Timestep is 1.31977941176471
1995: Timestep is 1.31977941176471
833: Timestep is 1.31977941176471
1664: Timestep is 1.31977941176471
1387: Timestep is 1.31977941176471
573: Timestep is 1.31977941176471
80: Timestep is 1.31977941176471
1131: Timestep is 1.31977941176471
1996: Timestep is 1.31977941176471
834: Timestep is 1.31977941176471
1667: Timestep is 1.31977941176471
1389: Timestep is 1.31977941176471
574: Timestep is 1.31977941176471
2017: Timestep is 1.31977941176471
838: Timestep is 1.31977941176471
1673: Timestep is 1.31977941176471
1390: Timestep is 1.31977941176471
584: Timestep is 1.31977941176471
306: Timestep is 1.31977941176471
1141: Timestep is 1.31977941176471
2024: Timestep is 1.31977941176471
840: Timestep is 1.31977941176471
1674: Timestep is 1.31977941176471
586: Timestep is 1.31977941176471
82: Timestep is 1.31977941176471
2026: Timestep is 1.31977941176471
842: Timestep is 1.31977941176471
1679: Timestep is 1.31977941176471
1391: Timestep is 1.31977941176471
587: Timestep is 1.31977941176471
2032: Timestep is 1.31977941176471
843: Timestep is 1.31977941176471
590: Timestep is 1.31977941176471
307: Timestep is 1.31977941176471
88: Timestep is 1.31977941176471
1144: Timestep is 1.31977941176471
846: Timestep is 1.31977941176471
1680: Timestep is 1.31977941176471
1393: Timestep is 1.31977941176471
312: Timestep is 1.31977941176471
92: Timestep is 1.31977941176471
1145: Timestep is 1.31977941176471
2068: Timestep is 1.31977941176471
1681: Timestep is 1.31977941176471
1394: Timestep is 1.31977941176471
314: Timestep is 1.31977941176471
1149: Timestep is 1.31977941176471
1396: Timestep is 1.31977941176471
96: Timestep is 1.31977941176471
315: Timestep is 1.31977941176471
1151: Timestep is 1.31977941176471
101: Timestep is 1.31977941176471
319: Timestep is 1.31977941176471
104: Timestep is 1.31977941176471
592: Timestep is 1.31977941176471
2075: Timestep is 1.31977941176471
847: Timestep is 1.31977941176471
1682: Timestep is 1.31977941176471
601: Timestep is 1.31977941176471
2087: Timestep is 1.31977941176471
848: Timestep is 1.31977941176471
1397: Timestep is 1.31977941176471
602: Timestep is 1.31977941176471
2090: Timestep is 1.31977941176471
849: Timestep is 1.31977941176471
1683: Timestep is 1.31977941176471
603: Timestep is 1.31977941176471
1152: Timestep is 1.31977941176471
2094: Timestep is 1.31977941176471
852: Timestep is 1.31977941176471
1400: Timestep is 1.31977941176471
1688: Timestep is 1.31977941176471
607: Timestep is 1.31977941176471
321: Timestep is 1.31977941176471
1161: Timestep is 1.31977941176471
853: Timestep is 1.31977941176471
609: Timestep is 1.31977941176471
322: Timestep is 1.31977941176471
108: Timestep is 1.31977941176471
1164: Timestep is 1.31977941176471
2103: Timestep is 1.31977941176471
1691: Timestep is 1.31977941176471
1403: Timestep is 1.31977941176471
612: Timestep is 1.31977941176471
324: Timestep is 1.31977941176471
109: Timestep is 1.31977941176471
1167: Timestep is 1.31977941176471
2162: Timestep is 1.31977941176471
854: Timestep is 1.31977941176471
325: Timestep is 1.31977941176471
112: Timestep is 1.31977941176471
1171: Timestep is 1.31977941176471
1913: Timestep is 1.31977941176471
855: Timestep is 1.31977941176471
1700: Timestep is 1.31977941176471
1415: Timestep is 1.31977941176471
326: Timestep is 1.31977941176471
113: Timestep is 1.31977941176471
1176: Timestep is 1.31977941176471
1702: Timestep is 1.31977941176471
1417: Timestep is 1.31977941176471
327: Timestep is 1.31977941176471
115: Timestep is 1.31977941176471
1717: Timestep is 1.31977941176471
1418: Timestep is 1.31977941176471
613: Timestep is 1.31977941176471
328: Timestep is 1.31977941176471
116: Timestep is 1.31977941176471
1177: Timestep is 1.31977941176471
1914: Timestep is 1.31977941176471
857: Timestep is 1.31977941176471
1419: Timestep is 1.31977941176471
617: Timestep is 1.31977941176471
120: Timestep is 1.31977941176471
1178: Timestep is 1.31977941176471
858: Timestep is 1.31977941176471
1421: Timestep is 1.31977941176471
619: Timestep is 1.31977941176471
1186: Timestep is 1.31977941176471
1919: Timestep is 1.31977941176471
1718: Timestep is 1.31977941176471
622: Timestep is 1.31977941176471
132: Timestep is 1.31977941176471
1422: Timestep is 1.31977941176471
862: Timestep is 1.31977941176471
1725: Timestep is 1.31977941176471
625: Timestep is 1.31977941176471
329: Timestep is 1.31977941176471
133: Timestep is 1.31977941176471
1190: Timestep is 1.31977941176471
1920: Timestep is 1.31977941176471
865: Timestep is 1.31977941176471
1729: Timestep is 1.31977941176471
1425: Timestep is 1.31977941176471
627: Timestep is 1.31977941176471
332: Timestep is 1.31977941176471
136: Timestep is 1.31977941176471
1191: Timestep is 1.31977941176471
1921: Timestep is 1.31977941176471
867: Timestep is 1.31977941176471
1730: Timestep is 1.31977941176471
630: Timestep is 1.31977941176471
334: Timestep is 1.31977941176471
138: Timestep is 1.31977941176471
1196: Timestep is 1.31977941176471
1922: Timestep is 1.31977941176471
868: Timestep is 1.31977941176471
1731: Timestep is 1.31977941176471
1429: Timestep is 1.31977941176471
336: Timestep is 1.31977941176471
141: Timestep is 1.31977941176471
1201: Timestep is 1.31977941176471
1925: Timestep is 1.31977941176471
869: Timestep is 1.31977941176471
1735: Timestep is 1.31977941176471
1430: Timestep is 1.31977941176471
337: Timestep is 1.31977941176471
143: Timestep is 1.31977941176471
1205: Timestep is 1.31977941176471
1926: Timestep is 1.31977941176471
1736: Timestep is 1.31977941176471
1433: Timestep is 1.31977941176471
632: Timestep is 1.31977941176471
338: Timestep is 1.31977941176471
146: Timestep is 1.31977941176471
1211: Timestep is 1.31977941176471
1927: Timestep is 1.31977941176471
872: Timestep is 1.31977941176471
1435: Timestep is 1.31977941176471
633: Timestep is 1.31977941176471
339: Timestep is 1.31977941176471
1222: Timestep is 1.31977941176471
1436: Timestep is 1.31977941176471
634: Timestep is 1.31977941176471
340: Timestep is 1.31977941176471
1930: Timestep is 1.31977941176471
874: Timestep is 1.31977941176471
1737: Timestep is 1.31977941176471
641: Timestep is 1.31977941176471
341: Timestep is 1.31977941176471
149: Timestep is 1.31977941176471
1437: Timestep is 1.31977941176471
342: Timestep is 1.31977941176471
875: Timestep is 1.31977941176471
1739: Timestep is 1.31977941176471
647: Timestep is 1.31977941176471
343: Timestep is 1.31977941176471
151: Timestep is 1.31977941176471
1932: Timestep is 1.31977941176471
880: Timestep is 1.31977941176471
1438: Timestep is 1.31977941176471
652: Timestep is 1.31977941176471
1958: Timestep is 1.31977941176471
1743: Timestep is 1.31977941176471
656: Timestep is 1.31977941176471
344: Timestep is 1.31977941176471
153: Timestep is 1.31977941176471
1231: Timestep is 1.31977941176471
1961: Timestep is 1.31977941176471
882: Timestep is 1.31977941176471
1748: Timestep is 1.31977941176471
1439: Timestep is 1.31977941176471
351: Timestep is 1.31977941176471
158: Timestep is 1.31977941176471
1236: Timestep is 1.31977941176471
1967: Timestep is 1.31977941176471
886: Timestep is 1.31977941176471
1749: Timestep is 1.31977941176471
354: Timestep is 1.31977941176471
161: Timestep is 1.31977941176471
1243: Timestep is 1.31977941176471
1972: Timestep is 1.31977941176471
888: Timestep is 1.31977941176471
1751: Timestep is 1.31977941176471
1448: Timestep is 1.31977941176471
163: Timestep is 1.31977941176471
1257: Timestep is 1.31977941176471
1757: Timestep is 1.31977941176471
1449: Timestep is 1.31977941176471
1264: Timestep is 1.31977941176471
1451: Timestep is 1.31977941176471
657: Timestep is 1.31977941176471
355: Timestep is 1.31977941176471
172: Timestep is 1.31977941176471
1973: Timestep is 1.31977941176471
890: Timestep is 1.31977941176471
1452: Timestep is 1.31977941176471
658: Timestep is 1.31977941176471
356: Timestep is 1.31977941176471
1280: Timestep is 1.31977941176471
898: Timestep is 1.31977941176471
1456: Timestep is 1.31977941176471
361: Timestep is 1.31977941176471
1283: Timestep is 1.31977941176471
1758: Timestep is 1.31977941176471
1459: Timestep is 1.31977941176471
362: Timestep is 1.31977941176471
173: Timestep is 1.31977941176471
1981: Timestep is 1.31977941176471
1460: Timestep is 1.31977941176471
664: Timestep is 1.31977941176471
901: Timestep is 1.31977941176471
1465: Timestep is 1.31977941176471
670: Timestep is 1.31977941176471
176: Timestep is 1.31977941176471
1287: Timestep is 1.31977941176471
1986: Timestep is 1.31977941176471
903: Timestep is 1.31977941176471
1759: Timestep is 1.31977941176471
671: Timestep is 1.31977941176471
177: Timestep is 1.31977941176471
1290: Timestep is 1.31977941176471
1988: Timestep is 1.31977941176471
905: Timestep is 1.31977941176471
1469: Timestep is 1.31977941176471
675: Timestep is 1.31977941176471
365: Timestep is 1.31977941176471
178: Timestep is 1.31977941176471
1998: Timestep is 1.31977941176471
909: Timestep is 1.31977941176471
1771: Timestep is 1.31977941176471
1470: Timestep is 1.31977941176471
677: Timestep is 1.31977941176471
184: Timestep is 1.31977941176471
1293: Timestep is 1.31977941176471
2000: Timestep is 1.31977941176471
912: Timestep is 1.31977941176471
1772: Timestep is 1.31977941176471
187: Timestep is 1.31977941176471
2015: Timestep is 1.31977941176471
1776: Timestep is 1.31977941176471
366: Timestep is 1.31977941176471
1300: Timestep is 1.31977941176471
1777: Timestep is 1.31977941176471
1473: Timestep is 1.31977941176471
368: Timestep is 1.31977941176471
1307: Timestep is 1.31977941176471
1785: Timestep is 1.31977941176471
370: Timestep is 1.31977941176471
1313: Timestep is 1.31977941176471
1474: Timestep is 1.31977941176471
372: Timestep is 1.31977941176471
1320: Timestep is 1.31977941176471
1475: Timestep is 1.31977941176471
680: Timestep is 1.31977941176471
375: Timestep is 1.31977941176471
913: Timestep is 1.31977941176471
1479: Timestep is 1.31977941176471
193: Timestep is 1.31977941176471
708: Timestep is 1.31977941176471
205: Timestep is 1.31977941176471
2019: Timestep is 1.31977941176471
916: Timestep is 1.31977941176471
1790: Timestep is 1.31977941176471
1480: Timestep is 1.31977941176471
714: Timestep is 1.31977941176471
212: Timestep is 1.31977941176471
2020: Timestep is 1.31977941176471
918: Timestep is 1.31977941176471
718: Timestep is 1.31977941176471
213: Timestep is 1.31977941176471
2028: Timestep is 1.31977941176471
919: Timestep is 1.31977941176471
1792: Timestep is 1.31977941176471
1481: Timestep is 1.31977941176471
214: Timestep is 1.31977941176471
1322: Timestep is 1.31977941176471
920: Timestep is 1.31977941176471
1793: Timestep is 1.31977941176471
1483: Timestep is 1.31977941176471
2035: Timestep is 1.31977941176471
924: Timestep is 1.31977941176471
1794: Timestep is 1.31977941176471
1798: Timestep is 1.31977941176471
376: Timestep is 1.31977941176471
215: Timestep is 1.31977941176471
1329: Timestep is 1.31977941176471
925: Timestep is 1.31977941176471
719: Timestep is 1.31977941176471
379: Timestep is 1.31977941176471
216: Timestep is 1.31977941176471
1904: Timestep is 1.31977941176471
1800: Timestep is 1.31977941176471
723: Timestep is 1.31977941176471
382: Timestep is 1.31977941176471
1335: Timestep is 1.31977941176471
734: Timestep is 1.31977941176471
383: Timestep is 1.31977941176471
1342: Timestep is 1.31977941176471
1905: Timestep is 1.31977941176471
1804: Timestep is 1.31977941176471
735: Timestep is 1.31977941176471
384: Timestep is 1.31977941176471
1089: Timestep is 1.31977941176471
1909: Timestep is 1.31977941176471
736: Timestep is 1.31977941176471
385: Timestep is 1.31977941176471
1090: Timestep is 1.31977941176471
387: Timestep is 1.31977941176471
1091: Timestep is 1.31977941176471
1485: Timestep is 1.31977941176471
739: Timestep is 1.31977941176471
744: Timestep is 1.31977941176471
1491: Timestep is 1.31977941176471
219: Timestep is 1.31977941176471
1492: Timestep is 1.31977941176471
220: Timestep is 1.31977941176471
927: Timestep is 1.31977941176471
1493: Timestep is 1.31977941176471
1923: Timestep is 1.31977941176471
388: Timestep is 1.31977941176471
222: Timestep is 1.31977941176471
1093: Timestep is 1.31977941176471
1929: Timestep is 1.31977941176471
928: Timestep is 1.31977941176471
1809: Timestep is 1.31977941176471
1496: Timestep is 1.31977941176471
389: Timestep is 1.31977941176471
223: Timestep is 1.31977941176471
1933: Timestep is 1.31977941176471
929: Timestep is 1.31977941176471
750: Timestep is 1.31977941176471
224: Timestep is 1.31977941176471
1094: Timestep is 1.31977941176471
1934: Timestep is 1.31977941176471
931: Timestep is 1.31977941176471
1813: Timestep is 1.31977941176471
1497: Timestep is 1.31977941176471
760: Timestep is 1.31977941176471
390: Timestep is 1.31977941176471
226: Timestep is 1.31977941176471
1095: Timestep is 1.31977941176471
1935: Timestep is 1.31977941176471
933: Timestep is 1.31977941176471
1820: Timestep is 1.31977941176471
1501: Timestep is 1.31977941176471
763: Timestep is 1.31977941176471
393: Timestep is 1.31977941176471
237: Timestep is 1.31977941176471
1097: Timestep is 1.31977941176471
